capture,actorId,instanceName,baseClass,classPath,zoneTag,x,y,z,rotation,hadInstantiate,hadAddActor
moving_around_gridania.pcapng,0x50e0f1a5,pplStd_fst0Twn01a_29@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,-82.660,19.060,-1500.240,-2.2700,true,true
moving_around_gridania.pcapng,0x50e0f1a6,doorStd_fst0Twn01a_2W@0CE00,DoorStandard,/Chara/Npc/MapObj/DoorStandard,fst0Twn01a,-70.000,19.000,-1474.000,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f1ac,pplStd_fst0Twn01a_1W@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,17.610,21.750,-1432.550,1.5500,true,true
moving_around_gridania.pcapng,0x50e0f1b4,pplStd_fst0Twn01a_1T@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,69.760,19.990,-1423.580,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f1b5,pplStd_fst0Twn01a_1b@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,87.000,20.000,-1452.000,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f1b6,pplStd_fst0Twn01a_16@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,93.110,20.000,-1451.790,-1.8700,true,true
moving_around_gridania.pcapng,0x50e0f1b7,pplStd_fst0Twn01a_2p@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,87.400,20.160,-1423.390,-0.2200,true,true
moving_around_gridania.pcapng,0x50e0f1b8,pplStd_fst0Twn01a_0p@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,98.670,20.000,-1453.980,-2.1100,true,true
moving_around_gridania.pcapng,0x50e0f1ba,pplStd_fst0Twn01a_0q@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,103.750,20.400,-1468.510,2.1800,true,true
moving_around_gridania.pcapng,0x50e0f1bb,pplStd_fst0Twn01a_1O@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,36.000,17.290,-1368.000,0.3200,true,true
moving_around_gridania.pcapng,0x50e0f1bc,pplStd_fst0Twn01a_1a@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,33.040,17.290,-1366.270,0.8300,true,true
moving_around_gridania.pcapng,0x50e0f1bd,pplShopSal_fst0Twn01a_1Y@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,32.520,17.290,-1359.720,2.1500,true,true
moving_around_gridania.pcapng,0x50e0f1bf,pplStd_fst0Twn01a_18@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,36.550,17.290,-1357.400,2.7400,true,true
moving_around_gridania.pcapng,0x50e0f1c0,pplShopSal_fst0Twn01a_0i@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,114.000,20.000,-1391.000,-3.0500,true,true
moving_around_gridania.pcapng,0x50e0f1c2,pplStd_fst0Twn01a_1U@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,48.200,14.220,-1343.660,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f1c4,pplStd_fst0Twn01a_18@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,106.660,22.000,-1483.730,-0.7400,true,true
moving_around_gridania.pcapng,0x50e0f1cd,pplStd_fst0Twn01a_1N@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,179.740,25.820,-1415.510,-1.0700,true,true
moving_around_gridania.pcapng,0x50e0f1cf,rtnFurnitu_fst0Twn01a_2T@0CE00,RetainerFurniture,/Chara/Npc/Object/RetainerFurniture,fst0Twn01a,184.600,27.700,-1441.300,1.8500,true,true
moving_around_gridania.pcapng,0x50e0f1d0,pplShopSal_fst0Twn01a_0a@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,190.300,27.700,-1389.600,1.2000,true,true
moving_around_gridania.pcapng,0x50e0f1d1,pplStd_fst0Twn01a_2n@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,196.900,27.700,-1445.800,-1.2000,true,true
moving_around_gridania.pcapng,0x50e0f1d2,pplItemRep_fst0Twn01a_1z@0CE00,PopulaceItemRepairer,/Chara/Npc/Populace/PopulaceItemRepairer,fst0Twn01a,202.300,27.700,-1385.200,-1.9400,true,true
moving_around_gridania.pcapng,0x50e0f1d8,pplBlackMa_fst0Twn01a_2h@0CE00,PopulaceBlackMarketeer,/Chara/Npc/Populace/PopulaceBlackMarketeer,fst0Twn01a,198.600,25.210,-1341.660,2.7900,true,true
moving_around_gridania.pcapng,0x50e0f1e6,pplShopSal_fst0Twn01a_0i@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,114.000,20.000,-1391.000,-3.0500,true,true
moving_around_gridania.pcapng,0x50e0f1ef,pplShopSal_fst0Twn01a_20@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,222.790,12.000,-1275.950,0.7700,true,true
moving_around_gridania.pcapng,0x50e0f1fd,pplStd_fst0Twn01a_2U@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,68.440,10.870,-1244.420,2.4500,true,true
moving_around_gridania.pcapng,0x50e0f1fe,pplStd_fst0Twn01a_0X@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,65.020,11.790,-1241.790,-2.7600,true,true
moving_around_gridania.pcapng,0x50e0f1ff,pplStd_fst0Twn01a_0W@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,59.430,11.060,-1249.560,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f200,pplStd_fst0Twn01a_2a@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,201.780,9.530,-1245.480,1.5300,true,true
moving_around_gridania.pcapng,0x50e0f209,pplStd_fst0Twn01a_1Q@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,221.770,9.400,-1230.490,-2.2900,true,true
moving_around_gridania.pcapng,0x50e0f20c,pplStd_fst0Twn01a_2u@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,227.000,12.000,-1264.000,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f20d,pplShopSal_fst0Twn01a_20@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,222.790,12.000,-1275.950,0.7700,true,true
moving_around_gridania.pcapng,0x50e0f20e,pplStd_fst0Twn01a_0u@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,233.020,12.000,-1267.000,-1.6300,true,true
moving_around_gridania.pcapng,0x50e0f20f,pplStd_fst0Twn01a_2v@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,238.730,12.000,-1266.180,-1.6000,true,true
moving_around_gridania.pcapng,0x50e0f210,pplStd_fst0Twn01a_0M@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,242.760,13.000,-1267.730,1.5700,true,true
moving_around_gridania.pcapng,0x50e0f211,pplStd_fst0Twn01a_0x@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,241.820,13.000,-1276.620,1.1400,true,true
moving_around_gridania.pcapng,0x50e0f212,pplStd_fst0Twn01a_1r@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,243.350,12.000,-1283.070,0.5400,true,true
moving_around_gridania.pcapng,0x50e0f213,pplStd_fst0Twn01a_0N@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,258.390,14.000,-1267.150,-0.0400,true,true
moving_around_gridania.pcapng,0x50e0f215,pplStd_fst0Twn01a_0y@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,263.370,14.200,-1273.470,1.3700,true,true
moving_around_gridania.pcapng,0x50e0f220,pplBlackMa_fst0Twn01a_2h@0CE00,PopulaceBlackMarketeer,/Chara/Npc/Populace/PopulaceBlackMarketeer,fst0Twn01a,198.600,25.210,-1341.660,2.7900,true,true
moving_around_gridania.pcapng,0x50e0f225,pplBlackMa_fst0Twn01a_2h@0CE00,PopulaceBlackMarketeer,/Chara/Npc/Populace/PopulaceBlackMarketeer,fst0Twn01a,198.600,25.210,-1341.660,2.7900,true,true
moving_around_gridania.pcapng,0x50e0f23d,pplStd_fst0Twn01a_0X@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,68.440,10.870,-1244.420,2.4500,true,true
moving_around_gridania.pcapng,0x50e0f23e,pplChocobo_fst0Twn01a_0V@0CE00,PopulaceChocoboLender,/Chara/Npc/Populace/PopulaceChocoboLender,fst0Twn01a,65.020,11.790,-1241.790,-2.7600,true,true
moving_around_gridania.pcapng,0x50e0f240,pplStd_fst0Twn01a_0W@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,64.290,11.790,-1240.980,-2.9300,true,true
moving_around_gridania.pcapng,0x50e0f241,pplStd_fst0Twn01a_2H@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,61.720,10.630,-1250.410,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f243,pplStd_fst0Twn01a_1V@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,59.430,11.060,-1249.560,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f24b,pplBlackMa_fst0Twn01a_2h@0CE00,PopulaceBlackMarketeer,/Chara/Npc/Populace/PopulaceBlackMarketeer,fst0Twn01a,198.600,25.210,-1341.660,2.7900,true,true
moving_around_gridania.pcapng,0x50e0f24e,pplStd_fst0Twn01a_0X@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,68.440,10.870,-1244.420,2.4500,true,true
moving_around_gridania.pcapng,0x50e0f24f,pplStd_fst0Twn01a_0W@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,65.020,11.790,-1241.790,-2.7600,true,true
moving_around_gridania.pcapng,0x50e0f250,pplStd_fst0Twn01a_2i@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,39.000,10.000,-1293.000,-1.5700,true,true
moving_around_gridania.pcapng,0x50e0f251,pplStd_fst0Twn01a_2l@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,33.770,10.220,-1294.370,-1.5900,true,true
moving_around_gridania.pcapng,0x50e0f254,pplShopSal_fst0Twn01a_03@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,22.400,8.750,-1261.950,-1.9200,true,true
moving_around_gridania.pcapng,0x50e0f255,pplStd_fst0Twn01a_1P@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,28.100,12.050,-1318.000,0.6800,true,true
moving_around_gridania.pcapng,0x50e0f256,pplStd_fst0Twn01a_0B@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,11.850,8.750,-1266.450,1.4800,true,true
moving_around_gridania.pcapng,0x50e0f257,pplShopSal_fst0Twn01a_22@0CE00,PopulaceShopSalesman,/Chara/Npc/Populace/Shop/PopulaceShopSalesman,fst0Twn01a,10.310,8.750,-1258.000,2.4300,true,true
moving_around_gridania.pcapng,0x50e0f259,pplStd_fst0Twn01a_1c@0CE00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01a,7.360,8.750,-1257.890,-1.3200,true,true
moving_around_gridania.pcapng,0x50e0f265,pplStd_fst0Twn01_0x@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,108.919,7.591,-1205.686,0.2320,true,true
moving_around_gridania.pcapng,0x50e0f267,openingTown_fst0Twn01_0K@09B00,OpeningTownEventKeeper,/Chara/Npc/Object/OpeningTownEventKeeper,fst0Twn01,175.380,-1.210,-1156.510,0.0000,true,true
moving_around_gridania.pcapng,0x50e0f269,pplStd_fst0Twn01_0v@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,65.260,-6.750,-1217.680,0.5000,true,true
moving_around_gridania.pcapng,0x50e0f26a,pplStd_fst0Twn01_0w@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,64.180,-6.800,-1217.460,0.6000,true,true
moving_around_gridania.pcapng,0x50e0f270,pplStd_fst0Twn01_0z@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.820,-7.000,-1213.100,1.5700,true,true
moving_around_gridania.pcapng,0x50e0f272,pplStd_fst0Twn01_0x@09B00,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Twn01,53.550,-7.000,-1216.540,1.6100,true,true
party_battle_leve.pcapng,0x50e11b59,privateGLB_fst0Fld01a_Qw@0A200,PrivateGLBattleOrbNormal,,fst0Fld01a,-94.070,4.000,-543.160,0.0000,true,true
party_battle_leve.pcapng,0x50e11b5d,nuteaterSt_fst0Fld01a_rl@0A200,NuteaterStandard,/Chara/Npc/Monster/Lemming/NuteaterStandard,fst0Fld01a,-170.869,4.438,-568.657,-0.6110,true,true
party_battle_leve.pcapng,0x50e11b64,wolfStd_fst0Fld01a_jU@0A200,WolfStandard,/Chara/Npc/Monster/Wolf/WolfStandard,fst0Fld01a,-57.517,2.207,-468.473,-2.8146,true,true
party_battle_leve.pcapng,0x50e11b68,flowerStd_fst0Fld01a_Q6@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,4.984,15.946,-509.039,0.5270,true,true
party_battle_leve.pcapng,0x50e11b6c,ladybugStd_fst0Fld01a_Qb@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,-61.162,-3.390,-440.259,2.0678,true,true
party_battle_leve.pcapng,0x50e11b6f,guildleveS_fst0Fld01a_Qy@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,5.000,4.516,-450.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11b70,guildleveS_fst0Fld01a_Qz@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,37.000,17.013,-513.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11b73,guildleveS_fst0Fld01a_QB@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,11.000,4.230,-435.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11b75,guildleveS_fst0Fld01a_QI@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,57.000,16.406,-531.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11b76,flowerStd_fst0Fld01a_PZ@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,64.526,16.391,-518.272,-2.6721,true,true
party_battle_leve.pcapng,0x50e11b77,guildleveS_fst0Fld01a_QD@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,0.272,5.009,-413.048,0.0000,true,true
party_battle_leve.pcapng,0x50e11b78,pplStd_fst0Fld01a_09@0A200,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Fld01a,63.410,15.560,-452.490,0.0000,true,true
party_battle_leve.pcapng,0x50e11b7f,nuteaterSt_fst0Fld01a_KA@0A200,NuteaterStandard,/Chara/Npc/Monster/Lemming/NuteaterStandard,fst0Fld01a,-12.160,12.440,-377.880,0.0000,true,true
party_battle_leve.pcapng,0x50e11b88,ladybugStd_fst0Fld01a_kU@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,48.286,16.963,-393.865,-0.5837,true,true
party_battle_leve.pcapng,0x50e11b89,miningPoin_fst0Fld01a_0o@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,37.921,17.013,-385.557,-0.9885,true,true
party_battle_leve.pcapng,0x50e11b8c,miningPoin_fst0Fld01a_0w@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,3.390,15.340,-368.050,0.0000,true,true
party_battle_leve.pcapng,0x50e11b91,piranhaSan_fst0Fld01a_QK@0A200,PiranhaSandyStandard,/Chara/Npc/Monster/Piranha/PiranhaSandyStandard,fst0Fld01a,2.064,4.713,-419.307,0.5612,true,true
party_battle_leve.pcapng,0x50e11be8,pplStd_fst0Fld01a_09@0A200,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Fld01a,63.410,15.560,-452.490,0.0000,true,true
party_battle_leve.pcapng,0x50e11bf0,ladybugStd_fst0Fld01a_LQ@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,126.959,17.025,-420.418,-2.4974,true,true
party_battle_leve.pcapng,0x50e11bf3,glirulusSt_fst0Fld01a_Qd@0A200,GlirulusStandard,/Chara/Npc/Monster/Lemming/GlirulusStandard,fst0Fld01a,135.000,16.407,-429.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11bf4,guildleveS_fst0Fld01a_QH@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,115.170,16.690,-473.950,0.0000,true,true
party_battle_leve.pcapng,0x50e11bf5,miningPoin_fst0Fld01a_0H@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,119.080,15.850,-474.360,0.0000,true,true
party_battle_leve.pcapng,0x50e11bf9,glirulusSt_fst0Fld01a_rA@0A200,GlirulusStandard,/Chara/Npc/Monster/Lemming/GlirulusStandard,fst0Fld01a,96.699,16.533,-497.446,1.7183,true,true
party_battle_leve.pcapng,0x50e11bfa,guildleveS_fst0Fld01a_Qz@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,37.000,17.013,-513.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11bfb,guildleveS_fst0Fld01a_QI@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,64.526,16.391,-518.272,-2.6721,true,true
party_battle_leve.pcapng,0x50e11bfc,miningPoin_fst0Fld01a_0p@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,88.230,17.630,-516.860,0.0000,true,true
party_battle_leve.pcapng,0x50e11bfd,guildleveB_fst0Fld01a_Qx@0A200,GuildleveBonusTreasureBox,/Chara/Npc/Object/GuildleveBonusTreasureBox,fst0Fld01a,105.000,16.625,-510.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11bfe,guildleveS_fst0Fld01a_QH@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,141.184,16.727,-434.127,0.0000,true,true
party_battle_leve.pcapng,0x50e11bff,guildleveS_fst0Fld01a_QC@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,57.000,16.406,-531.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11c03,miningPoin_fst0Fld01a_0x@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,132.970,16.980,-519.510,0.0000,true,true
party_battle_leve.pcapng,0x50e11c05,flowerStd_fst0Fld01a_MW@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,138.903,16.545,-520.616,2.8808,true,true
party_battle_leve.pcapng,0x50e11c0b,miningPoin_fst0Fld01a_0s@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,168.340,16.880,-501.900,0.0000,true,true
party_battle_leve.pcapng,0x50e11c0c,guildleveS_fst0Fld01a_QE@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,187.290,15.944,-425.487,0.0000,true,true
party_battle_leve.pcapng,0x50e11c0d,ladybugStd_fst0Fld01a_6J@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,194.002,16.793,-419.247,-3.0256,true,true
party_battle_leve.pcapng,0x50e11c17,miningPoin_fst0Fld01a_0s@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,168.340,16.880,-501.900,0.0000,true,true
party_battle_leve.pcapng,0x50e11c80,miningPoin_fst0Fld01a_0s@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,168.340,16.880,-501.900,0.0000,true,true
party_battle_leve.pcapng,0x50e11c85,piranhaSan_fst0Fld01a_QN@0A200,PiranhaSandyStandard,/Chara/Npc/Monster/Piranha/PiranhaSandyStandard,fst0Fld01a,141.027,16.727,-432.133,-0.0788,true,true
party_battle_leve.pcapng,0x50e11c8e,guildleveB_fst0Fld01a_Qx@0A200,GuildleveBonusTreasureBox,/Chara/Npc/Object/GuildleveBonusTreasureBox,fst0Fld01a,105.000,16.625,-510.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11ca3,glirulusSt_fst0Fld01a_rA@0A200,GlirulusStandard,/Chara/Npc/Monster/Lemming/GlirulusStandard,fst0Fld01a,97.228,16.591,-505.878,-0.0582,true,true
party_battle_leve.pcapng,0x50e11cbf,guildleveB_fst0Fld01a_Qx@0A200,GuildleveBonusTreasureBox,/Chara/Npc/Object/GuildleveBonusTreasureBox,fst0Fld01a,105.000,16.625,-510.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11cc5,miningPoin_fst0Fld01a_0x@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,132.970,16.980,-519.510,0.0000,true,true
party_battle_leve.pcapng,0x50e11cc6,flowerStd_fst0Fld01a_MW@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,138.903,16.545,-520.616,2.8808,true,true
party_battle_leve.pcapng,0x50e11cdc,glirulusSt_fst0Fld01a_Qd@0A200,GlirulusStandard,/Chara/Npc/Monster/Lemming/GlirulusStandard,fst0Fld01a,99.124,16.877,-485.654,0.2196,true,true
party_battle_leve.pcapng,0x50e11cdd,miningPoin_fst0Fld01a_0x@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,138.903,16.545,-520.616,2.8808,true,true
party_battle_leve.pcapng,0x50e11ce1,flowerStd_fst0Fld01a_MW@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,63.410,15.560,-452.490,0.0000,true,true
party_battle_leve.pcapng,0x50e11ce3,ladybugStd_fst0Fld01a_kU@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,59.978,17.192,-405.295,2.6781,true,true
party_battle_leve.pcapng,0x50e11ce4,flowerStd_fst0Fld01a_MV@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,88.230,17.630,-516.860,0.0000,true,true
party_battle_leve.pcapng,0x50e11ce7,flowerStd_fst0Fld01a_PZ@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,64.526,16.391,-518.272,-2.6721,true,true
party_battle_leve.pcapng,0x50e11ce8,guildleveS_fst0Fld01a_QI@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,63.544,16.391,-520.014,0.0000,true,true
party_battle_leve.pcapng,0x50e11cea,guildleveS_fst0Fld01a_QC@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,57.000,16.406,-531.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11ceb,guildleveS_fst0Fld01a_QG@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,63.122,17.018,-539.018,0.0000,true,true
party_battle_leve.pcapng,0x50e11cec,guildleveS_fst0Fld01a_Qz@0A200,GuildleveSearchPoint,/Chara/Npc/Object/GuildleveSearchPoint,fst0Fld01a,37.000,17.013,-513.000,0.0000,true,true
party_battle_leve.pcapng,0x50e11cf7,flowerStd_fst0Fld01a_Q6@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,4.984,15.946,-509.039,0.5270,true,true
party_battle_leve.pcapng,0x50e11d1d,yakMaleStd_fst0Fld01a_QP@0A200,YakMaleStandard,/Chara/Npc/Monster/Yak/YakMaleStandard,fst0Fld01a,56.387,16.406,-529.096,-0.3116,true,true
party_battle_leve.pcapng,0x50e11d3f,flowerStd_fst0Fld01a_QQ@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,8.991,16.469,-515.194,1.6680,true,true
party_battle_leve.pcapng,0x50e11d40,flowerStd_fst0Fld01a_MV@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,109.778,16.921,-465.487,0.7697,true,true
party_battle_leve.pcapng,0x50e11d50,flowerStd_fst0Fld01a_MW@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,139.308,16.803,-527.039,0.6077,true,true
party_battle_leve.pcapng,0x50e11d53,miningPoin_fst0Fld01a_0u@0A200,MiningPoint,/Chara/Npc/Object/MiningPoint,fst0Fld01a,115.170,16.690,-473.950,0.0000,true,true
party_battle_leve.pcapng,0x50e11d54,flowerStd_fst0Fld01a_MV@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,139.308,16.803,-527.039,0.6077,true,true
party_battle_leve.pcapng,0x50e11d75,flowerStd_fst0Fld01a_MW@0A200,FlowerStandard,/Chara/Npc/Monster/Flower/FlowerStandard,fst0Fld01a,139.308,16.803,-527.039,0.6077,true,true
party_battle_leve.pcapng,0x50e11d76,pplStd_fst0Fld01a_09@0A200,PopulaceStandard,/Chara/Npc/Populace/PopulaceStandard,fst0Fld01a,63.410,15.560,-452.490,0.0000,true,true
party_battle_leve.pcapng,0x50e11d79,yakFemaleS_fst0Fld01a_QR@0A200,YakFemaleStandard,/Chara/Npc/Monster/Yak/YakFemaleStandard,fst0Fld01a,-10.243,3.387,-573.495,0.6306,true,true
party_battle_leve.pcapng,0x50e11d7a,yakFemaleS_fst0Fld01a_QS@0A200,YakFemaleStandard,/Chara/Npc/Monster/Yak/YakFemaleStandard,fst0Fld01a,35.114,17.013,-512.333,-1.2308,true,true
party_battle_leve.pcapng,0x50e11d7c,ladybugStd_fst0Fld01a_Qb@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,-10.243,3.387,-573.495,0.6306,true,true
party_battle_leve.pcapng,0x50e11d81,ladybugStd_fst0Fld01a_Qb@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,-10.243,3.387,-573.495,0.6306,true,true
party_battle_leve.pcapng,0x50e11d83,ladybugStd_fst0Fld01a_Qb@0A200,LadybugStandard,/Chara/Npc/Monster/Bug/LadybugStandard,fst0Fld01a,-10.243,3.387,-573.495,0.6306,true,true
