ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,npc_name,race,clan,gender,occupation,affiliation,zones,locations,map_coords,npc_type,sells,source
Noline,382308,2011-12-12T18:26:43Z,0,Noline,Elezen,,Female,Guild Merchant,Limsa Lominsa,Limsa Lominsa,The Bismarck,7-3,,,ge-npc-pages
Nomomo,495160,2012-04-30T02:11:35Z,0,Nomomo,Lalafell,Plainsfolk,Female,,Ul'dah,Central Thanalan,Camp Black Brush,27-25,,,ge-npc-pages
Nonco Menanco,474453,2012-05-07T17:24:40Z,0,Nonco Menanco,Lalafell,Plainsfolk,Male,,Gridania,Gridania,Carline Canopy,6-6,,,ge-npc-pages
Nonolato,500139,2012-05-09T18:04:19Z,0,Nonolato,Lalafell,Plainsfolk,Male,,Gridania,Gridania,Quiver's Hold,8-5,,,ge-npc-pages
Nonoru,241036,2011-10-17T03:01:19Z,0,Nonoru,Lalafell,,Female,,,Ul'dah,Merchant Wards,4-4,Cutscene,,ge-npc-pages
Nonosu,179763,2012-06-06T21:49:36Z,0,Nonosu,Lalafell,,Female,Merchant,Ul'dah,Ul'dah,Arrzaneth Ossuary,4-5,,"{{Sells|Weathered Scepter|696}} {{Sells|Brass Cudgel|33,000}} {{Sells|Wind Brand|56,784}} {{Sells|Decorated Silver Scepter|145,464}} {{Sells|Square Maple Shield|5,500}} {{Sells|Bronze Buckler|37,240}} {{Sells|Leather Targe|107,184}} {{Sells|Hempen Coif|546}} {{Sells|Ash Mask|11,760}} {{Sells|Cotton Coif|49,686}} {{Sells|Linen Hat|169,444}} {{Sells|Hempen Dalmatica|780}} {{Sells|Cotton Acton|76,176}} {{Sells|Cotton Dalmatica|70,980}} {{Sells|Linen Robe|242,064}} {{Sells|Hempen Breeches|234}} {{Sells|Cotton Shepherd's Slops|17,952}} {{Sells|Velveteen Tights|39,655}} {{Sells|Linen Tights|72,619}} {{Sells|Sheepskin Wristguards|168}} {{Sells|Dodoskin Ringbands|19,286}} {{Sells|Leather Ringbands|46,264}} {{Sells|Boarskin Ringbands|84,722}} {{Sells|Sheepskin Duckbills|312}} {{Sells|Dodoskin Shoes|5,632}} {{Sells|Padded Sheepskin Duckbills|28,392}} {{Sells|Boarskin Crakows|87,360}}",ge-npc-pages
Nonowato (1.x),244288,2012-04-28T17:51:49Z,0,Nonowato,Lalafell,,Male,Repair Merchant,Ul'dah,Ul'dahn Mercantile House,Market Wards,1-1,,,ge-npc-pages
Norbettaux (1.x),471650,2012-04-28T20:30:45Z,0,Norbettaux,Elezen,Wildwood Elezen,Male,Merchant,Ul'dah,Ul'dah,Sunsilk Tapestries,7-6,,"{{Sells|Moko Grass|145}} {{Sells|Cotton Boll|579}} {{Sells|Diremite Web|1,050}} {{Sells|Undyed Hempen Cloth|960}} {{Sells|Undyed Cotton Cloth|3,200}} {{Sells|Undyed Velveteen|6720}} {{Sells|Hempen Yarn|312}} {{Sells|Cotton Yarn|1,242}} {{Sells|Dew Thread|2,772}} {{Sells|Cock Feather|115}} {{Sells|Crow Feather|604}} {{Sells|Dodo Feather|316}} {{Sells|Wildfowl Feather|979}} {{Sells|Chocobo Feather|6,364}} {{Sells|Mesa-red Cotton Cloth|3,200}} {{Sells|Raven-black Velveteen|6,720}}",ge-npc-pages
Norlaise,190514,2012-06-23T11:51:57Z,0,Norlaise,,,,Merchant,Gridania,West Shroud,Camp Crimson Bark,32-12,,"{{Sells|Warped Arrow|2}} {{Sells|Lugworm|2}} {{Sells|Moth Pupa|2}} {{Sells|Mineral Water|60}} {{Sells|Frumenty|64}} {{Sells|Dawn Drops|2,850}} {{Sells|Throat Drops|7,400}} {{Sells|Blood Drops|413}} {{Sells|Boiled Egg|112}} {{Sells|Potion|650}} {{Sells|Eye Drops|1,463}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3,500}}",ge-npc-pages
Nortmoen (1.0),471563,2012-04-22T00:13:37Z,0,Nortmoen,Roegadyn,Sea Wolves,Male,Merchant,Ul'dah,Ul'dah,Amajina & Sons Mineral Concern,6-6,,"{{Sells|Weathered Coif (Grey)|546}} {{Sells|Minium|210}} {{Sells|Obsidian|612}} {{Sells|Mudstone|1,638}}",ge-npc-pages
Notrelchamps,382465,2011-12-12T18:26:53Z,0,Notrelchamps,Elezen,Duskwight Elezen,Male,Guild Merchant,Limsa Lominsa,Limsa Lominsa,Naldiq & Vymelli's,7-7,,,ge-npc-pages
Nuala,502876,2011-04-26T04:41:37Z,0,Nuala,Hyur,Midlander,Female,,Gridania,Gridania,Wailing Barracks,8-2,,,ge-npc-pages
Nunuba,382539,2012-05-05T18:34:32Z,0,Nunuba,Lalafell,Dunesfolk,Female,,Limsa Lominsa,Limsa Lominsa,The Astalicia,7-4,,,ge-npc-pages
Nymiene,22488,2011-07-07T00:55:00Z,0,Nymiene,,,Female,,,Thanalan,Central Thanalan,22-29,,,ge-npc-pages
Nystbyrm,333367,2012-04-21T18:53:44Z,0,Nystbyrm,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,West Hawkers' Alley,5-5,,{{Sells|Weathered Gladius|600}} {{Sells|Hempen Singlet|360}} {{Sells|Hempen Chestband|360}} {{Sells|Hempen Trunks|108}} {{Sells|Hempen Loinguard|108}} {{Sells|Copper Ore|72}} {{Sells|Zinc Ore|1008}},ge-npc-pages
Nyunoeya,447925,2012-04-27T21:49:33Z,0,Nyunoeya,Roegadyn,,Male,Guild Merchant,Ul'dah,Ul'dah,Arrzaneth Ossuary,4-5,,,ge-npc-pages
O-App-Pesi,502723,2012-06-07T04:01:53Z,0,O-App-Pesi,Padjal,,Male,Conjurer,Gridania,,,,Instance,,ge-npc-pages
O-Guna-Por,304618,2010-07-25T03:38:57Z,0,O-Guna-Por,,,,,Gridania,,,,Historical Figure,,ge-npc-pages
O'adebh,336087,2012-06-08T21:22:58Z,0,O'adebh,Miqote,Seekers of the Sun,Female,,Limsa Lominsa,Western La Noscea,Aleport,11-24,,,ge-npc-pages
O'dhinek,503302,2012-05-15T15:13:50Z,0,O'dhinek,Miqo'te,Seekers of the Sun,Female,,Gridania,Gridania,Quiver's Hold,8-5,,,ge-npc-pages
O'kalkaya,181995,2011-02-01T06:00:52Z,0,O'kalkaya,,,,,,,,,,,ge-npc-pages
O'pondhao,479953,2012-04-28T22:35:43Z,0,O'pondhao,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah,The Quicksand,4-6,,,ge-npc-pages
Obili Tambili,247132,2012-04-29T17:32:08Z,0,Obili Tambili,Lalafell,,Male,,Ul'dah,Ul'dah,Frondale's Phrontistery,5-6,,,ge-npc-pages
Ococo,481617,2012-04-28T19:34:16Z,0,Ococo,Lalafell,,Male,,Ul'dah,Ul'dah,Merchant Strip,7-3,,,ge-npc-pages
Odeve,58903,2010-09-18T19:13:24Z,0,Odeve,Elezen,,Female,,,,Owl's Nest,61-33,,,ge-npc-pages
Odibrand,148336,2012-05-15T20:05:14Z,0,Odibrand,Hyur,Midlander,Male,Merchant,Gridania,Armorfitters Den,Market Wards,1-1,,"{{Sells|Dodoskin Pot Helm|6,027}} {{Sells|Leather Pot Helm|14,397}} {{Sells|Hempen Acton|8,611}} {{Sells|Dodoskin Harness|16,156}} {{Sells|Cotton Tabard|15,590}} {{Sells|Cotton Acton|20,567}} {{Sells|Leather Jacket|26,250}} {{Sells|Bronze Mitt Gauntlets|5,654}} {{Sells|Leather Armguards|9,187}} {{Sells|Iron-plated Jackboots|7,862}}",ge-npc-pages
Odilie,470764,2010-09-03T23:13:14Z,0,Odilie,Elezen,Wildwood Elezen,Female,,Gridania,Gridania,Carline Canopy,6-6,,,ge-npc-pages
Oefyrblaet,170033,2012-04-29T17:45:38Z,0,Oefyrblaet,Roegadyn,,Male,,Ul'dah,Ul'dah,Frondale's Phrontistery,5-6,,,ge-npc-pages
Oha-Sok,367741,2012-06-16T23:00:22Z,0,Oha-Sok,Elemental,,,,,North Shroud,,,Cutscene,,ge-npc-pages
Olyffe,410402,2012-02-06T06:53:27Z,0,Olyffe,Hyur,Midlander,Female,Event NPC,,Gridania,The Knot,6-5,,,ge-npc-pages
Onguen,502251,2012-05-15T18:54:40Z,0,Onguen,Hyur,Midlander,Female,,Gridania,Gridania,Greatloam Growery,4-3,,,ge-npc-pages
Onyx-haired Adventurer,382644,2010-09-04T14:56:58Z,0,Onyx-haired Adventurer,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,The Drowning Wench,5-7,Instance,,ge-npc-pages
Ophellia,410379,2012-02-06T06:51:04Z,0,Ophellia,Hyur,Midlander,Female,Event NPC,,Ul'dah,Merchant Strip,5-3,,,ge-npc-pages
Opyltyl,502168,2010-10-11T19:05:57Z,0,Opyltyl,Roegadyn,,Male,,Gridania,Gridania,Greatloam Growery,4-3,,,ge-npc-pages
Orrick,174710,2012-04-19T01:52:12Z,0,Orrick,Hyur,Midlander,Male,,,Ul'dah,Merchant Strip,5-3,,,ge-npc-pages
Orrick Ballard,103388,2010-07-22T15:17:07Z,0,Orrick Ballard,,,,,,,,,Historical Figure,,ge-npc-pages
Ortefauchel,35824,2012-04-30T23:54:42Z,0,Ortefauchel,Elezen,Duskwight Elezen,Male,Gatekeeper,Ishgard,Coerthas Central Highlands,Gates of Judgement,18-35,,,ge-npc-pages
Ortolf,383046,2010-10-02T20:21:44Z,0,Ortolf,Hyur,Highlander,Male,,Limsa Lominsa,Limsa Lominsa,Lower Decks,5-6,,,ge-npc-pages
Oscarlet (1.x),363330,2012-06-16T15:01:10Z,0,Oscarlet,Elezen,Wildwood Elezen,Male,Merchant,Gridania,North Shroud,Hyrstmill,,,{{Sells| Earth Cluster | 26250 }} {{Sells| Ice Cluster | 26250 }} {{Sells| Wind Cluster | 26250 }} {{Sells| Water Cluster | 26250 }} {{Sells| Fire Cluster | 26250 }} {{Sells| Lightning Cluster | 26250 }} {{Sells| Coke | 100000 }} {{Sells| Peacock Ore| 100000 }},ge-npc-pages
Osgar,475446,2012-05-09T17:28:59Z,0,Osgar,Hume,Highlander,Male,Merchant,Gridania,Gridania,The Oak Atrium,6-5,,"{{Sells|Weathered Cane|840}} {{Sells|Maple Log|1,260}} {{Sells|Elm Log|4,200}} {{Sells|Ash Log|2,822}} {{Sells|Walnut Log|6,300}} {{Sells|Maple Lumber|1,350}} {{Sells|Ash Lumber|3,024}} {{Sells|Elm Lumber|4,500}} {{Sells|Walnut Lumber|6,750}}",ge-npc-pages
Ositha,446912,2012-05-05T18:36:48Z,0,Ositha,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,The Astalicia,4-7,,,ge-npc-pages
Ossuary Almstaker (NPC),311346,2012-05-29T03:56:32Z,0,Ossuary Almstaker,Lalafell,Dunesfolk,Female,Almstaker,Ul'dah,Western Thanalan,Scorpion Keep,14-34,Cutscene,,ge-npc-pages
Otho,64147,2010-09-20T19:23:51Z,0,Otho,Hyur,Highlander,Male,,Ala Mhigo,Eastern Thanalan,Little Ala Mhigo,32-38,,,ge-npc-pages
Otopa Pottopa,472343,2012-04-28T22:08:20Z,0,Otopa Pottopa,Lalafell,Plainsfolk,Male,,Ul'dah,Ul'dah,The Hourglass,4-6,Instance,,ge-npc-pages
Ouvielle,290916,2010-10-04T13:01:45Z,0,Ouvielle,Elezen,,Female,,,Eastern Thanalan,The Golden Bazaar,,Cutscene,,ge-npc-pages
Over-eager Barracuda Knight,383080,2010-08-13T21:49:40Z,0,Over-eager Barracuda Knight,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,Coral Tower,2-6,Instance,,ge-npc-pages
Over Competitive Adventurer,472407,2010-09-24T15:57:00Z,0,Over Competitive Adventurer,Hyur,Midlander,Female,,Ul'dah,Ul'dah,The Hourglass,4-6,Instance,,ge-npc-pages
Overweening Thaumaturge,57268,2012-09-09T22:33:39Z,0,Overweening Thaumaturge,Lalafell,,Female,,Ul'dah,Ul'dah,Arrzaneth Ossuary,4-5,Instance,,ge-npc-pages
Overweening Woman,383125,2010-10-02T16:29:37Z,0,Overweening Woman,Lalafell,,Female,,Limsa Lominsa,Limsa Lominsa,Upper Decks,6-3,,,ge-npc-pages
Owyne,465535,2012-05-15T19:44:45Z,0,Owyne,Hyur,Midlander,Male,Wood Wailer,Gridania,Gridania,Gridania Aetheryte Plaza,4-4,,,ge-npc-pages
Owyne Cosserand,169849,2010-07-22T15:17:25Z,0,Owyne Cosserand,,,,,,,,,Historical Figure,,ge-npc-pages
P'ndolobo,334951,2011-10-09T02:22:21Z,0,P'ndolobo,Miqo'te,Seekers of the Sun,Female,Merchant,Limsa Lominsa,Limsa Lominsa,West Hawkers' Alley,5-5,,"{{Sells|Weathered Pickaxe|600}} {{Sells|Bronze Sledgehammer|14,080}} {{Sells|Weathered Hatchet|636}} {{Sells|Bronze Scythe|14,784}} {{Sells|Bloodworm|4}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3,500}}",ge-npc-pages
P'sonjha,470536,2012-03-25T15:31:04Z,0,P'sonjha,Miqo'te,Seekers of the Sun,Female,Merchant,Ul'dah,Ul'dah,Ruby Road Exchange,6-4,,{{Sells|Weathered Skillet|624}} {{Sells|Bronze Culinary Knife|13728}} {{Sells|Chicken Egg|32}} {{Sells|Mineral Water|60}} {{Sells|Sour Red|678}} {{Sells|Table Salt|11}} {{Sells|Aldgoat Milk|108}} {{Sells|Buffalo Milk|252}} {{Sells|Black Pepper|479}} {{Sells|Cinnamon|25}} {{Sells|Chanterelle|120}} {{Sells|Shriekshroom|158}} {{Sells|Kukuru Bean|202}},ge-npc-pages
P'tahjha,399343,2012-05-05T17:57:18Z,0,P'tahjha,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,Mealvaan's Gate,4-5,,,ge-npc-pages
Pack Chocobo,325775,2012-06-04T22:26:25Z,0,Pack Chocobo,Chocobo,,,,,"South Shroud,North Shroud","Tranquil Paths, Treespeak","38-49,21-16",,,ge-npc-pages
Padaku Sondaku,508405,2012-05-29T03:39:31Z,0,Padaku Sondaku,Lalafell,,Male,,Ul'dah,Western Thanalan,The Silver Bazaar,35-13,,,ge-npc-pages
???,163795,2010-11-02T00:36:15Z,0,???,,,,,,Mor Dhona,,21-10,,,ge-npc-pages
Pahja Zhwan,22137,2012-08-01T11:44:47Z,0,Pahja Zhwan,Miqo'te,Keeper of the Moon,Female,,Ul'dah,Ul'dah,Amajina & Sons Mineral Concern,6-6,,,ge-npc-pages
Pamisolaux (1.x),471417,2012-04-29T03:50:59Z,0,Pamisolaux,Elezen,Wildwood Elezen,Male,Merchant,Ul'dah,Ul'dah,Eshtaime's Lapidaries,6-6,,"{{Sells|Copper Ore|72}} {{Sells|Zinc Ore|1,008}} {{Sells|Silver Ore|1,500}} {{Sells|Copper Ingot|500}} {{Sells|Brass Ingot|3,000}} {{Sells|Silver Ingot|7,500}} {{Sells|Copper Rings|400}} {{Sells|Brass Rings|2,400}} {{Sells|Silver Rings|6,000}} {{Sells|Marbled Eye|3,780}} {{Sells|Pearl|37,620}}",ge-npc-pages
Pandelion Brontard,103811,2010-07-22T15:17:45Z,0,Pandelion Brontard,,,,,,,,,Historical Figure,,ge-npc-pages
Panha Jaab,60766,2010-09-17T22:50:43Z,0,Panha Jaab,Miqo'te,,Female,Gatewarden,Ishgard,Coerthas Eastern Highlands,Camp Crooked Fork,48-9,,,ge-npc-pages
Papala,512375,2012-06-03T23:52:04Z,0,Papala,Lalafell,Plainsfolk,Female,,Ul'dah,Eastern Thanalan,The Golden Bazaar,19-37,,,ge-npc-pages
Papalymo,278303,2012-06-07T04:00:43Z,0,Papalymo,Lalafell,Plainsfolk,Male,Thaumaturge,Gridania,,,,Instance,,ge-npc-pages
Papatori,365733,2012-05-21T22:26:15Z,0,Papatori,Lalafell,Plainsfolk,Male,Repair Merchant,Ul'dah,Southern Thanalan,Broken Water,43-40,,,ge-npc-pages
Papawa,490955,2012-04-29T03:32:05Z,0,Papawa,Lalafell,,Female,,Ul'dah,Ul'dah,The Coliseum,5-5,,,ge-npc-pages
Papawazu,189950,2012-06-23T11:52:22Z,0,Papawazu,,,,Merchant,,Western La Noscea,Halfstone,7-20,,"{{Sells|Warped Arrow|2}} {{Sells|Lugworm|2}} {{Sells|Moth Pupa|2}} {{Sells|Mineral Water|60}} {{Sells|Orange Juice|168}} {{Sells|Salt Cod|84}} {{Sells|Eye Drops|1,463}} {{Sells|Boiled Egg|112}} {{Sells|Potion|650}} {{Sells|Throat Drops|7,400}} {{Sells|Dawn Drops|2,850}} {{Sells|Blood Drops|413}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3500}}",ge-npc-pages
Pasty-faced Adventurer,399438,2012-05-05T17:41:46Z,0,Pasty-faced Adventurer,Lalafell,,Male,,Limsa Lominsa,Limsa Lominsa,Ferry Docks,3-5,,,ge-npc-pages
Patch,326466,2012-06-03T17:03:46Z,0,Patch,Chocobo,,Male,Caravan Chocobo,Gridania,North Shroud,Treespeak,21-16,,,ge-npc-pages
Path Companion,280301,2011-08-28T03:32:01Z,0,Path Companion,,,,,,,,,,,ge-npc-pages
Patrick (1.0),59929,2011-08-02T23:03:01Z,0,Patrick,Hyur,Midlander,Male,,,Coerthas Eastern Lowlands,Owl's Nest,63-35,,,ge-npc-pages
Paul,60892,2010-09-24T19:02:33Z,0,Paul,Hyur,Midlander,Male,,Ishgard,Coerthas Eastern Highlands,Camp Crooked Fork,48-9,,,ge-npc-pages
Pearly-toothed Porter,399488,2012-05-05T17:43:31Z,0,Pearly-toothed Porter,Hyur,Midlander,Male,,Limsa Lominsa,Limsa Lominsa,Ferry Docks,3-5,,,ge-npc-pages
Pelhi Epocan,367219,2012-04-28T01:56:41Z,0,Pelhi Epocan,Miqo'te,Keepers of the Moon,Female,,Ul'dah,Ul'dah,Airship Landing,2-1,,,ge-npc-pages
Pelmomo,345222,2010-08-11T20:40:14Z,0,Pelmomo,Lalafell,,,,,,,,,,ge-npc-pages
Peneli Zuneli,483478,2012-04-29T16:25:53Z,0,Peneli Zuneli,Lalafell,,Male,,Ul'dah,Ul'dah,Milvaneth Sacrarium,7-6,,,ge-npc-pages
Penelope,500957,2012-05-07T17:10:30Z,0,Penelope,Hyur,Midlander,Female,,Gridania,Gridania,Carline Canopy,6-6,,,ge-npc-pages
Pepeli,500625,2010-12-20T22:45:02Z,0,Pepeli,Lalafell,,Female,,Gridania,Central Shroud,Camp Bentbranch,32-34,,,ge-npc-pages
Perturbed Pugilist,322036,2012-06-01T03:24:30Z,0,Perturbed Pugilist,Roegadyn,,Male,,Ul'dah,Ul'dah,The Coliseum,5-5,Instance,,ge-npc-pages
Pfarahr,366452,2012-05-07T17:07:24Z,0,Pfarahr,Roegadyn,,Male,,Gridania,Gridania,Airship Landing,6-6,,,ge-npc-pages
Pfynhaemr,399536,2012-05-04T14:58:26Z,0,Pfynhaemr,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,Naldiq & Vymelli's,7-7,,,ge-npc-pages
Pienne (1.x),241001,2012-05-06T18:33:18Z,0,Pienne,Elezen,Duskwight Elezen,Female,,Limsa Lominsa,Lominsan Mercantile House,Merchant Wards,1-1,,{{Sells|Weathered Gladius|600}} {{Sells|Hempen Singlet|360}} {{Sells|Hempen Chestband|360}} {{Sells|Hempen Trunks|108}} {{Sells|Hempen Loinguard|108}} {{Sells|Copper Ore|72}} {{Sells|Zinc Ore|1008}},ge-npc-pages
Pierriquet,484247,2012-04-29T15:29:39Z,0,Pierriquet,Elezen,Wildwood Elezen,Male,Miner,Ul'dah,Ul'dah,Amajina & Sons Mineral Concern,6-6,,,ge-npc-pages
Piers,503333,2010-09-24T19:02:25Z,0,Piers,Hyur,Midlander,male,,Gridania,Gridania,Quiver's Hold,5-8,,,ge-npc-pages
Pilfa Dalfa,201479,2010-07-22T15:18:02Z,0,Pilfa Dalfa,,,Male,,,,,,Historical Figure,,ge-npc-pages
Pimelle,470667,2012-04-21T23:52:41Z,0,Pimelle,Elezen,Wildwood Elezen,Female,Merchant,Ul'dah,Ul'dah,Romululu's Bric-a-Brac,5-4,,"{{Sells|Weathered Spear|840}} {{Sells|Weathered Scepter|696}} {{Sells|Weathered Culottes (Grey)|414}} {{Sells|Weathered Sarouel (Brown)|280}} {{Sells|Weathered Tights|295}} {{Sells|Dented Celata|105,000}} {{Sells|Bone Chip|216}} {{Sells|Soiled Femur|900}}",ge-npc-pages
Pine-scented Pirate,399564,2010-08-14T02:11:18Z,0,Pine-scented Pirate,Elezen,Wildwood Elezens,Female,,Limsa Lominsa,Limsa Lominsa,Coral Tower,2-6,Cutscene,,ge-npc-pages
Piralnaut,211031,2010-10-02T16:14:22Z,0,Piralnaut,Elezen,,Male,Regional Guildleve Master,Limsa Lominsa,Limsa Lominsa,The Drowning Wench,7-5,,,ge-npc-pages
Pissed Pirate,399608,2012-05-04T20:36:06Z,0,Pissed Pirate,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,Upper Decks,6-3,,,ge-npc-pages
Plush Moogle,309651,2012-05-28T00:32:10Z,0,Plush Moogle,Moogle,,,,,West Shroud,Crimson Bark,15-38,,,ge-npc-pages
Pofufu,474267,2012-05-07T17:33:38Z,0,Pofufu,Lalafell,Plainsfolk,Male,,Gridania,Gridania,Carline Canopy,6-6,,,ge-npc-pages
Popoka,410296,2012-02-06T06:55:20Z,0,Popoka,Lalafell,Plainsfolk,Female,Event NPC,,Ul'dah,Merchant Strip,5-3,,,ge-npc-pages
Popokkuli,276157,2012-05-10T15:59:55Z,0,Popokkuli,Lalafell,Dunesfolk,Male,Miner,Ul'dah,"Ul'dah, Central Thanalan","Amajina & Sons Mineral Concern, Platinum Mirage",,Instance,,ge-npc-pages
Popori,511316,2012-04-28T02:18:39Z,0,Popori,Lalafell,,Female,,Ul'dah,Ul'dah,Platinum Mirage,5-4,,,ge-npc-pages
Positively Pungent Pirate,399636,2010-10-02T17:45:54Z,0,Positively Pungent Pirate,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,Mealvaan's Gate,4-5,,,ge-npc-pages
Powle,501292,2012-05-09T17:19:34Z,0,Powle,Hyur,Midlander,Female,Youngling,Gridania,Gridania,Acorn Orchard,5-5,,,ge-npc-pages
Prattling Adventurer,399662,2010-08-25T01:54:28Z,0,Prattling Adventurer,Hyur,Midlander,Female,,,Limsa Lominsa Opening,,,Instance,,ge-npc-pages
Priorfaix,191356,2012-06-23T11:53:05Z,0,Priorfaix,,,,Merchant,,Mor Dhona,Camp Revenant's Toll,8-10,,"{{Sells|Warped Arrow|2}} {{Sells|Moth Pupa|2}} {{Sells|Lugworm|2}} {{Sells|Mineral Water|60}} {{Sells|Knight's Bread|4,411}} {{Sells|Mustard Eggs|2,227}} {{Sells|Grade 1 Dark Matter|50}} {{Sells|Grade 2 Dark Matter|300}} {{Sells|Grade 3 Dark Matter|700}} {{Sells|Grade 4 Dark Matter|1,500}} {{Sells|Grade 5 Dark Matter|3,500}}",ge-npc-pages
Proscen,512694,2011-08-01T00:18:30Z,0,Proscen,Hyur,Midlander,Female,,Gridania,North Shroud,Hyrstmill,25-13,,,ge-npc-pages
Prosperlain,497240,2010-10-11T18:47:00Z,0,Prosperlain,Elezen,Wildwood Elezen,Male,Officer at Arms,Gridania,Gridania,Gridania,6-2,,,ge-npc-pages
Prudentia,403046,2012-05-29T02:19:12Z,0,Prudentia,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,The Bismarck,7-3,,,ge-npc-pages
Pukiki,503399,2012-05-15T15:56:45Z,0,Pukiki,Lalafell,,Female,,Gridania,Gridania,,6-4,,,ge-npc-pages
Pukni Pakk,367426,2012-06-16T22:30:14Z,0,Pukni Pakk,Moogle,,,,,North Shroud,Emerald Moss,15-22,,,ge-npc-pages
Pukno Poki,57277,2012-05-20T18:19:30Z,0,Pukno Poki,Moogle,,,,,South Shroud,Tranquil Paths,42-48,,,ge-npc-pages
Pukwa Pika,248304,2012-04-30T00:00:06Z,0,Pukwa Pika,Moogle,,,,,West Shroud,Turning Leaf,41-18,,,ge-npc-pages
Pulmia,403089,2012-05-04T20:12:43Z,0,Pulmia,Hyur,Midlanders,Female,,Limsa Lominsa,Limsa Lominsa,The Bismarck,7-3,,,ge-npc-pages
Pyha Jawantal,28838,2011-07-22T03:46:51Z,0,Pyha Jawantal,Miqo'te,Keepers of the Moon,Female,Stone Torches,,Eastern Thanalan,Mythril Pit T-8,40-28,,,ge-npc-pages
Q'kholbeh,98452,2012-03-13T15:44:59Z,0,Q'kholbeh,Miqo'te,Seekers of the Sun,Female,Event NPC,,Limsa Lominsa,,7-6,,,ge-npc-pages
Q'mhalawi,490340,2012-04-29T03:34:18Z,0,Q'mhalawi,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah,The Coliseum,5-5,,,ge-npc-pages
Q'molosi,57788,2011-08-02T00:27:54Z,0,Q'molosi,Miqo'te,Seekers of the Sun,Female,Botanist,,Western La Noscea,Halfstone,7-20,,,ge-npc-pages
Q'zamqo,254244,2012-05-07T16:44:55Z,0,Q'zamqo,Miqo'te,Seekers of the Sun,Female,Wood Wailer,Gridania,Gridania,Airship Landing,6-6,,,ge-npc-pages
Qaruru,481078,2010-10-02T19:59:54Z,0,Qaruru,Lalafell,,Male,,Ul'dah,Ul'dah,,7-4,,,ge-npc-pages
Qata Nelhah,492340,2012-04-27T21:40:05Z,0,Qata Nelhah,Miqo'te,,Female,,Ul'dah,Ul'dah,Merchant Strip,5-4,,,ge-npc-pages
Qhas Chalahko,403238,2012-05-04T15:06:38Z,0,Qhas Chalahko,Miqo'te,Keepers of the Moon,Female,Guild Merchant,Limsa Lominsa,Limsa Lominsa,Naldiq & Vymelli's,7-7,,,ge-npc-pages
Qhom Jinjhal,410463,2012-02-06T06:49:55Z,0,Qhom Jinjhal,Miqo'te,Seeker of the Sun,Female,Event NPC,,Ul'dah,Merchant Strip,5-3,,,ge-npc-pages
Qhon Chalahko,244155,2012-04-28T17:28:15Z,0,Qhon Chalahko,Miqote,Keepers of the Moon,Female,Repair Merchant,Ul'dah,Ul'dahn Mercantile House,Market Wards,1-1,,,ge-npc-pages
Qhota Nbolo,484282,2012-04-29T15:32:07Z,0,Qhota Nbolo,Miqo'te,Keepers of the Moon,Female,Dancer,Ul'dah,Ul'dah,Amajina & Sons Mineral Concern,6-6,,,ge-npc-pages
Qoqoba,352902,2010-10-18T14:51:27Z,0,Qoqoba,Lalafell,,Female,,Ul'dah,Ul'dah,,,,,ge-npc-pages
Qualmish Miner,506848,2010-09-24T16:00:52Z,0,Qualmish Miner,Miqo'te,Seekers of the Sun,Female,,,Ul'dah,,x-x,Instance,,ge-npc-pages
Quenburga,501888,2010-09-24T19:01:50Z,0,Quenburga,Hyur,Midlander,Female,,,,Falcon's Nest,,,,ge-npc-pages
