npc_name,ge_page_title,join_pass,client_display_name,actor_id_count,actor_ids,actor_id_prefixes,race,clan,gender,occupation,affiliation,zones,map_coords
Gloiucen,Gloiucen,exact,gloiucen,1,1000917,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,7-6
Glowing Goodwife,Glowing Goodwife,exact,glowing goodwife,1,1000262,10,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,4-5
Godfrey,Godfrey,exact,godfrey,1,1001375,10,Hyur,,Male,,,Ul'dah,4-4
Godriquelain,Godriquelain (1.x),exact,godriquelain,1,1500066,15,Elezen,Wildwood Elezen,Male,,,Coerthas Eastern Lowlands,62-35
Gogofu,Gogofu,exact,gogofu,1,1000046,10,Lalafell,,Male,,Ul'dah,Ul'dah,4-5
Gogorano,Gogorano,exact,gogorano,1,1500116,15,Lalafell,Plainsfolk,Male,Repair Merchant,Ul'dah,Ul'dah,3-6
Gogoriyo,Gogoriyo,exact,gogoriyo,2,1500309 1500414,15,Lalafell,Dunesfolk,Male,Merchant,Gridania,Gridanian Mercantile House,1-1
Gold Helmed Gladiator,Gold Helmed Gladiator,exact,gold helmed gladiator,1,1001221,10,Hyur,Highlander,Male,,Ul'dah,Ul'dah,5-5
Goldyve,Goldyve,exact,goldyve,1,1600034,16,Hyur,Midlanders,Female,Merchant,Gridania,Gridania,6-5
Gontrant,Gontrant,exact,gontrant,1,1000457,10,Elezen,,Male,Regional Guildleve Master,Gridania,Gridania,6-6
Goodife,Goodife,exact,goodife,1,1001717,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,2-1
Greedy Merchant,Greedy Merchant,exact,greedy merchant,1,1000937,10,Lalafell,,Female,,Ul'dah,Ul'dah,"4-6, 5-5"
Gregory,Gregory,exact,gregory,163,1000274 1000535 1000618 1000619 1001083 1001084 1001104 1001105,10 15,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,7-5
Greinfarr,Greinfarr,exact,greinfarr,2,1000039 1002053,10,Roegadyn,,Male,,Ul'dah,Ul'dah,
Grifiud,Grifiud,exact,grifiud,1,1001337,10,Hyur,Midlander,Male,,Ala Mhigo,Eastern Thanalan,32-38
Grillairmais,Grillairmais,exact,grillairmais,1,1600067,16,Elezen,Wildwood Elezen,Male,Merchant,Gridania,Fieldcraft Den,1-1
Grinnaux,Grinnaux,exact,grinnaux,1,1000024,10,Elezen,Wildwood Elezen,Male,,Gridania,Gridania,
Grinning Adventurer,Grinning Adventurer,exact,grinning adventurer,1,1000451,10,Lalafell,Plainsfolk,Male,,,Limsa Lominsa Opening,
Guencen,Guencen,exact,guencen,1,1001468,10,Hyur,,Male,Gladiatorial Combatant,Ul'dah,Ul'dah,5-5
Gugudi,Gugudi,exact,gugudi,1,1600050,16,Lalafell,Plainsfolk,Female,Merchant,Ul'dah,Ul'dah,7-4
Gugula,Gugula,exact,gugula,1,1000513,10,Lalafell,,Female,,Gridania,Gridania,2-1
Guguriya,Guguriya,exact,guguriya,2,1500304 1500413,15,Lalafell,Dunesfolk,Male,Repair Merchant,Gridania,Gridanian Mercantile House,1-1
Guiding Star,Guiding Star (1.x),exact,guiding star,1,1001312,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Eastern La Noscea,31-18
Guillaunaux,Guillaunaux (1.x),exact,guillaunaux,1,1001427,10,Elezen,Wildwood Elezen,Male,,Ul'dah,Ul'dah,8-5
Guillestet,Guillestet (1.x),exact,guillestet,1,1001712,10,Elezen,,Male,,Ul'dah,Ul'dah,
Gunnulf,Gunnulf,exact,gunnulf,1,1001256,10,Hyur,,Male,,Ul'dah,Ul'dah,5-4
Guntard,Guntard,exact,guntard,1,1500008,15,Hyur,Highlander,Male,,,Western La Noscea,6-16
Gunzelin,Gunzelin,exact,gunzelin,1,1600019,16,Hyur,Highlander,Male,Merchant,,Gridania,3-3
Gurumi Borlumi,Gurumi Borlumi,exact,gurumi borlumi,2,1500302 1500411,15,Lalafell,,Male,Mercantile House Merchant,Limsa Lominsa,Lominsan Mercantile House,1-1
Gylbart,Gylbart,exact,gylbart,1,1000978,10,Hyur,Midlander,Male,,Gridania,South Shroud,44-47
Gyles,Gyles,exact,gyles,1,1001184,10,Hyur,Midlander,Male,,Gridania,Gridania,6-6
H'cidjaa,H'cidjaa,exact,h'cidjaa,1,1001713,10,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah,2-1
H'fudzol,H'fudzol,exact,h'fudzol,1,1600064,16,Miqo'te,Seeker of the Sun,Female,Merchant,Gridania,Gridania,6-4
H'lahono,H'lahono,exact,h'lahono,1,1000250,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,6-3
H'rhanbolo Oya,H'rhanbolo,exact,h'rhanbolo,2,1001186 1001747,10,Miqo'te,Seekers of the Sun,Female,,,Limsa Lominsa,5-5
Hab,Hab,exact,hab,1,1500072,15,Hyur,Midlander,Male,Gatewarden,Gridania,South Shroud,49-38
Habreham,Habreham,exact,habreham,1,1000621,10,Hyur,Midlander,Male,,Gridania,Gridania,6-5
Hadrian,Hadrian,exact,hadrian,1,1500234,15,Hyur,Midlander,Male,,Gridania,Central Shroud,32-34
Hahayo,Hahayo,exact,hahayo,1,1000047,10,Lalafell,,Male,,Ul'dah,Ul'dah,7-6
Hahs Panipahr,Hahs Panipahr,exact,hahs panipahr,1,1600127,16,Miqo'te,Keeper of the Moon,Female,Merchant,Limsa Lominsa,Eastern La Noscea,36-25
Haipo Eipo,Haipo Eipo,exact,haipo eipo,1,1001597,10,Lalafell,Plainsfolk,Male,Chocobo Coach,,Western Thanalan,9-27
Halatali Battlewarden,Halatali Battlewarden,exact,halatali battlewarden,1,1500028,15,Lalafell,Dunesfolk,Male,Battlewarden,Ul'dah,Eastern Thanalan,42-28
Haldberk,Haldberk,exact,haldberk,1,1000160,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,4-5
Halstein,Halstein,exact,halstein,1,1001007,10,Hyur,,Male,Bodyguard,Ul'dah,Ul'dah,5-4
Handeloup,Handeloup,exact,handeloup,2,1000023 1001874,10,Elezen,Wildwood Elezen,Male,,Gridania,Gridania,
Hardened Rebel Warrior,Hardened Rebel Warrior,exact,hardened rebel warrior,2,1000481 1001242,10,Hyur,,Male,,Ala Mhigo,,
Hardil,Hardil,other-locale,storm lieutenant hardil,2,1001616 1002102,10,Hyur,Highlander,Male,Event NPC,Limsa Lominsa,Limsa Lominsa,7-6
Hasthwab,Hasthwab,exact,hasthwab,1,1001064,10,Hyur,Highlander,Male,,Limsa Lominsa,Limsa Lominsa,4-7
Hastridie,Hastridie,exact,hastridie,1,1001825,10,Elezen,Wildwood,Female,Event NPC,,Gridania,7-6
Haurtefert,Haurtefert,exact,haurtefert,1,1000569,10,Elezen,,Male,,Gridania,Gridania,8-2
Hawazi Zowazi,Hawazi Zowazi,exact,hawazi zowazi,1,1000638,10,Lalafell,,Male,,Ul'dah,Ul'dah,6-6
Hawu Bajihri,Hawu Bajihri,exact,hawu bajihri,1,1600126,16,Miqote,Keepers of the Moon,Female,Merchant,Ul'dah,Eastern Thanalan,40-28
Hedheue,Hedheue,exact,hedheue,1,1001353,10,Hyur,Midlanders,Female,Wood Wailer,Gridania,South Shroud,44-47
Hedyn,Hedyn,exact,hedyn,1,1001047,10,Hyur,Midlander,Male,,,Gridania,
Hehena,Hehena,exact,hehena,1,1001426,10,Lalafell,,Female,,Ul'dah,Ul'dah,8-5
Heibert,Heibert,exact,heibert,1,1001257,10,Hyur,,Male,,Ul'dah,Ul'dah,5-4
Helbhanth,Helbhanth,exact,helbhanth,1,1000735,10,Roegadyn,,Male,Wood Wailer,Gridania,,
Helena,Helena,exact,helena,1,1600049,16,Hyur,Midlander,Female,Merchant,Ul'dah,Ul'dah,7-4
Hereward,Hereward,exact,hereward,1,1000231,10,Hyur,Midlander,Male,,Gridania,Gridania,7-3
Hermance,Hermance,exact,hermance,1,1500402,15,Elezen,Wildwood Elezen,Female,Mercantile House Representative,Gridania,Gridanian Mercantile House,1-1
Hersande,Hersande,exact,hersande,1,1001156,10,Elezen,,Female,,,Coerthas Western Highlands,10-11
Hetzkin,Hetzkin,exact,hetzkin,1,1000460,10,Hyur,Highlander,Male,Guild Merchant,Gridania,Gridania,2-1
Hewrey,Hewrey,exact,hewrey,1,1500395,15,Hyur,Midlander,Male,Mercantile House Representative,Gridania,Gridanian Mercantile House,1-1
Hida,Hida,exact,hida,1,1500056,15,Hyur,Midlander,Female,Highwind Skyways Representative,Gridania,Gridania,6-6
High-spirited Fellow,High-spirited Fellow,exact,high-spirited fellow,1,1001042,10,Elezen,Duskwight Elezen,Male,,Ul'dah,Ul'dah,5-5
Hihine,Hihine,exact,hihine,2,1000267 1700033,10 17,Lalafell,Plainsfolk,Female,,Limsa Lominsa,Limsa Lominsa,7-7
Hihiyaja,Hihiyaja,exact,hihiyaja,1,1600125,16,,,,Merchant,,Western La Noscea,18-15
Hildibrand,Hildibrand,exact,hildibrand,4,1001995 1002067 1002068 1002115,10,Hyur,Midlander,Male,Inspector,,,
Hildie,Hildie,exact,hildie,1,1000787,10,Elezen,Wildwood Elezen,Female,,Ul'dah,Ul'dah,6-4
Hnaufrid,Hnaufrid,exact,hnaufrid,1,1000635,10,Hyur,Highlander,Male,Guild Merchant,Ul'dah,Ul'dah,6-6
Hob,Hob,exact,hob,1,1000151,10,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,3-5
Hobriaut,Hobriaut,exact,hobriaut,1,1000172,10,Elezen,Wildwood Elezen,Male,,Limsa Lominsa,Limsa Lominsa,7-3
Hoholi,Hoholi,exact,hoholi,1,1500417,15,Lalafell,,Female,Mercantile House Representative,Ul'dah,Ul'dahn Mercantile House,1-1
Holasfhis,Holasfhis,exact,holasfhis,1,1600011,16,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Limsa Lominsa,7-6
Holbubu,Holbubu,exact,holbubu,1,1001056,10,Lalafell,,Female,,Ul'dah,Ul'dah,6-6
Honga Vunga,Honga Vunga,exact,honga vunga,1,1000429,10,Lalafell,Plainsfolk,Male,,Gridania,Gridania,6-6
Honmeme,Honmeme,exact,honmeme,1,1001335,10,Lalafell,,Male,,Ala Mhigo,Eastern Thanalan,31-39
Honoroit,Honoroit,exact,honoroit,1,1500060,15,Elezen,,Male,Chocobo Merchant,Gridania,Central Shroud,30-29
Horizon's Edge Battlewarden,Horizon's Edge Battlewarden,exact,horizon's edge battlewarden,1,1500025,15,Lalafell,,Female,Battlewarden,Ul'dah,Western Thanalan,13-29
Horskfhis,Horskfhis,exact,horskfhis,1,1500221,15,Roegadyn,,Male,Chocobo Caravan Leader,Ul'dah,Western Thanalan,
Hourlinet,Hourlinet,exact,hourlinet,1,1001500,10,Elezen,Duskwight Elezen,Male,Gatekeeper,Ishgard,Coerthas Central Highlands,18-35
Hubairtien,Hubairtien,exact,hubairtien,1,1001367,10,Hyur,Midlander,Male,,,,
Humphrey,Humphrey,exact,humphrey,1,1600026,16,Hyur,Midlander,Male,Merchant,Gridania,Gridania,8-4
Hundred Eyes,Hundred Eyes,exact,hundred eyes,1,1001313,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Eastern La Noscea,31-18
Hurrey,Hurrey,exact,hurrey,1,1000603,10,Hyur,Highlander,Male,,Ul'dah,,
Hyllfyr,Hyllfyr,exact,hyllfyr,1,1000215,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,0-0
I'llofii,I'llofii,exact,i'llofii,1,1000847,10,Miqo'te,,Female,,Ul'dah,Ul'dah,4-5
I'nairoh,I'nairoh,exact,i'nairoh,1,1001307,10,Miqote,Seeker of the Sun,Female,,,Eastern La Noscea,31-17
I'paghlo,I'paghlo,exact,i'paghlo,1,1001260,10,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah,5-4
I'wonjhali,I'wonjhali,exact,i'wonjhali,1,1500010,15,Miqo'te,,Female,Gatewarden,,Upper La Noscea,22-7
Iggy,Iggy,exact,iggy,2,1001594 1001997,10,,,,Event NPC,,Limsa Lominsa,7-6
Ighii Moui,Ighii Moui,exact,ighii moui,1,1001065,10,Miqo'te,,Female,,,Limsa Lominsa,7-4
Iliette,Iliette,exact,iliette,1,1001369,10,Elezen,,Female,,,,
Imailie,Imailie,exact,imailie,2,1500063 3001132,15 30,Elezen,Wildwood Elezen,Female,,Gridania,South Shroud,45-46
Imania,Imania,exact,imania,1,1001567,10,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,6-4
Immodest Mouse,Immodest Mouse,exact,immodest mouse,1,1001302,10,Roegadyn,,Male,,Limsa Lominsa,Aleport,12-23
Indifferent Passerby,Indifferent Passerby,exact,indifferent passerby,1,1000448,10,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa Opening,
Ingram,Ingram,exact,ingram,1,1000372,10,Elezen,Wildwood Elezen,Male,,Gridania,Gridania,2-1
Insatiable Ixal,Insatiable Ixal,exact,insatiable ixal,1,1001265,10,Ixal,,,,,North Shroud,
Intimidating Barracuda Knight,Intimidating Barracuda Knight,exact,intimidating barracuda knight,1,1000097,10,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,2-6
Iofa,Iofa,exact,iofa,1,1000135,10,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,7-7
Iolaine,Iolaine,exact,iolaine,1,1001294,10,Elezen,Wildwood Elezen,Female,,Gridania,West Shroud,42-16
Iron Lake Battlewarden,Iron Lake Battlewarden,exact,iron lake battlewarden,1,1500017,15,Roegadyn,,Male,Battlewarden,,Camp Iron Lake,22-7
Iron Thunder,Iron Thunder,exact,iron thunder,1,1500158,15,Roegadyn,Sea Wolves,Male,Merchant,Limsa Lominsa,Battlecraft Ward,1-1
Isabella,Isabella,exact,isabella,1,1000639,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,6-6
Isaudorel,Isaudorel,exact,isaudorel,2,1000152 1000454,10,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,6-2
Isaulde,Isaulde,exact,isaulde,1,1500144,15,Elezen,Duskwight Elezen,Female,Merchant,Ul'dah,Armorfitters Row,1-1
Isleen,Isleen,exact,isleen,1,1500006,15,Hyur,Midlanders,Female,Chocobo Renter,Limsa Lominsa,Limsa Lominsa,5-7
Iudprost,Iudprost,exact,iudprost,1,1001326,10,Hyur,Midlander,Female,,Ul'dah,Western Thanalan,36-12
Ivan,Ivan,exact,ivan,1,1000197,10,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,4-5
J'arhll,J'arhll,exact,j'arhll,1,1000149,10,Miqo'te,,,,Limsa Lominsa,,
J'dyalani,J'dyalani (1.x),exact,j'dyalani,1,1500076,15,Miqo'te,,Female,Gatewarden,Ul'dah,Northern Thanalan,13-25
J'ghonako,J'ghonako,exact,j'ghonako,1,1000342,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,6-3
J'moldva,J'moldva,exact,j'moldva,3,1000599 1000600 1700031,10 17,Miqo'te,,Female,,Gridania,Gridania,8-2
Jade Bow-wielding Archer,Jade Bow-wielding Archer,exact,jade bow-wielding archer,1,1001220,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,5-5
Jainelette,Jainelette,exact,jainelette,1,1000049,10,Elezen,Wildwood Elezen,Female,,Limsa Lominsa,Limsa Lominsa,4-7
Jajaba,Jajaba,exact,jajaba,1,1001320,10,Lalafell,Plainsfolk,Female,,Ul'dah,Eastern Thanalan,19-37
Jajajbygo,Jajajbygo,exact,jajajbygo,1,1000669,10,Lalafell,,Male,,Gridania,Central Shroud,32-34
Jajanzo,Jajanzo,exact,jajanzo,1,1000654,10,Lalafell,,Male,,Ul'dah,Ul'dah,5-5
Janlenoux,Janlenoux,exact,janlenoux,1,1001356,10,Elezen,Wildwood Elezen,Male,,,Coerthas Eastern Lowlands,62-34
Jannie,Jannie,exact,jannie,1,1001200,10,Elezen,Duskwight Elezen,Female,,Ul'dah,Ul'dah,7-6
Jeger,Jeger,exact,jeger,1,1000655,10,Hyur,Midlander,Male,,Ul'dah,Ul'dah,6-5
Jehantel,Jehantel,exact,jehantel,2,1002024 1060039,10,Elezen,Wildwood Elezen,Male,,,South Shroud,38-48
Jemimi,Jemimi,exact,jemimi,1,1600039,16,Lalafell,Plainsfolk,Female,Merchant,Ul'dah,Ul'dah,5-6
Jenlyns,Jenlyns,exact,jenlyns,1,1060042,10,Hyur,Midlander,Male,Sultansworn,Ul'dah,Ul'dah,6-4
Jeulerand,Jeulerand,exact,jeulerand,1,1600079,16,Elezen,Wildwood Elezen,Male,Merchant,Gridania,Gridania,2-1
Jihli Aliapoh,Jihli Aliapoh (1.x),exact,jihli aliapoh,1,1001588,10,Miqote,Keeper of the Moon,Female,Event NPC,Gridania,Gridania,6-5
Jijiri,Jijiri,exact,jijiri,1,1500106,15,Lalafell,,Female,,,Coerthas Eastern Lowlands,"29,52"
Joellaut,Joellaut (1.0),exact,joellaut,1,1000163,10,Elezen,Wildwood Elezen,Male,Merchant,Limsa Lominsa,Limsa Lominsa,7-7
Johannes,Johannes,exact,johannes,1,1600051,16,Hyur,Midlander,Male,Merchant,Ul'dah,Ul'dah,7-4
Jojoroon,Jojoroon,exact,jojoroon,1,1000220,10,Qiqirn,,,,Limsa Lominsa,Limsa Lominsa,4-7
Jolline,Jolline,exact,jolline,1,1000069,10,Hyur,Midlander,Female,,Gridania,Gridania,8-2
Jonathas,Jonathas,exact,jonathas,1,1500283,15,Hyur,Midlander,Male,,Limsa Lominsa,Western La Noscea,12-24
Josias,Josias,exact,josias,1,1000279,10,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,7-5
Jossy,Jossy,exact,jossy,1,1000159,10,Hyur,Midlander,Female,Merchant,Limsa Lominsa,Limsa Lominsa,7-3
Judithe,Judithe,exact,judithe,1,1001443,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,7-4
Jujuya,Jujuya,exact,jujuya,1,1001321,10,Lalafell,Dunesfolk,Male,,Ul'dah,Eastern Thanalan,19-37
Juliembert,Juliembert,exact,juliembert,1,1500098,15,Elezen,Wildwood Elezen,Male,,Gridania,South Shroud,49-38
K'leytai,K'leytai,exact,k'leytai,1,1500082,15,Miqo'te,,Female,Gatewarden,Ishgard,Coerthas Western Highlands,19-19
Kain,Kain,exact,kain,1,1000068,10,Hyur,Midlander,Male,,Gridania,Gridania,7-3
Kakamehi,Kakamehi,exact,kakamehi,1,1000277,10,Lalafell,Plainsfolk,Male,,Limsa Lominsa,Limsa Lominsa,7-5
Kamlito Halito,Kamlito Halito,exact,kamlito halito,1,1001142,10,Lalafell,,Male,,Ul'dah,Ul'dah,6-4
Kan-E-Senna,Kan-E-Senna,exact,kan-e-senna,1,1001569,10,Padjal,,Female,Company Leader,Gridania,Gridania,3-2
Kazagg Chah,Kazagg Chah,exact,kazagg chah,1,1060036,10,Amaal'ja,,Male,,,Western Thanalan,11-28
{{PAGENAME}},Keaira,exact,keaira,1,1500146,15,Hyur,Midlander,Female,Merchant,Ul'dah,Lower Tailors Row,1-1
Keelty,Keelty,exact,keelty,2,1000587 1700028,10 17,Hyur,Midlander,Female,,Gridania,Gridania,8-5
Keen-eyed Merchant,Keen-eyed Merchant,exact,keen-eyed merchant,1,1000401,10,Lalafell,,Male,,Ul'dah,Ul'dah Opening,4-7
Kehda Mujuuk,Kehda Mujuuk,exact,kehda mujuuk,1,1000474,10,Miqo'te,Keepers of the Moon,Female,,Limsa Lominsa,Limsa Lominsa,5-4
Keketo,Keketo,exact,keketo,1,1001346,10,Lalafell,Plainsfolk,Female,,Gridania,South Shroud,45-46
Kemicha Potomicha,Kemicha Potomicha,exact,kemicha potomicha,2,1500303 1500412,15,Lalafell,,Male,Mercantile House Representative,Limsa Lominsa,Lominsan Mercantile House,1-1
Kerrich,Kerrich (1.0),exact,kerrich,1,1600013,16,Hyur,Midlander,Male,Merchant,Limsa Lominsa,Limsa Lominsa,7-6
Khuja Zhwan,Khuja Zhwan,exact,khuja zhwan,1,1000839,10,Miqo'te,Keepers of the Moon,Female,,Gridania,Gridania,3-1
Khuma Moshroca,Khuma Moshroca,exact,khuma moshroca,1,1001081,10,Miqo'te,Keepers of the Moon,Female,,Gridania,Gridania,7-3
Kiht Gamduhla,Kiht Gamduhla,exact,kiht gamduhla,1,1000360,10,Miqo'te,,female,,Limsa Lominsa,Lower La Noscea,25-29
Kikichua,Kikichua,exact,kikichua,1,1000171,10,Lalafell,,Female,,Limsa Lominsa,Limsa Lominsa,7-3
Kikimo,Kikimo,exact,kikimo,1,1600008,16,Lalafell,Plainsfolk,Female,Merchant,Limsa Lominsa,Limsa Lominsa,6-5
Kikinori,Kikinori,exact,kikinori,1,1001322,10,Lalafell,,Male,,Ul'dah,Western Thanalan,35-13
Kinborow,Kinborow,exact,kinborow,2,1000509 1000742,10,Hyur,Midlander,Female,,Gridania,Gridania,2-1
Kinkina,Kinkina,spelling-folded,kikina,1,1001584,10,Lalafell,Dunesfolk,Male,Event NPC,Ul'dah,Ul'dah,5-3
Kinnison,Kinnison,exact,kinnison,1,1001430,10,Hyur,Midlander,Male,,Gridania,Gridania,4-2
Kiora,Kiora,exact,kiora,1,1000780,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,6-4
Kipopo,Kipopo,exact,kipopo,1,1000461,10,Lalafell,,Female,Guild Merchant,Gridania,Gridania,4-3
Kokobi,Kokobi,exact,kokobi,1,1001471,10,Lalafell,,Female,,Ul'dah,Ul'dah,5-3
Kokofubu,Kokofubu,exact,kokofubu,1,1001599,10,Lalafell,Dunesfolk,Male,Miner,,Eastern Thanalan,40-28
Kokomui,Kokomui (1.x),exact,kokomui,1,1000614,10,Lalafell,,Male,Quartermaster,,Eastern La Noscea,36-20
Kokosamu,Kokosamu,exact,kokosamu,1,1001729,10,Lalafell,Dunesfolk,Male,Cauldron Carrier,,Central Thanalan,29-20
Kokoto,Kokoto,exact,kokoto,1,1000269,10,Lalafell,Plainsfolk,Male,,Limsa Lominsa,Limsa Lominsa,7-5
Kopuru Fupuru,Kopuru Fupuru,exact,kopuru fupuru,1,1002047,10,Lalafell,,Male,Inn Doorman,Ul'dah,Ul'dah,6-5
Kukumuko,Kukumuko,exact,kukumuko,1,1000070,10,Lalafell,,Female,,Ul'dah,Ul'dah,5-4
Kukusi,Kukusi,exact,kukusi,1,1001463,10,Lalafell,,Female,,Ul'dah,Ul'dah,5-6
Kupcha Kupa,Kupcha Kupa,exact,kupcha kupa,1,1001938,10,Moogle,,,,,North Shroud,15-22
Kuplu Kopo,Kuplu Kopo,exact,kuplu kopo,2,1001252 1700011,10 17,Moogle,,,,,Central Shroud,31-33
Kylene,Kylene,exact,kylene,1,1000634,10,Hyur,Midlander,Female,Guild Merchant,Ul'dah,Ul'dah,5-6
Kyneburg,Kyneburg,exact,kyneburg,1,1500154,15,Hyur,Midlander,Female,Merchant,Gridania,Lower Tailors Den,1-1
L'dhakya,L'dhakya,exact,l'dhakya,1,1500059,15,Miqo'te,Seekers of the Sun,Female,,,Western Thanalan,4-26
L'tandhaa,L'tandhaa,exact,l'tandhaa,1,1000431,10,Miqo'te,,Female,,Gridania,Gridania,6-6
Lafla Morfla,Lafla Morfla,exact,lafla morfla,1,1000636,10,Lalafell,,Male,Guild Merchant,Ul'dah,Ul'dah,7-6
Lalai,Lalai,exact,lalai,1,1060035,10,Lalafell,,Female,,Ul'dah,Ul'dah,7-6
Lalaroon,Lalaroon,exact,lalaroon,1,1500295,15,Qiqirn,,,Black Market Vendor,Ul'dah,Ul'dah,7-4
Lalatta,Lalatta,exact,lalatta,2,1000368 1000467,10,Lalafell,Plainsfolk,Female,Leatherworker,Gridania,"Gridania, Coerthas",
Langliva,Langliva,exact,langliva,1,1001900,10,Hyur,Midlander,Female,,Gridania,Mor Dhona,17-20
Laniaitte,Laniaitte,exact,laniaitte,1,1000056,10,Elezen,,Female,,Limsa Lominsa,Limsa Lominsa,4-5
Lanky Traveler,Lanky Traveler,exact,lanky traveler,1,1000450,10,Elezen,Wildwood Elezen,Male,,,"Limsa Lominsa Opening, Limsa Lominsa","Boat,5-3"
Larsonient,Larsonient,exact,larsonient,1,1001989,10,Elezen,Wildwood Elezen,Male,Event NPC,,Gridania,6-5
Lauda,Lauda,exact,lauda,1,1000281,10,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,7-5
Lefchild,Lefchild,exact,lefchild,1,1000994,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,6-6
Lefleda,Lefleda,exact,lefleda,1,1600014,16,Hyur,Midlander,Female,Merchant,Limsa Lominsa,Limsa Lominsa,7-6
Lefwyne,Lefwyne,exact,lefwyne,1,1001396,10,Hyur,Highlander,Male,,Gridania,Gridania,7-4
Leleyo,Leleyo,exact,leleyo,1,1001641,10,Lalafell,Plainsfolk,Female,,Ishgard,Coerthas Central Highlands,36-25
Leofrun,Leofrun,exact,leofrun,1,1500183,15,Hyur,Midlander,Female,Repair Merchant,Limsa Lominsa,Menders Ward,1-1
Leofwen,Leofwen,exact,leofwen,1,1500397,15,Hyur,Midlander,Female,Mercantile House Representative,Ul'dah,Ul'dahn Mercantile House,1-1
Lettice,Lettice,exact,lettice,1,1000788,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,6-4
Leveridge Halborn,Leveridge,exact,leveridge,2,1001185 1001746,10,Hyur,Midlander,Male,,,Limsa Lominsa,5-6
Lewena,Lewena,exact,lewena,1,1000933,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,
Lewena's Handmaiden,Lewena's Handmaiden,exact,lewena's handmaiden,1,1001013,10,Lalafell,Dunesfolk,Female,Handmaiden,Ul'dah,Ul'dah,5-4
Lho Mujuuk,Lho Mujuuk,exact,lho mujuuk,1,1001636,10,Miqo'te,Keepers of the Moon,Female,Wood Wailer,Gridania,South Shroud,39-44
Liaime,Liaime,exact,liaime,1,1001771,10,Elezen,Wildwood Elezen,Female,,Ul'dah,Ul'dah,2-1
Liautroix,Liautroix (1.0),exact,liautroix,1,1000052,10,Elezen,Duskwight Elezen,Male,,Limsa Lominsa,Limsa Lominsa,7-4
Lilina,Lilina,exact,lilina,1,1000178,10,Lalafell,Plainsfolk,Female,,Limsa Lominsa,Limsa Lominsa,4-5
Linette,Linette,exact,linette,1,1000861,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,
Lionhearted Adventurer,Lionhearted Adventurer,exact,lionhearted adventurer,1,1000938,10,Roegadyn,Sea Wolves,Male,,Ul'dah,Ul'dah,4-6
Lionnellais,Lionnellais,exact,lionnellais,1,1500055,15,Elezen,Wildwood Elezen,Female,Highwind Skyways Representative,Gridania,Gridania,6-6
Littlejohn,Littlejohn,exact,littlejohn,1,1600030,16,Hyur,Highlander,Male,Merchant,Gridania,Gridania,5-3
Livith,Livith,exact,livith,1,1001338,10,Hyur,Midlander,Female,,Gridania,North Shroud,24-14
Logedanrel,Logedanrel,exact,logedanrel,1,1600122,16,Elezen,,Male,Merchant,Ul'dah,Eastern Thanalan,
Lohwaeb,Lohwaeb,exact,lohwaeb,1,1000644,10,Roegadyn,,Male,,Ul'dah,Ul'dah,7-6
Lolojo,Lolojo,exact,lolojo,1,1001603,10,Lalafell,Dunesfolk,Female,,Limsa Lominsa,Eastern La Noscea,36-25
Loloju,Loloju,exact,loloju,1,1001847,10,Lalafell,Plainsfolk,Female,Event NPC,,Limsa Lominsa,7-6
Loloma,Loloma,exact,loloma,1,1500067,15,Lalafell,,Female,,,,
Lolomaya,Lolomaya,exact,lolomaya,1,1001911,10,Lalafell,,Male,,,Northern Thanalan,25-13
