mob_name,ge_page_title,join_pass,client_display_name,mob_range_actor_ids,other_range_actor_ids,client_race_id,client_race_name,client_race_block,client_plural,spawn_container,client_leve,client_quest,client_proper_name,ge_family,removed_before_arr,notorious_monster,level_low,level_high,hp_low,hp_high
Gloom Lurker,Gloom Lurker,exact,gloom lurker,2109915,,1099,妖火 (仮),,gloom lurkers,persistent,,,0,Wisp,0,,17,18,288,307
Gloom Seeker,Gloom Seeker,exact,gloom seeker,2109914,,1099,妖火 (仮),,gloom seekers,persistent,,,0,Wisp,0,,15,,245,
Glowfly,Glowfly,exact,glowfly,2105802,,1058,Firefly,,glowflies,persistent,,,0,Firefly,0,,10,14,816,917
Gluttonous Gertrude,Gluttonous Gertrude,exact,gluttonous gertrude,2102010,,1020,Cockatrice,,Gluttonous Gertrude,persistent,,Insulted Intelligence,1,Cockatrice,0,x,42,,32487,
Goblin Bouncer,Goblin Bouncer,exact,goblin bouncer,2110305 2110306,,1103,Goblin,,goblin bouncers,persistent,,,0,Goblin,0,,50,59,2923,3489
Goblin Braggadocio,Goblin Braggadocio,exact,goblin braggadocio,2110313,,1103,Goblin,,goblin braggadocios,persistent,,,0,Goblin,0,,55,,19350,
Goblin Freesword,Goblin Freesword,exact,goblin freesword,2110303 2110304,,1103,Goblin,,goblin freeswords,persistent,,,0,Goblin,0,,40,49,2402,2866
Goblin Headman,Goblin Headman,exact,goblin headman,2110311,,1103,Goblin,,goblin headmen,persistent,,,0,Goblin,0,,90,99,6426,7675
Goblin Mugger,Goblin Mugger,exact,goblin mugger,2110309,,1103,Goblin,,goblin muggers,persistent,,,0,Goblin,0,,71,76,,
Goblin Thug,Goblin Thug,exact,goblin thug,2110301 2110302,,1103,Goblin,,goblin thugs,persistent,,,0,Goblin,0,,30,39,1827,2344
Goddess Girdle,Goddess Girdle,exact,goddess girdle,2105408,,1054,Jellyfish,,goddess girdles,persistent,,,0,Aurelia,0,,60,64,3025,3273
Godwin Goodgoat,Godwin Goodgoat,exact,godwin goodgoat,2280110,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Godwin Goodgoat,leve-or-quest,Wanted: Godwin Goodgoat,,1,Enemy Humanoid,0,,,,,
Goobbue,Goobbue,exact,goobbue,2103301 2103305 2103306 2203302 2203303,,1033,Goobbue,,goobbues,persistent | leve-or-quest,,Flowers for All,0,Goobbue,0,,65,69,6087,6586
Gorgebug,Gorgebug,exact,gorgebug,2203905,,1039,Weevil,,gorgebugs,leve-or-quest,,,0,Beetle,0,,,,,
Gorged Djigga,Gorged Djigga,exact,gorged djigga,2205606,,1056,Chigoe,,gorged djiggas,leve-or-quest,,,0,Chigoe,0,,30,54,421,1202
Grass Raptor,Grass Raptor,exact,grass raptor,2100205 2100206,,1002,Raptor,,grass raptors,persistent,,,0,Raptor,0,,55,64,3387,4043
Gravid Crab,Gravid Crab,exact,gravid crab,2107625,,1076,Crab,,gravid crabs,persistent,,,0,Crab,0,,72,72,,
Great Buffalo,Great Buffalo,exact,great buffalo,2100801,,1008,Buffalo,,great buffaloes,persistent,,"Patrol, Interrupted",0,Buffalo,0,x,65,,32767,
Great Elm,Great Elm,exact,great elm,2202805,,1028,Treant,,Great Elms,leve-or-quest,,,1,Treant,0,Y,55,,,
Great Oak,Great Oak,exact,great oak,2102806,,1028,Treant,,Great Oaks,persistent,,,1,Treant,0,Y,55,55,,
Greater Buffalo,Greater Buffalo,exact,greater buffalo,2200804,,1008,Buffalo,,greater buffaloes,leve-or-quest,,,0,Buffalo,0,Y,55,,,
Greedy Angler,Greedy Angler,exact,greedy angler,2204502,,1045,Angler,,greedy anglers,leve-or-quest,,,0,Angler,0,,30,54,329,1044
Green Dewflower Sylph,Green Dewflower Sylph,exact,green dewflower sylph,2206703,,1067,Sylph,,green dewflower sylphs,leve-or-quest,,,0,Sylph,0,,30,50,768,1667
Grenade,Grenade,exact,grenade,2101605 2101606 2101612 2201605,1001859,1016,Bomb,,grenades,persistent | leve-or-quest,,,0,Bomb,0,,60,69,3558,4249
Greywine,Greywine,exact,greywine,2202208,1001977,1022,Drake,,Greywine,leve-or-quest,,,1,Drake,0,x,,,,
Gripper,Gripper,exact,gripper,2107617 2107618,,1076,Crab,,grippers,persistent,,,0,Crab,0,,15,17,288,338
Guano Gnat,Guano Gnat,exact,guano gnat,2200608 2200610,1001972,1006,Gnat,,guano gnats,leve-or-quest,,Hearing Voices,0,Gnat,0,Y,30,30,,
Guardian of the Grove,Guardian of the Grove,exact,guardian of the grove,2102805 2102807 2102808 2102809,,1028,Treant,,guardians of the grove,persistent,,,0,Treant,0,Yes,,,,
Guivre,Guivre,exact,guivre,2102213 2102214 2102218 2202205,,1022,Drake,,guivres,persistent | leve-or-quest,,,0,Drake,0,,40,69,1081,4249
Hairless Hare,Hairless Hare,exact,hairless hare,2204205 2204207 2204208,,1042,Slug,,hairless hares,leve-or-quest,,,0,Slug,0,,40,68,1246,2583
Haughtpox Bloatbelly,Haughtpox Bloatbelly,exact,haughtpox bloatbelly,2110312,,1103,Goblin,,Haughtpox Bloatbelly,persistent,,Cure for the Common Pox,1,Goblin,0,x,60,,32022,
Headrip Ogre,Headrip Ogre,exact,headrip ogre,2102504,,1025,Ogre,,headrip ogres,persistent,,,0,Ogre,0,,85,89,11353,12286
Headsman's Axe,Headsman's Axe,exact,headsman's axe,2106459,,1064,Ixal,,Headsman's Axes,persistent,,,1,Ixal,0,,56,56,,
Hedgemole,Hedgemole,exact,hedgemole,2105709 2105710 2105719 2105720 2205710,,1057,Hedgemole,,hedgemole,persistent | leve-or-quest,Blacksand in Hand | Hiding Under the Beds | Secrets of the Sultanate,,0,Mole,0,,45,49,3312,3583
Heliodor Doblyn,Heliodor Doblyn,exact,heliodor doblyn,2102111 2102112 2102123 2102124,,1021,Coblyn,,heliodor doblyns,persistent,,,0,Coblyn,0,,40,44,481,1299
Hellbender,Hellbender,exact,hellbender,2101318,,1013,Salamander,,hellbenders,persistent,,,0,Salamander,0,,80,84,8970,9704
Hellsbound Warrior,Hellsbound Warrior,exact,hellsbound warrior,2301901,6500037,1019,Wight,,hellsbound warriors,instanced-dungeon,,,0,Wight,0,,52,52,,
Hellsfire Hedgemole,Hellsfire Hedgemole,exact,hellsfire hedgemole,2205706 2205707 2205708,,1057,Hedgemole,,hellsfire hedgemoles,leve-or-quest,,,0,Mole,0,,40,52,1606,3447
Hill Yarzon,Hill Yarzon,exact,hill yarzon,2205520,,1055,Yarzon,,hill yarzons,leve-or-quest,,,0,Yarzon,0,,40,52,,
Hippocerf,Hippocerf,exact,hippocerf,2100401 2100402 2100409 2100411 2100412 2100413,,1004,Hippogryph,,hippocerfs,persistent,,,0,Hippogryph,0,,30,39,1462,1876
Hippogryph,Hippogryph,exact,hippogryph,2100407 2100408 2100410 2200403 2200404 2200405,,1004,Hippogryph,,hippogryphs,persistent | leve-or-quest,,,0,Hippogryph,0,,65,74,4320,5157
Hippogryph Pup,Hippogryph Pup,exact,hippogryph pup,2100405 2100406,,1004,Hippogryph,,hippogryph pups,persistent,,,0,Hippogryph,0,,60,64,3914,4236
Hispid Dormouse,Hispid Dormouse,exact,hispid dormouse,2104015,,1040,Rat,,hispid dormice,persistent,,,0,Rodent,0,,45,49,2649,2866
Honeybee Swarm,Honeybee Swarm,exact,honeybee swarm,2105301,1001863,1053,Swarm,,honeybee swarms,persistent,,,0,Swarm,0,,5,9,253,589
Horde Mite,Horde Mite,exact,horde mite,2301107 2301108,,1011,Crab,,horde mites,instanced-dungeon,,,0,Diremite,0,,39,39,,
Hoverfly Swarm,Hoverfly Swarm,exact,hoverfly swarm,2105307 2105308,,1053,Swarm,,hoverfly swarms,persistent,,,0,Swarm,0,,25,34,474,1233
Hungry Dreadwolf,Hungry Dreadwolf,exact,hungry dreadwolf,2201412 2201423,,1014,Wolf/Hyena/Hellhound,,hungry dreadwolves,leve-or-quest,,,0,Wolf,0,,,,,
Hunter Kalong,Hunter Kalong,exact,hunter kalong,2104109,,1041,Bat,,hunter kalongs,persistent,,,0,Bat,0,,50,54,2193,2372
Ice Elemental,Ice Elemental,exact,ice elemental,2104701 2104702 2104703 2104704 2104705 2104706 2204701 2204702,,1047,Ice Elemental,,ice elementals,persistent | leve-or-quest,,,0,Elemental,0,,30,59,1827,3489
Icebound Wrath,Icebound Wrath,exact,icebound wrath,2204707,1001967,1047,Ice Elemental,,icebound wrath,leve-or-quest,,,0,Elemental,0,Y,55,,,
Ifrit,Ifrit,exact,ifrit,2107301 2107302 2207301 2207302 2207303 2207304 2207305 2207308,6000242,1073,Ifrit,,Ifrit,persistent | leve-or-quest,,"A Relic Reborn | Ifrit Bleeds, We Can Kill It | It Kills with Fire (Gridania)",1,Primal,0,Yes,35,55,,
Ignis Fatuus,Ignis Fatuus (1.x),exact,ignis fatuus,2201603,,1016,Bomb,,ignis fatuus,leve-or-quest,,,0,Bomb,0,,,,,
Illtempered Pteroc.jpg,Ill-tempered Pteroc,exact,ill-tempered pteroc,2200107,,1001,Puk,,ill-tempered pterocs,leve-or-quest,,,0,Puk,0,,45,45,,
Imperial Eques,Imperial Eques,exact,imperial eques,2180015 2180029 2180030 2280037 2280061,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial equites,persistent | leve-or-quest,,,0,Enemy Humanoid,0,,50,55,,
Imperial Hastatus,Imperial Hastatus,exact,imperial hastatus,2280005,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial hastatus,leve-or-quest,,,0,Enemy Humanoid,0,,,,,
Imperial Hoplomachus,Imperial Hoplomachus,exact,imperial hoplomachus,2180011 2180025 2180026 2280003 2280034 2280040 2280059 2380004,1001820,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial hoplomachi,persistent | leve-or-quest | instanced-dungeon,,,0,Enemy Humanoid,0,,50,55,,
Imperial Juggernaut,Imperial Juggernaut,exact,imperial juggernaut,2102401 2202401 2202402,,1024,Juggernaut,,imperial juggernauts,persistent | leve-or-quest,,,0,Juggernaut,0,Y,50,50,14874,
Imperial Laquearius,Imperial Laqueairus,exact,imperial laquearius,2180013 2180027 2180028 2280042 2280060 2380005,1001822,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial laquearii,persistent | leve-or-quest | instanced-dungeon,,,0,Enemy Humanoid,0,,50,55,,
Imperial Medicus,Imperial Medicus,exact,imperial medicus,2180019 2180033 2180034 2280035 2280063 2380008,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial medici,persistent | leve-or-quest | instanced-dungeon,,,0,Enemy Humanoid,0,,50,55,,
Imperial Myrmillo,Imperial Myrmillo,exact,imperial myrmillo,2280025 2380002,6500042,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial myrmillos,leve-or-quest | instanced-dungeon,,,0,Enemy Humanoid,0,,52,52,,
Imperial Pilus Prior,Imperial Pilus Prior,exact,imperial pilus prior,2207005 2207007,,1070,Imperial,,imperial pilus priori,leve-or-quest,,,0,Enemy Humanoid,0,x,50+,50+,,
Imperial Primus Ordinarius,Imperial Primus Ordinarius,exact,imperial primus ordinarius,2307001 2307002,,1070,Imperial,,imperial primus ordinarii,instanced-dungeon,,What Glitters Always Isn't Gold,0,Enemy Humanoid,0,,52,52,,
Imperial Retiarius,Imperial Retiarius,exact,imperial retiarius,2280004,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial retiarius,leve-or-quest,,,0,Enemy Humanoid,0,,,,,
Imperial Secutor,Imperial Secutor,exact,imperial secutor,2180009 2180023 2180024 2280001 2280036 2280043 2280058,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial secutores,persistent | leve-or-quest,,,0,Enemy Humanoid,0,,50,55,,
Imperial Signifer,Imperial Signifer,exact,imperial signifer,2180021 2180035 2180036 2280007 2280038 2280041 2280045 2280064,1001821,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial signiferi,persistent | leve-or-quest | instanced-dungeon,,,0,Enemy Humanoid,0,,50,55,,
Imperial Speculator,Imperial Speculator,exact,imperial speculator,2280008 2280021 2280029 2380003,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial speculator,leve-or-quest | instanced-dungeon,,,0,Enemy Humanoid,0,,22,52,,
Imperial Triarius,Imperial Triarius,exact,imperial triarius,2280002 2280019 2280020 2280024,,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial triarius,leve-or-quest,,,0,Enemy Humanoid,0,,,,,
Imperial Veles,Imperial Veles,exact,imperial veles,2280022 2280023 2380001,6500041,1800,,"Garlean imperial legion - 117 actors over one ladder of seven Roman line ranks in three tiers, deployed five times. `imperial` line at level 50-55 and `elite` line at 56 hold Castrum Novum, `VIIth Legion` line at 54-55 holds it and Mor Dhona, the `imperial` skirmish ranks hold East Shroud and the Dzemael Darkhold, and the `elite` skirmish ranks roam four field zones as the hamlet-invasion attackers populaceWaveAttack.csv calls imperial troopers. The tier and the rank family pick the deployment, not the id band",imperial velites,leve-or-quest | instanced-dungeon,,,0,Enemy Humanoid,0,,52,52,,
Imperial War Hound,Imperial War Hound,exact,imperial war hound,2101429 2101430 2101431 2201420,,1014,Wolf/Hyena/Hellhound,,imperial war hounds,persistent | leve-or-quest,,,0,Wolf,0,,54,55,,
Imptrap,Imptrap,exact,imptrap,2102715,,1027,Flytrap,,imptraps,persistent,,,0,Landtrap,0,,56,59,2303,2443
Infernal Nail,Infernal Nail,exact,infernal nail,2107303 2207306 2207307 2207313 2207315,,1073,Ifrit,,infernal nails,persistent | leve-or-quest,,,0,Unknown,0,Y,35,55,,
Inferno Drake,Inferno Drake,exact,inferno drake,2102204 2102208,,1022,Drake,,inferno drakes,persistent,,,0,Drake,0,,75,79,4781,5173
Inland Angler,Inland Angler,exact,inland angler,2204501,,1045,Angler,,inland anglers,leve-or-quest,,,0,Angler,0,,20,44,246,858
Iron Coblyn,Iron Coblyn,exact,iron coblyn,2102105 2102106 2102117 2102118,,1021,Coblyn,,iron coblyns,persistent,,Ore for an Ore,0,Coblyn,0,,28,34,366,1027
Ironshell,Ironshell,exact,ironshell,2207612,,1076,Crab,,ironshells,leve-or-quest,,,0,Crab,0,,35,35,,
Island Crab,Island Crab,exact,island crab,2107602 2107603,,1076,Crab,,island crabs,persistent,,,0,Crab,0,,30,39,1827,2344
Ixali Boundwing,Ixali Boundwing,exact,ixali boundwing,2106438 2106439 2106440,,1064,Ixal,,Ixali boundwings,persistent,,,1,Ixal,0,,20,22,,
Ixali Bravewing,Ixali Bravewing,exact,ixali bravewing,2106444 2106445 2106446 2206416 2206433 2206437,1001965,1064,Ixal,,Ixali bravewings,persistent | leve-or-quest,,,1,Ixal,0,,53,,,
Ixali Bravo,Ixali Bravo,exact,ixali bravo,2206401 2206408,,1064,Ixal,,Ixali bravos,leve-or-quest,,,1,Ixal,0,,45,66,1802,2724
Ixali Fearcaller,Ixali Fearcaller,exact,ixali fearcaller,2106414 2106415 2106416,,1064,Ixal,,Ixali fearcallers,persistent,,,1,Ixal,0,,20,22,,
Ixali Fencer,Ixali Fencer,exact,ixali fencer,2106401 2106411 2106412 2106413,,1064,Ixal,,Ixali fencer,persistent,,,1,Ixal,0,,40,54,2523,3321
Ixali Fogcaller,Ixali Fogcaller,exact,ixali fogcaller,2106417 2106418 2106419 2206417 2206427 2206428 2206431 2206435,,1064,Ixal,,Ixali fogcallers,persistent | leve-or-quest,,,1,Ixal,0,,53,56,,
Ixali Sabreur,Ixali Sabreur,exact,ixali sabreur,2206414 2206423 2206424 2206429 2206438,1001964,1064,Ixal,,Ixali sabreurs,leve-or-quest,,,1,Ixal,0,,53,56,,
Ixali Scout,Ixali Scout,exact,ixali scout,2206412,1001961,1064,Ixal,,Ixali scouts,leve-or-quest,,,1,Ixal,0,,52,,,
Ixali Squire,Ixali Squire,exact,ixali squire,2106423 2106424 2106425,,1064,Ixal,,Ixali squires,persistent,,,1,Ixal,0,,20,22,,
Ixali Stillbeak,Ixali Stillbeak,exact,ixali stillbeak,2106429 2106430 2106431,,1064,Ixal,,Ixali stillbeaks,persistent,,,1,Ixal,0,,20,22,,
Ixali Strongbeak,Ixali Strongbeak,exact,ixali strongbeak,2106435 2106436 2106437 2206415 2206425 2206426 2206430 2206434,,1064,Ixal,,Ixali strongbeaks,persistent | leve-or-quest,,,1,Ixal,0,,53,56,,
J'moldva (Mob),J'moldva (Mob),disambiguator-stripped,j'moldva,2289009,1000599 1000600 1700031,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",,leve-or-quest,,A Wailing Welcome | Culture Shock | Necessary Evils,1,Enemy Humanoid,0,Y,30,30,,
Jackal Pup,Jackal Pup,exact,jackal pup,2101416 2101417,,1014,Wolf/Hyena/Hellhound,,jackal pups,persistent,,,0,Wolf,0,,18,21,333,403
Jackanapes,Jackanapes,exact,jackanapes,2100510,,1005,Opo-opo,,jackanapes,persistent,,,0,Opo-opo,0,x,36,,15246,
Jellyfish,Jellyfish,exact,jellyfish,2205401,,1054,Jellyfish,,jellyfish,leve-or-quest,Soft Targets,,0,Aurelia,0,,10,26,174,618
Jenlyns Straightblade,Jenlyns Straightblade,exact,jenlyns straightblade,2289035,,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",Jenlyns Straightblade,leve-or-quest,,,1,Enemy Humanoid,0,Y,52,52,,
Jetsam Jelly,Jetsam Jelly,exact,jetsam jelly,2105409,,1054,Jellyfish,,jetsam jellies,persistent,,,0,Aurelia,0,,20,,1023,
Jumping Djigga,Jumping Djigga,exact,jumping djigga,2105605 2105606 2105610 2105611,6500023,1056,Chigoe,,jumping djiggas,persistent,,,0,Chigoe,0,,30,39,1035,1758
Kalong,Kalong,exact,kalong,2104106 2104111,,1041,Bat,,kalongs,persistent,,,0,Bat,0,,35,39,1587,1758
Karakul Ewe,Karakul Ewe,exact,karakul ewe,2206007,,1060,Sheep,,karakul ewes,leve-or-quest,,,0,Ram,0,,30,54,439,1234
Ked,Ked,exact,ked,2100605 2100606 2100612,,1006,Gnat,,keds,persistent,,,0,Gnat,0,,55,64,4193,5005
Kedtrap,Kedtrap,exact,kedtrap,2102712,,1027,Flytrap,,kedtraps,persistent,,,0,Landtrap,0,,55,59,2258,2443
King Apkallu,King Apkallu,exact,king apkallu,2102903,,1029,Apkallu,,king apkallus,persistent,,,0,Apkallu,0,,60,64,2491,2695
Kobold Acolyte,Kobold Acolyte,exact,kobold acolyte,2106601 2106640 2106641 2106642,,1066,Kobold,,kobold acolytes,persistent,,,0,Kobold,0,,33,39,,
Kobold Almsman,Kobold Almsman,exact,kobold almsman,2106610 2106611 2106612,,1066,Kobold,,kobold almsmen,persistent,,,0,Kobold,0,,20,29,,
Kobold Ascetic,Kobold Ascetic,exact,kobold ascetic,2106637 2106638 2106639 2206605,,1066,Kobold,,kobold ascetics,persistent | leve-or-quest,,,0,Kobold,0,,20,29,,
Kobold Ashman,Kobold Ashman,exact,kobold ashman,2106666 2206614 2206615 2206620 2206627,,1066,Kobold,,kobold ashmen,persistent | leve-or-quest,,,0,Kobold,0,,52,,,
Kobold Bedesman,Kobold Bedesman,exact,kobold bedesman,2206608 2206626,,1066,Kobold,,kobold bedesmen,leve-or-quest,,,0,Kobold,0,,52,,,
Kobold Footman,Kobold Footman,exact,kobold footman,2106622 2106623 2106624,,1066,Kobold,,kobold footmen,persistent,,,0,Kobold,0,,33,39,,
Kobold Junkman,Kobold Junkman,exact,kobold junkman,2206616 2206617 2206621 2206628,,1066,Kobold,,kobold junkmen,leve-or-quest,,,0,Kobold,0,,53,,,
Kobold Kirkman,Kobold Kirkman,exact,kobold kirkman,2106613 2106614 2106615,,1066,Kobold,,kobold kirkmen,persistent,,,0,Kobold,0,,33,39,,
Kobold Mendicant,Kobold Mendicant,exact,kobold mendicant,2106602 2106607 2106608 2106609,,1066,Kobold,,kobold mendicants,persistent,,,0,Kobold,0,,40,49,1922,2293
Kobold Packman,Kobold Packman,exact,kobold packman,2106619 2106620 2106621,,1066,Kobold,,kobold packmen,persistent,,,0,Kobold,0,,20,29,,
Kobold Patrolman,Kobold Patrolman,exact,kobold patrolman,2106625 2106626 2106627,,1066,Kobold,,kobold patrolmen,persistent,,,0,Kobold,0,,47,49,,
Kobold Pickman,Kobold Pickman,exact,kobold pickman,2106628 2106629 2106630,,1066,Kobold,,kobold pickmen,persistent,,,0,Kobold,0,,20,29,,
Kobold Pitman,Kobold Pitman,exact,kobold pitman,2106631 2106632 2106633,,1066,Kobold,,kobold pitmen,persistent,,,0,Kobold,0,,33,39,,
Kobold Prelate,Kobold Prelate,exact,kobold prelate,2106604 2106661 2106662 2106663 2106664,6500047,1066,Kobold,,kobold prelates,persistent,,,0,Kobold,0,,50,54,2339,2842
Kobold Quarryman,Kobold Quarryman,exact,kobold quarryman,2106634 2106635 2106636,,1066,Kobold,,kobold quarrymen,persistent,,,0,Kobold,0,,47,49,,
Kobold Supplicant,Kobold Supplicant,exact,kobold supplicant,2206601 2206602,,1066,Kobold,,kobold supplicants,leve-or-quest,Operation: Supplication Denied,,0,Kobold,0,,20,44,546,1429
Kobold Vestryman,Kobold Vestryman,exact,kobold vestryman,2106616 2106617 2106618,,1066,Kobold,,kobold vestrymen,persistent,,,0,Kobold,0,,47,49,,
Kokoroon Quickfingers,Kokoroon Quickfingers,exact,kokoroon quickfingers,2106311,,1063,Qiqirn,,Kokoroon Quickfingers,persistent,,,1,Qiqirn,0,x,49,50,25794,26307
Kraken Deckhand,Kraken Deckhand,exact,kraken deckhand,2280213 2280214 2280215 2280216 2280217,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",Kraken deckhands,leve-or-quest,,,1,Enemy Humanoid,0,Y,25,25,,
Ladybug,Ladybug,exact,ladybug,2103904 2103905 2103909 2203908,,1039,Weevil,,ladybugs,persistent | leve-or-quest,Corpus Adamance | My Fey Lady | The Lady's Bite,,0,Beetle,0,,20,32,751,1508
Lake Crab,Lake Crab,exact,lake crab,2207606,,1076,Crab,,lake crabs,leve-or-quest,,,0,Crab,0,,40,68,721,1875
Lammergeyer,Lammergeyer,exact,lammergeyer,2101204,,1012,Vulture,,lammergeyer,persistent,,,0,Vulture,0,,55,59,2097,2268
Land Angler,Land Angler,exact,land angler,2104502,,1045,Angler,,land anglers,persistent,,,0,Angler,0,,25,29,813,1065
Laughing Mongrel,Laughing Mongrel,exact,laughing mongrel,2101411,,1014,Wolf/Hyena/Hellhound,,laughing mongrels,persistent,,,0,Wolf,0,,55,59,2903,3141
Lava Drake,Lava Drake,exact,lava drake,2302201,,1022,Drake,,lava drakes,instanced-dungeon,,,0,Drake,0,,52,52,,
Lead Coblyn,Lead Coblyn,exact,lead coblyn,2102103 2102104 2102115 2102116 2202112,,1021,Coblyn,,lead coblyns,persistent | leve-or-quest,,,0,Coblyn,0,,15,19,236,663
Lemur,Lemur,exact,lemur,2100505 2100506 2100512 2100513 2100514 2100515 2200507,,1005,Opo-opo,,lemurs,persistent | leve-or-quest,Stealing Apples from a Lemur,Last Respects,0,Opo-opo,0,,40,49,2042,2437
Lightning Beetle,Lightning Beetle,exact,lightning beetle,2105803,,1058,Firefly,,lightning beetles,persistent,,,0,Firefly,0,,15,19,944,1061
Lightning Elemental,Lightning Elemental,exact,lightning elemental,2105001 2105002 2105003 2105004 2105005 2105006 2205001 2205002,1001970,1050,Lightning Elemental,,lightning elementals,persistent | leve-or-quest,Necrologos: Levinshower,,0,Elemental,0,,30,77,1827,4973
