client_table,column_index,client_type,rows_populated,distinct_values,field_name,ge_field,confidence,evidence,matching_rows,comparable_rows,match_rate,runner_up,note,top_values
weapon,108,s32,1161,1,damage_type_slot_2_id,,structural,bonus-slot id (unused),,,,,unused slot 2 of weapon's damage type run; empty on every 1.23b row,-1(1161)
weapon,109,float,1161,1,damage_type_slot_2_value,,structural,bonus-slot value (unused),,,,,unused slot 2 of weapon's damage type run; empty on every 1.23b row,0(1161)
weapon,110,s32,1161,1,damage_type_slot_3_id,,structural,bonus-slot id (unused),,,,,unused slot 3 of weapon's damage type run; empty on every 1.23b row,-1(1161)
weapon,111,float,1161,1,damage_type_slot_3_value,,structural,bonus-slot value (unused),,,,,unused slot 3 of weapon's damage type run; empty on every 1.23b row,0(1161)
weapon,135,s16,1161,139,damage,damage,high,numeric,487,493,0.9878,,,0(667) 16(13) 26(12) 11(10)
weapon,136,float,1161,22,delay_seconds,delay_seconds,high,numeric,488,493,0.9899,,,0(660) 4(113) 3(74) 4.2(53)
weapon,141,s16,1161,14,paired_arrow_damage,,high,matches the arrow ladder by level,,,,,"the arrow damage assumed for this bow. Set on exactly the 59 bows and on nothing else in any table - the only weapon kind that needs ammunition. It is NOT a second damage figure: at level 50 nineteen bows span damage 71-116 while this stays 56, and at level 40 four span 54-63 while it stays 36, so the 0.56-0.79 ratio to damage recorded here earlier was an artifact of both values rising with level. It is a step function of itemData.47 with no level carrying two values, and each step equals the highest damage among arrows of that level or lower - 30 of 30 bow levels exact, over 13 distinct values (4, 5, 7, 9, 13, 15, 22, 26, 31, 36, 39, 48, 56), including the irregular jumps. The arrow damages it skips (6, 11, 19, 20) are the levels no bow sits at. Arrows carry their own weapon.135 damage (18/21 arrow rows), so the live shot scales with the equipped arrow, not this fixed value - it rules out 141 being the per-shot combat figure. 141 equals the best arrow's damage at the bow's level (Alesone's Songbow 141 = Cobalt Arrow 135 = 56): a bow-side cache, a displayed or estimate total on the inherited FFXI bow+arrow model (LSB battle_entity.cpp:768), with a no-ammunition fallback the only alternative the sheets allow. FFXI inheritance is cross-game inference, below wiki tier",0(1102) 56(20) 22(7) 13(5)
weapon,dmgtype:1,slot,199,1,slashing_attack_pct,slashing_attack_pct,high,damage-type enum 1,,,,,"client stores a 0-1 weight, and it is 1.0 on every weapon, matching GE's 100 on every item that has one: no 1.23b weapon splits damage across types",1(199)
weapon,dmgtype:2,slot,84,1,piercing_attack_pct,piercing_attack_pct,high,damage-type enum 2,,,,,"client stores a 0-1 weight, and it is 1.0 on every weapon, matching GE's 100 on every item that has one: no 1.23b weapon splits damage across types",1(84)
weapon,dmgtype:3,slot,753,1,blunt_attack_pct,blunt_attack_pct,high,damage-type enum 3,,,,,"client stores a 0-1 weight, and it is 1.0 on every weapon, matching GE's 100 on every item that has one: no 1.23b weapon splits damage across types",1(753)
weapon,dmgtype:4,slot,125,1,projectile_attack_pct,projectile_attack_pct,high,damage-type enum 4,,,,,"client stores a 0-1 weight, and it is 1.0 on every weapon, matching GE's 100 on every item that has one: no 1.23b weapon splits damage across types",1(125)
