client_display_name,client_race_id,client_race_name,actor_ids,name_relation,documented_siblings,id_neighbors,bracket_basis,race_run_position,spawn_container,leve_basis,client_leve,client_quest,leve_candidates,leve_one_sided,band_level_floor,band_zone_hint,level_bracket_low,level_bracket_high,zone_candidates
streaking spriggan,1062,Spriggan,2106225,sibling-base,Sabletooth Spriggan | Scrambling Spriggan | Scurrying Spriggan,Spindiggle | Spriggan,flanked,0.6000,persistent,,,,,,,,5,55,Central Shroud | Central Thanalan | Eastern Thanalan
suckling nannygoat,1023,Aldgoats,2202306,sibling-base,Longhorn Nannygoat | Lowland Nannygoat | Mosshorn Nannygoat,Lowland Nannygoat | Aldgoat Nanny,flanked,0.8000,leve-or-quest,flanked,,,Dodos and Popotoes | Necrologos: Celeritous Impetus | Skirmish,,,,20,20,Cassiopeia Hollow | Central Shroud | Eastern La Noscea
swinging swine,1015,Boar,2201505,race-documented,,Tusked Hog | Territorial Hog,flanked,0.9048,leve-or-quest,flanked,,,Caravan Security | Reforesting Nine Ivies,,,,40,50,East Shroud | North Shroud
sylph echo,1067,Sylph,2106707 2106708 2106709 2106710 2106711 2106712,sibling-prefix,,Sylph Susurrus,below-race-low,0.1333,persistent,,,,,,,,,,
sylph whisper,1067,Sylph,2106701 2106702 2106703 2106704 2106705 2106706,sibling-prefix,,Sylph Susurrus,below-race-low,0.0000,persistent,,,,,,,,,,
sylvan guardian,1067,Sylph,2106719 2106720 2106721 2106722 2106723 2106724,race-documented,,Sylph Susurrus | Red Dewflower Sylph,flanked,0.4000,persistent,,,,,,,,30,40,East Shroud | South Shroud
synthetic bomb,1016,Bomb,2101613 2201610,sibling-base,Bomb | Brimstone Bomb | Fire Bomb,Grenade | Drifting Dud,flanked,0.4615,persistent | leve-or-quest,above-band-high,,,,Preventing the Plague,,,23,60,Central Thanalan | Western Thanalan
synthetic coblyn,1021,Coblyn,2102129,sibling-base,Cavernulous Coblyn | Copper Coblyn | Corroded Coblyn,Corroded Coblyn | Corroded Coblyn,flanked,0.6364,persistent,,,,,,,,1,1,Central Thanalan
tender victual,1042,Slug,2304203,race-documented,,Sulfur Slug,above-race-high,0.9429,instanced-dungeon,,,,,,35,The Aurum Vale,,,
territorial mole,1057,Hedgemole,2205711,sibling-base,Moiling Mole | Moraby Mole | Naked Mole,Hedgemole | Diamond-tooth Hedgemole,flanked,0.9474,leve-or-quest,above-band-high,,,,Hiding Under the Beds | Nine Ivies Behest | Thwack Ye Mole,,,45,52,Mistbeard Cove | The Dzemael Darkhold
territorial revenant,1043,Ghost,2204316,sibling-base,Bloody Revenant | Revenant,Revenant | Wicked Soul,flanked,0.8800,leve-or-quest,flanked,,,Flambert's Forgetfulness | Sly Spirits,,,,30,30,Cassiopeia Hollow | Mistbeard Cove | The Mun-Tuy Cellars
territorial slug,1042,Slug,2204212,sibling-base,Ghost Slug | Giant Slug | Sand Slug,Sea Hare | Salt Hare,flanked,0.8286,leve-or-quest,flanked,,,Best Cellars | Wanted: Ser Aucheforne of the High Tide,,,,30,35,Cassiopeia Hollow | Mistbeard Cove | The Mun-Tuy Cellars
thordan's bannerman,1043,Ghost,2104316,race-documented,,Bloody Revenant | Unknown Soldier,flanked,0.3000,persistent,,,,,,,,41,47,Cassiopeia Hollow | Western La Noscea
thordan's outrider,1043,Ghost,2104317,race-documented,,Bloody Revenant | Unknown Soldier,flanked,0.3200,persistent,,,,,,,,41,47,Cassiopeia Hollow | Western La Noscea
toll puk,1001,Puk,2100113,sibling-base,Cellar Puk | Deepground Puk | Puk,Sordes | Pyrausta,flanked,0.3429,persistent,,,Bridging the Gap,,,,,36,40,Nanawa Mines | The Mun-Tuy Cellars | Western Thanalan
torama,1032,Couerl,2103202 2203202,race-documented,,Lone Coeurl,below-race-low,0.1667,persistent | leve-or-quest,no-tagged-band-mate,,,,,,,,,
tower lemming,1040,Rat,2204003,race-documented,,Pack Rat | Nutbreaker Squirrel,flanked,0.5556,leve-or-quest,flanked,,,A Beardful of Rats | Missing Teeth | My Very First Adventure,,,,10,20,Lower La Noscea | South Shroud | Western La Noscea
towering yarzon,1055,Yarzon,2205508 2205510 2205511 2205512,sibling-base,Bog Yarzon | Hill Yarzon | Sand Yarzon,Bog Yarzon | Territorial Yarzon,flanked,0.6829,leve-or-quest,flanked,,,Awful Offal | Caravan Security | Necrologos: The Ever-reaching Claw,,,,29,35,Eastern La Noscea | Nanawa Mines | The Mun-Tuy Cellars
true longtail sebedd gah,1065,Amlaj'aa,2206543,race-documented,,Amalj'aa Shaman | Amalj'aa Bowyer,flanked,0.9545,leve-or-quest,flanked,,,Caravan Security | The Battle for the Golden Bazaar,,,,42,55,Eastern Thanalan | The Battle for the Golden Bazaar
tunnel worm,1106,黒子,2310601 2310602 2310603 2310604 2310605 2310606 2310607 2310608,race-undocumented,,,no-level-bearing-race-mate,0.1111,instanced-dungeon,,,,,,35,The Dzemael Darkhold | The Thousand Maws of Toto-Rak | Cutter's Cry | The Aurum Vale,,,
u'ghamaro potman,1066,Kobold,2106648,sibling-prefix,,U'Ghamaro Gurneyman | U'Ghamaro Ashman,flanked,0.5000,persistent,,,,,,,,52,55,U'Ghamaro Mines
unchosen soul,1043,Ghost,2104319 2104320,sibling-base,Deepvoid Soul | Errant Soul | Forsaken Soul,Bloody Revenant | Unknown Soldier,flanked,0.3600,persistent,,,,,,,,41,47,Cassiopeia Hollow | Western La Noscea
vale banemite,1011,Crab,2301111,sibling-base,Banemite | Dwarf Banemite,Vale Diremite,above-race-high,1.0000,instanced-dungeon,,,,,,35,The Aurum Vale | The Thousand Maws of Toto-Rak,,,
vale eft,1013,Salamander,2301301,sibling-base,Alpha Eft | Bark Eft | Black Eft,Alpha Eft,above-race-high,1.0000,instanced-dungeon,,,,,,35,The Dzemael Darkhold | The Thousand Maws of Toto-Rak | Cutter's Cry | The Aurum Vale,,,
vengeful soul,1043,Ghost,2104311,sibling-base,Deepvoid Soul | Errant Soul | Forsaken Soul,Woodsin Thrall | Revenant,flanked,0.2000,persistent,,,,,,,,15,30,Cassiopeia Hollow | Mistbeard Cove | South Shroud
viith legion pilus prior,1070,Imperial,2107004,sibling-base,Imperial Pilus Prior,VIIth Legion Centurion | Imperial Pilus Prior,flanked,0.1667,persistent,,,,,,,,52,57,Castrum Novum | Central Shroud | Central Thanalan
violet dewflower sylph,1067,Sylph,2206705,sibling-base,Green Dewflower Sylph | Red Dewflower Sylph | Turquoise Dewflower Sylph,Yellow Dewflower Sylph,above-race-high,0.7778,leve-or-quest,above-band-high,,,,Operation: Sylph Stalkings,,,,,
vodyanoi,1031,Gigantoad,2103107 2103108 2103110 2203104,race-documented,,Nix | Gigantoad,flanked,0.2609,persistent | leve-or-quest,flanked,,,A Toad's Taste | Alone in the Dark | Do Toads Dream,,,,55,65,Eastern La Noscea | Upper La Noscea | West Shroud
voracious vulture,1012,Vulture,2201207,sibling-base,Scout Vulture | Vulture,Condor | Canyon Condor,flanked,0.9091,leve-or-quest,below-band-low,,,,Proof is in the Pudding.,,,40,43,Coerthas Central Highlands | Western Thanalan
wandering soul,1043,Ghost,2104327,sibling-base,Deepvoid Soul | Errant Soul | Forsaken Soul,Bogy | Deepvoid Soul,flanked,0.5200,persistent,,,,,,,,10,60,Central Thanalan | Coerthas Central Highlands | Coerthas Central Lowlands
war hound,1014,Wolf/Hyena/Hellhound,2201430,sibling-base,Imperial War Hound,Scout Wolf,above-race-high,1.0000,leve-or-quest,above-band-high,,,,Doing It the Bard Way | The Battle for Hyrstmill,,,,,
war pup,1014,Wolf/Hyena/Hellhound,2201406,sibling-base,Jackal Pup,Deadeyes | Bloodthirsty Wolf,flanked,0.6000,leve-or-quest,flanked,,,Operation: Shuteye | Sundered Skies,,,,1,10,Central Shroud | North Shroud
war wolf,1014,Wolf/Hyena/Hellhound,2201405,sibling-base,Black Wolf | Bloodthirsty Wolf | Lone Wolf,Deadeyes | Bloodthirsty Wolf,flanked,0.5833,leve-or-quest,flanked,Operation: Bloody Scales | Operation: Bloody Side Up | Operation: Broken Thunder,,Operation: Shuteye | Sundered Skies,,,,1,10,Central Shroud | North Shroud
weeping witch,1043,Ghost,2104318,race-documented,,Bloody Revenant | Unknown Soldier,flanked,0.3400,persistent,,,,,,,,41,47,Cassiopeia Hollow | Western La Noscea
wild ram,1060,Sheep,2106007 2106008,sibling-base,Raging Ram | Stray Karakul Ram,Lost Wether | Ornery Karakul Ewe,flanked,0.1622,persistent,,,,,,,,1,35,Coerthas Central Highlands | Lower La Noscea
will-o-'the-wisp,1099,妖火 (仮),2209903,sibling-base,Will-o'-the-wisp,Wandering Wisp | Mummer's Lantern,flanked,0.7391,leve-or-quest,flanked,,,Corpus Adamance | Paladin's Pledge | Sly Spirits,,,,30,30,Nanawa Mines | The Mun-Tuy Cellars | Western Thanalan
will-o-the-wisp,1099,妖火 (仮),2109905,sibling-base,Will-o'-the-wisp,Friar's Lantern | Shade Seeker,flanked,0.1739,persistent,,,,,,,,15,35,Copperbell Mines | Shposhae | The Tam-Tara Deepcroft
woodsent doe,1003,Antelope,2200304,sibling-base,Antelope Doe | Fevered Doe | Foraging Doe,Foraging Doe | Musk Stag,flanked,0.7407,leve-or-quest,flanked,,,A Fine Host | The Root of the Problem,,,,25,40,Central Shroud | North Shroud
woodsent elemental,1046,Fire Elemental,2204605 2205202,sibling-base,Fire Elemental,Fire Elemental | Fire Elemental,flanked,0.6875,leve-or-quest,flanked,,,Secret of the Sewers,,,,30,30,Eastern La Noscea | Eastern Thanalan | Lower La Noscea
woodsent pteroc,1001,Puk,2200108,sibling-base,Illtempered Pteroc.jpg | Prison Pteroc | Ringtail Pteroc,Illtempered Pteroc.jpg | Puk,flanked,0.8000,leve-or-quest,above-band-high,,,,Necrologos: Torn Asunder,,,20,45,Nanawa Mines | The Thousand Maws of Toto-Rak
wyrmhound,1007,Basilisk,2100707 2100708,sibling-base,Maned Wyrmhound,Mountain Peiste | Basilisk,flanked,0.1714,persistent,,,,,,,,50,75,Coerthas Central Highlands | Coerthas Western Highlands | Mor Dhona
yarzon lacerator,1055,Yarzon,2105511 2105512,sibling-prefix,,Yarzon Biter | Daddy Longlegs,flanked,0.2439,persistent,,,,,,,,35,42,Coerthas Central Highlands | Western Thanalan
yarzon lurker,1055,Yarzon,2105508,sibling-prefix,,Yarzon Burrower | Yarzon Biter,flanked,0.1707,persistent,,,,,,,,35,45,Coerthas Central Highlands | Eastern La Noscea
zalmoxes,1001,Puk,2200109,race-documented,,Illtempered Pteroc.jpg | Puk,flanked,0.8286,leve-or-quest,above-band-high,,,,Necrologos: Torn Asunder,,,20,45,Nanawa Mines | The Thousand Maws of Toto-Rak
zu ga's cup bearer,1066,Kobold,2106649,race-documented,,U'Ghamaro Gurneyman | U'Ghamaro Ashman,flanked,0.5106,persistent,,,,,,,,52,55,U'Ghamaro Mines
zu ga's pick bearer,1066,Kobold,2106660,race-documented,,U'Ghamaro Gateman | Kobold Prelate,flanked,0.6277,persistent,,,,,,,,50,56,U'Ghamaro Mines | Upper La Noscea
zu ga's sword bearer,1066,Kobold,2106654,race-documented,,U'Ghamaro Ashman | U'Ghamaro Gateman,flanked,0.5638,persistent,,,,,,,,55,56,U'Ghamaro Mines
