row_index,capture,scenario_id,wire_index,lane_index,frame_index,outer_timestamp_or_seq_hex,subevent_index,subevent_offset,opcode,shape,row_index_in_packet,row_count,source_actor_id,target_actor_id,effect_or_animation_id,command_id,numeric_value,world_master_text_id,message_class,effect_id,text_param,row_ordinal_or_filter,header_control_value,presentation_flags
266,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7153,0,1992,1ae858ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21002,0,0,unknown,1,0,1,0,2064
267,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7646,0,2080,071f59ef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21001,0,0,unknown,1,0,1,0,2064
268,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7676,0,2093,142659ef3b010000,1,40,0x0139,X01,0,1,1158679843,1158679843,2080374882,21001,0,0,unknown,1,0,1,0,2064
269,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7717,0,2102,f32a59ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21001,0,0,unknown,1,0,1,0,2064
270,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7722,0,2104,5a2b59ef3b010000,0,0,0x0139,X01,0,1,1158679843,43722707,285216768,23005,51,30301,normal_damage,134219332,1,1,0,2064
271,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7731,0,2111,452d59ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679843,419434496,22104,30,30301,normal_damage,134219268,1,1,0,2064
272,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7752,0,2121,e13659ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679843,419434496,22104,27,30301,normal_damage,134219268,1,1,0,2064
273,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7767,0,2127,743b59ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679843,419434496,22104,83,30302,critical_damage,134219271,2,1,0,2064
274,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7771,0,2130,163d59ef3b010000,0,0,0x0139,X01,0,1,1158679843,43723073,285216768,23005,38,30301,normal_damage,134219332,1,1,0,2064
275,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7779,0,2137,e44059ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679843,419434496,22104,26,30301,normal_damage,134219268,1,1,0,2064
276,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7812,0,2148,bd4b59ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679843,419434496,22104,27,30301,normal_damage,134219268,1,1,0,2064
277,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7816,0,2152,a44c59ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679843,419434496,22104,66,30301,normal_damage,134219268,1,1,0,2064
278,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7821,0,2156,b44d59ef3b010000,0,0,0x0139,X01,0,1,1158679843,43723073,285216768,23005,38,30301,normal_damage,134219332,1,1,0,2064
279,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7845,0,2166,3d5359ef3b010000,3,504,0x0139,X01,0,1,43723073,43723073,234889791,27260,0,30328,non_fit,537094006,0,1,0,2064
280,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7848,0,2168,8a5559ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679843,419434496,22104,28,30301,normal_damage,134219268,1,1,0,2064
281,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7865,0,2177,b75f59ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679843,419434496,22104,27,30301,normal_damage,134219268,1,1,0,2064
282,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7874,0,2182,b16059ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679843,301993998,27190,122,30301,normal_damage,134252036,1,1,0,2064
283,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7881,0,2184,6a6159ef3b010000,0,0,0x0139,X01,0,1,1158679843,43723073,285216768,23003,0,30311,miss,134217732,1,1,0,2064
284,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7903,0,2196,ae6959ef3b010000,1,64,0x0139,X01,0,1,43722707,1158679843,419434496,22104,25,30301,normal_damage,134219268,1,1,0,2064
285,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7917,0,2201,787159ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679843,419434496,22104,66,30301,normal_damage,134219268,1,1,0,2064
286,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7931,0,2205,8b7259ef3b010000,0,0,0x0139,X01,0,1,1158679843,43723073,285216768,23003,38,30301,normal_damage,134219332,1,1,0,2064
287,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7938,0,2208,837359ef3b010000,3,504,0x0139,X01,0,1,43723073,43723073,234889905,27264,0,30328,non_fit,537094131,0,1,0,2064
288,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7940,0,2208,837359ef3b010000,5,672,0x0139,X01,0,1,43722707,1158679843,419434496,22104,25,30301,normal_damage,134219268,1,1,0,2064
289,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7971,0,2217,1e7959ef3b010000,8,576,0x013A,X10,0,6,43723073,43723073,301994027,27191,0,30331,non_fit,671311859,0,1,0,2064
290,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7971,0,2217,1e7959ef3b010000,8,576,0x013A,X10,1,6,43723073,1158679843,301994027,27191,146,30303,normal_damage,134809092,45,1,0,2064
291,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7971,0,2217,1e7959ef3b010000,8,576,0x013A,X10,2,6,43723073,1158679843,301994027,27191,0,30112,non_fit,0,45,1,0,2064
292,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7971,0,2217,1e7959ef3b010000,8,576,0x013A,X10,3,6,43723073,1158679843,301994027,27191,0,30116,non_fit,0,0,1,0,2064
293,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7971,0,2217,1e7959ef3b010000,8,576,0x013A,X10,4,6,43723073,43723073,301994027,27191,227,33936,non_fit,0,53,1,0,2064
294,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,7971,0,2217,1e7959ef3b010000,8,576,0x013A,X10,5,6,43723073,43722707,301994027,27191,203,33935,non_fit,0,53,1,0,2064
295,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8243,0,2248,239959ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21002,0,0,unknown,1,0,1,0,2064
296,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8258,0,2252,59a059ef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21002,0,0,unknown,1,0,1,0,2064
297,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8397,0,2292,e3bb59ef3b010000,1,40,0x0139,X01,0,1,1158679894,1158679894,2080374882,21001,0,0,unknown,1,0,1,0,2064
298,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8426,0,2301,fdbe59ef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21001,0,0,unknown,1,0,1,0,2064
299,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8436,0,2308,8dc159ef3b010000,0,0,0x0139,X01,0,1,1158679895,43722707,285216768,23005,63,30301,normal_damage,134219340,8,1,0,2064
300,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8452,0,2313,6cc359ef3b010000,1,80,0x0139,X01,0,1,1158679894,43722707,285216768,23005,58,30301,normal_damage,134219340,2,1,0,2064
301,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8460,0,2317,5bc559ef3b010000,1,40,0x0139,X01,0,1,43723073,43723073,2080374882,21001,0,0,unknown,1,0,1,0,2064
302,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8466,0,2321,3dc759ef3b010000,0,0,0x013A,X10,0,2,43723073,43723073,2080374882,0,0,0,unknown,0,0,1,0,2064
303,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8466,0,2321,3dc759ef3b010000,0,0,0x013A,X10,1,2,43723073,43723073,2080374882,0,0,30331,non_fit,671311734,0,1,0,2064
304,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8473,0,2325,71c959ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679894,419434496,22104,19,30301,normal_damage,134219268,1,1,0,2064
305,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8508,0,2340,6fcf59ef3b010000,2,336,0x013A,X10,0,2,43722707,1158679894,302096389,27156,49,30301,normal_damage,134219268,1,1,0,2064
306,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8508,0,2340,6fcf59ef3b010000,2,336,0x013A,X10,1,2,43722707,1158679894,302096389,27156,0,30335,non_fit,537093927,1,1,0,2064
307,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8523,0,2346,e5d259ef3b010000,0,0,0x0139,X01,0,1,1158679895,43722707,285216768,23005,58,30301,normal_damage,134219340,1,1,0,2064
308,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8533,0,2352,c3d559ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679894,419434496,22104,45,30301,normal_damage,134219268,2,1,0,2064
309,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8551,0,2358,41da59ef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,234971719,27141,0,30328,non_fit,537093970,0,1,0,2064
310,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8562,0,2367,63e159ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679894,301993998,27190,77,30301,normal_damage,134252036,1,1,0,2064
311,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8582,0,2374,e7e359ef3b010000,0,0,0x013A,X10,0,3,1158679895,43722707,285216768,23005,0,30306,block_damage,134221900,1,1,0,2064
312,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8582,0,2374,e7e359ef3b010000,0,0,0x013A,X10,1,3,1158679895,43722707,285216768,23005,148,33008,hp_recovery,805306626,1,1,0,2064
313,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8582,0,2374,e7e359ef3b010000,0,0,0x013A,X10,2,3,1158679895,43722707,285216768,23005,0,30331,non_fit,671311698,1,1,0,2064
314,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8586,0,2378,99e659ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679894,419434496,22104,25,30302,critical_damage,134219271,1,1,0,2064
315,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8602,0,2384,21ea59ef3b010000,0,0,0x0139,X01,0,1,1158679894,1158679894,2080374882,0,0,30338,non_fit,671311655,0,1,0,2064
316,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8607,0,2385,2fea59ef3b010000,1,64,0x0139,X01,0,1,43722707,1158679894,301994016,27158,0,30311,miss,134217732,1,1,0,2064
317,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8624,0,2393,0bf359ef3b010000,0,0,0x0139,X01,0,1,43723073,1158679894,419434496,22104,57,30302,critical_damage,134219271,1,1,0,2064
318,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8628,0,2396,fff359ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679894,301995007,27150,60,30301,normal_damage,134252036,1,1,0,2064
319,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8637,0,2399,bdf559ef3b010000,0,0,0x0139,X01,0,1,43723073,43723073,234889797,27182,0,30328,non_fit,537093993,0,1,0,2064
320,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8639,0,2399,bdf559ef3b010000,2,168,0x0139,X01,0,1,1158679895,43722707,285216768,23005,0,30311,miss,134217740,1,1,0,2064
321,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8642,0,2402,4cf959ef3b010000,0,0,0x0139,X01,0,1,1158679894,43723073,285216768,23003,33,30308,parry_damage,134221388,1,1,0,2064
322,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8655,0,2406,95f959ef3b010000,3,376,0x013A,X10,0,4,43723073,1158679894,301994027,27191,97,30303,normal_damage,134284804,42,1,0,2064
323,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8655,0,2406,95f959ef3b010000,3,376,0x013A,X10,1,4,43723073,1158679894,301994027,27191,73,30332,non_fit,1207960576,1,1,0,2064
324,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8655,0,2406,95f959ef3b010000,3,376,0x013A,X10,2,4,43723073,43723073,301994027,27191,0,30331,non_fit,671311721,0,1,0,2064
325,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8655,0,2406,95f959ef3b010000,3,376,0x013A,X10,3,4,43723073,1158679894,301994027,27191,0,30112,non_fit,0,42,1,0,2064
326,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8678,0,2416,d3fd59ef3b010000,0,0,0x0139,X01,0,1,43722707,1158679894,301995009,27152,76,30302,critical_damage,134284807,1,1,0,2064
327,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8701,0,2427,c0065aef3b010000,0,0,0x0139,X01,0,1,1158679895,43722707,285216768,23005,58,30301,normal_damage,134219340,2,1,0,2064
328,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8705,0,2429,b9075aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679894,302002218,27198,68,30301,normal_damage,134219268,1,1,0,2064
329,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8713,0,2433,b3085aef3b010000,3,504,0x0139,X01,0,1,43722707,43722707,234889791,27260,0,30328,non_fit,537094006,0,1,0,2064
330,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8715,0,2435,6e095aef3b010000,0,0,0x0139,X01,0,1,1158679894,43723073,285216768,23005,0,30311,miss,134217740,1,1,0,2064
331,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8739,0,2446,ad115aef3b010000,1,64,0x0139,X01,0,1,43722707,43722707,234889742,27140,0,30328,non_fit,537093974,0,1,0,2064
332,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8754,0,2452,2a175aef3b010000,0,0,0x0139,X01,0,1,1158679895,43722707,285216768,23005,27,30306,block_damage,134221900,2,1,0,2064
333,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8764,0,2455,4f175aef3b010000,6,1008,0x013A,X10,0,2,43722707,43722707,234889752,27142,0,30328,non_fit,537093976,0,1,0,2064
334,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8764,0,2455,4f175aef3b010000,6,1008,0x013A,X10,1,2,43722707,43723073,234889752,27142,0,30328,non_fit,537093976,0,1,0,2064
335,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8770,0,2459,071a5aef3b010000,0,0,0x0139,X01,0,1,1158679894,43723073,285216768,23003,28,30301,normal_damage,134219340,1,1,0,2064
336,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8790,0,2468,a11f5aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679894,419434496,22104,44,30301,normal_damage,134219268,1,1,0,2064
337,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,8793,0,2471,6d215aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679894,301994016,27158,49,30301,normal_damage,134252036,1,1,0,2064
338,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9014,0,2486,25295aef3b010000,0,0,0x0139,X01,0,1,1158679895,43722707,285216768,23005,35,30301,normal_damage,134219340,2,1,0,2064
339,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9029,0,2491,e12b5aef3b010000,1,40,0x0139,X01,0,1,1158679894,43723073,1862270987,23167,0,30126,non_fit,1,0,1,0,2064
340,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9034,0,2495,81305aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679894,419434496,22104,47,30301,normal_damage,134219268,1,1,0,2064
341,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9037,0,2498,da315aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679894,419434496,22104,18,30301,normal_damage,134219268,1,1,0,2064
342,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9052,0,2501,0f345aef3b010000,1,40,0x0139,X01,0,1,1158679894,43723073,553656320,23167,39,30301,normal_damage,134223948,1,1,0,2064
343,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9075,0,2510,513a5aef3b010000,7,536,0x013A,X10,0,4,43722707,1158679894,301995007,27150,56,30301,normal_damage,134776324,1,1,0,2064
344,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9075,0,2510,513a5aef3b010000,7,536,0x013A,X10,1,4,43722707,1158679894,301995007,27150,0,30116,non_fit,0,0,1,0,2064
345,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9075,0,2510,513a5aef3b010000,7,536,0x013A,X10,2,4,43722707,43723073,301995007,27150,475,33936,non_fit,0,53,1,0,2064
346,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9075,0,2510,513a5aef3b010000,7,536,0x013A,X10,3,4,43722707,43722707,301995007,27150,423,33935,non_fit,0,53,1,0,2064
347,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9092,0,2513,533b5aef3b010000,0,0,0x0139,X01,0,1,1158679895,43722707,285216768,23003,32,30301,normal_damage,134219340,2,1,0,2064
348,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9430,0,2545,77495aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679895,419434496,22104,0,30311,miss,134217732,1,1,0,2064
349,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9453,0,2553,394c5aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,301999104,27151,55,30302,critical_damage,134284807,1,1,0,2064
350,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9457,0,2553,394c5aef3b010000,4,592,0x013A,X10,0,2,43722707,43722707,2080374882,0,0,0,unknown,0,0,1,0,2064
351,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9457,0,2553,394c5aef3b010000,4,592,0x013A,X10,1,2,43722707,43722707,2080374882,0,0,30331,non_fit,671311702,0,1,0,2064
352,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9463,0,2557,194d5aef3b010000,0,0,0x0139,X01,0,1,1158679895,43722707,285216768,23003,45,30301,normal_damage,134219340,1,1,0,2064
353,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9486,0,2569,35555aef3b010000,2,336,0x013A,X10,0,2,43722707,1158679895,302096389,27156,51,30301,normal_damage,134219268,1,1,0,2064
354,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9486,0,2569,35555aef3b010000,2,336,0x013A,X10,1,2,43722707,1158679895,302096389,27156,0,30335,non_fit,537093927,1,1,0,2064
355,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9491,0,2573,855a5aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679895,419434496,22104,43,30301,normal_damage,134219268,1,1,0,2064
356,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9508,0,2580,65615aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,20,30301,normal_damage,134219268,1,1,0,2064
357,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9548,0,2596,416b5aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,18,30301,normal_damage,134219268,4,1,0,2064
358,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9549,0,2596,416b5aef3b010000,1,88,0x0139,X01,0,1,43723073,1158679895,419434496,22104,42,30301,normal_damage,134219268,1,1,0,2064
359,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9559,0,2602,b76e5aef3b010000,0,0,0x0139,X01,0,1,1158679895,1158679895,2080374882,0,0,30338,non_fit,671311655,0,1,0,2064
360,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9579,0,2610,d3755aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,19,30301,normal_damage,134219268,4,1,0,2064
361,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9596,0,2618,407c5aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679895,419434496,22104,0,30311,miss,134217732,1,1,0,2064
362,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9601,0,2621,e97d5aef3b010000,1,40,0x0139,X01,0,1,1158679895,43722707,1862270987,23091,0,30126,non_fit,1,0,1,0,2064
363,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9602,0,2622,0c7f5aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,20,30301,normal_damage,134219268,1,1,0,2064
364,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9606,0,2625,c9805aef3b010000,1,40,0x0139,X01,0,1,1158679895,43722707,553656320,23091,85,30301,normal_damage,134225484,1,1,0,2064
365,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9649,0,2631,b0825aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679895,302002191,27193,83,30301,normal_damage,134219268,4,1,0,2064
366,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9670,0,2638,49875aef3b010000,0,0,0x013A,X10,0,2,43722707,43722707,2080374882,0,0,0,unknown,0,0,1,0,2064
367,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9670,0,2638,49875aef3b010000,0,0,0x013A,X10,1,2,43722707,43722707,2080374882,0,0,30331,non_fit,671311734,0,1,0,2064
368,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9673,0,2641,19895aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,18,30301,normal_damage,134219268,1,1,0,2064
369,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9689,0,2648,c58d5aef3b010000,0,0,0x0139,X01,0,1,43722707,43722707,234889735,27100,206,30320,hp_recovery,805306626,0,1,0,2064
370,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9718,0,2656,27925aef3b010000,1,40,0x0139,X01,0,1,1158679895,43722707,1862270987,23091,0,30126,non_fit,1,0,1,0,2064
371,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9753,0,2662,b3955aef3b010000,1,40,0x0139,X01,0,1,1158679895,43722707,553656320,23091,88,30301,normal_damage,134225484,1,1,0,2064
372,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9760,0,2666,53965aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679895,301993998,27190,88,30301,normal_damage,134252036,1,1,0,2064
373,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9798,0,2680,e59f5aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,0,30311,miss,134217732,1,1,0,2064
374,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9811,0,2685,e7a45aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679895,419434496,22104,50,30301,normal_damage,134219268,8,1,0,2064
375,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9818,0,2689,d9a55aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679895,301994027,27191,87,30301,normal_damage,134284804,8,1,0,2064
376,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,9828,0,2693,91a75aef3b010000,2,120,0x0139,X01,0,1,1158679895,43722707,1862270987,23091,0,30126,non_fit,1,0,1,0,2064
377,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10037,0,2701,3faa5aef3b010000,31,3872,0x0139,X01,0,1,1158679895,43722707,2130706531,23091,0,0,unknown,0,0,1,0,2064
378,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10058,0,2710,73b25aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,19,30301,normal_damage,134219268,1,1,0,2064
379,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10071,0,2714,2fb55aef3b010000,0,0,0x0139,X01,0,1,1158679895,43722707,285216768,23005,48,30301,normal_damage,134219340,1,1,0,2064
380,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10084,0,2722,caba5aef3b010000,3,504,0x0139,X01,0,1,43723073,43723073,234889791,27260,0,30328,non_fit,537094006,0,1,0,2064
381,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10095,0,2723,4dbc5aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
382,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10107,0,2731,14c15aef3b010000,3,504,0x0139,X01,0,1,43723073,43723073,234889905,27264,0,30328,non_fit,537094131,0,1,0,2064
383,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10122,0,2738,0fc65aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,20,30301,normal_damage,134219268,1,1,0,2064
384,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10127,0,2742,81c75aef3b010000,1,40,0x0139,X01,0,1,1158679895,43722707,1862270987,23091,0,30126,non_fit,1,0,1,0,2064
385,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10140,0,2747,27cb5aef3b010000,1,40,0x0139,X01,0,1,1158679895,43722707,553656320,23091,57,30306,block_damage,134221900,1,1,0,2064
386,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10145,0,2750,88cf5aef3b010000,0,0,0x0139,X01,0,1,43723073,1158679895,419434496,22104,49,30301,normal_damage,134219268,1,1,0,2064
387,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10146,0,2751,98cf5aef3b010000,0,0,0x0139,X01,0,1,43722707,1158679895,419434496,22104,21,30301,normal_damage,134219268,1,1,0,2064
388,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10162,0,2756,b9d25aef3b010000,9,816,0x013A,X10,0,6,43722707,1158679895,301994016,27158,48,30301,normal_damage,134776324,1,1,0,2064
389,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10162,0,2756,b9d25aef3b010000,9,816,0x013A,X10,1,6,43722707,1158679895,301994016,27158,0,30116,non_fit,0,0,1,0,2064
390,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10162,0,2756,b9d25aef3b010000,9,816,0x013A,X10,2,6,43722707,43723073,301994016,27158,1,33919,non_fit,0,80,1,0,2064
391,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10162,0,2756,b9d25aef3b010000,9,816,0x013A,X10,3,6,43722707,43723073,301994016,27158,538,33936,non_fit,0,73,1,0,2064
392,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10162,0,2756,b9d25aef3b010000,9,816,0x013A,X10,4,6,43722707,43722707,301994016,27158,1,33919,non_fit,0,80,1,0,2064
393,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10162,0,2756,b9d25aef3b010000,9,816,0x013A,X10,5,6,43722707,43722707,301994016,27158,479,33935,non_fit,0,73,1,0,2064
394,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10406,0,2779,b8e65aef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21002,0,0,unknown,1,0,1,0,2064
395,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10437,0,2792,0ef45aef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,1862270979,27346,0,30128,non_fit,1,0,1,0,2064
396,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,10451,0,2798,5bfb5aef3b010000,1,40,0x0139,X01,0,1,43722707,43722707,16781413,27346,152,30320,hp_recovery,805306626,0,1,0,2064
