source_ordinal,observation_id,created_at,zone,canonical_zone_name,client_zone_name,zone_identity_status,category,category_basis,subject_type,subject_name,subject_identity_status,profile_id,map_bounds,position,rotation,notes,placement_claim_status
632,dd8709b6-375c-4dd2-a303-c686106d169f,2026-09-16T17:49:59.0042617Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Cell Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1275.3885498046875,-59.95591354370117,630.6624145507812]",-0.7640175819396973,Cell Mite spawn,observation-only; home/slot/respawn unresolved
633,4624e492-61d6-42cf-92f6-86187c6c90e1,2026-09-16T17:50:08.9082777Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Mitetrap,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1275.806396484375,-59.8139762878418,623.4803466796875]",2.447458267211914,Mitetrap spawn,observation-only; home/slot/respawn unresolved
634,71b88062-2a2e-444a-8057-1d9d9639ee35,2026-09-16T17:50:18.9563511Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Mitetrap,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1280.9632568359375,-60.12282180786133,626.2138061523438]",2.3695600032806396,Mitetrap spawn,observation-only; home/slot/respawn unresolved
635,72d1e27c-ed81-498b-98e7-10bf58ca80e1,2026-09-16T17:50:56.8763847Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Cell Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1306.0535888671875,-60.92485046386719,623.889404296875]",2.1087300777435303,Cell Mite Spawn,observation-only; home/slot/respawn unresolved
636,6c2b3f53-1810-4163-9854-3089733b03c2,2026-09-16T17:51:20.5481716Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Gaoler's Lantern,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1295.417236328125,-60.886985778808594,618.28759765625]",-2.0215206146240234,Gaoler's Lantern spawn,observation-only; home/slot/respawn unresolved
637,85ea1120-a89f-4e0d-9953-29643a5f53e0,2026-09-16T17:51:28.4761589Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Gaoler's Lantern,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1295.010498046875,-60.42165756225586,613.219482421875]",-2.1819186210632324,Gaoler's Lantern spawn,observation-only; home/slot/respawn unresolved
638,dca6cd12-b4a5-4ee8-8624-90b32b154f60,2026-09-16T17:51:42.7481371Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Cell Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1297.735595703125,-60.125,608.0855712890625]",2.435699462890625,Cell Mite Spawn,observation-only; home/slot/respawn unresolved
639,5db3c13d-976b-4b36-b0f6-282543befca0,2026-09-16T17:51:58.0122153Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Cell Mite Spawn,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1300.3912353515625,-61.30927276611328,595.7605590820312]",-3.003096342086792,,observation-only; home/slot/respawn unresolved
641,bdb090e2-d86f-48bb-9e76-f4e1077857a0,2026-09-16T17:55:49.3002273Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Bastard Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1338.188720703125,-62.945560455322266,546.0029296875]",2.20766282081604,Bastard Mite spawns with boss,observation-only; home/slot/respawn unresolved
642,31039611-bebd-4b4d-ad51-ff2d841b6d22,2026-09-16T17:55:59.2765061Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Bastard Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1347.6683349609375,-62.95021438598633,544.8291625976562]",2.0866944789886475,Bastard Mite spawns with boss,observation-only; home/slot/respawn unresolved
643,7eca57a6-5bd9-4fd2-959b-647cc7d95801,2026-09-16T17:56:12.1643451Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Bastard Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1340.6097412109375,-62.886985778808594,537.704345703125]",0.5558471083641052,Bastard Mite spawns with boss,observation-only; home/slot/respawn unresolved
644,6eed632a-a317-4b2b-ad84-7bddae047b10,2026-09-16T17:56:40.0285567Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,encounter,The Thousand Maws of Toto-Rak monster encounter candidate,monster,Shaula,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1343.7974853515625,-62.952293395996094,539.8340454101562]",-0.24782419204711914,Shaula Diremite dungeon boss,observation-only; home/slot/respawn unresolved
501,7c86b302-87fd-4ca7-8a3b-8b5de9e00ab7,2026-09-16T15:05:46.0401062Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Stage 1 Photocell,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1095.0135498046875,-39.999996185302734,808.8655395507812]",-1.8167109489440918,Stage 1 Photocell item for dungeon,observation-only; home/slot/respawn unresolved
502,52f07963-31f8-4a80-badc-cb4dc3e24f69,2026-09-16T15:06:52.3202181Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Stage 1 Photocell,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1012.306640625,-40.92855453491211,645.4020385742188]",-3.0903830528259277,Stage 1 Photocell item for dungeon,observation-only; home/slot/respawn unresolved
503,6444350b-a8f4-4a35-966e-8783074542a4,2026-09-16T15:18:43.3283978Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,???,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1066.9300537109375,-45.19092559814453,875.9149780273438]",0.0,"Interactactable paper on wall that states ""4.) Device Located. but one team yet to return. Barrier terminal unresponsive until technologist suggests applying set of four photocells. how does he know these things? watch him. Lancer suggests locating missing team. decide to press on.""",observation-only; home/slot/respawn unresolved
504,302d178c-f018-4817-81a0-8633682338cd,2026-09-16T15:20:12.3125356Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Stage 1 photocell,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1066.909912109375,-44.999996185302734,892.4935302734375]",-0.19517755508422852,Stage 1 photocell spawn for dungeon,observation-only; home/slot/respawn unresolved
509,e28baa46-7759-43da-b0b0-14e5c4029443,2026-09-16T15:23:57.5045425Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Stage 1 Photocell,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1010.9786987304688,-45.00831604003906,844.747802734375]",0.29196494817733765,Stage 1 Photocell spawn for dungeon,observation-only; home/slot/respawn unresolved
515,2def32ea-1b1c-4138-9f84-913a8c44a87c,2026-09-16T15:34:45.0489253Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,???,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[974.5375366210938,-37.581172943115234,661.912353515625]",0.41378796100616455,"Interactable Paper on the wall that states ""First Spear Rydel
Toto-Rak Expedition notes
1.) Strange lights sighted from just the inside dungeon entrance. creatures of the forest?
closer inspection reveals them to be man-made machines. Ashcrown Consortium technologist accompanying party believes them to be of garlean design. Labels them 'magitek photocells' collect for further study.""",observation-only; home/slot/respawn unresolved
516,442093fd-ca76-4a94-b771-2a98cc220659,2026-09-16T15:39:20.8090086Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,???,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1011.4505004882812,-43.17466735839844,758.4981689453125]",2.564039707183838,"Interactable paper that states "" 3. Lancer Downed attempting to breach what Ashcrown technologist calls a 'magitek field' technologist advises that there should be a device in the vicinity powering the barrier. No choice but to look for it. Divided party into four teams to expedite search. Whisperings of discontent? No. Just my imagination.""",observation-only; home/slot/respawn unresolved
517,6f421992-7725-4e54-a21a-ad0d5f961413,2026-09-16T15:48:18.1931959Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Stage 1 Photocell,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1140.7713623046875,-47.50127029418945,743.13916015625]",0.884788990020752,Stage 1 photocell spawn for dungeon,observation-only; home/slot/respawn unresolved
518,2a788938-6e96-41c3-aed1-365f299fed86,2026-09-16T15:49:33.4573769Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,???,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1135.780029296875,-48.13232421875,687.508544921875]",2.701172113418579,device used to unlock magitek fields in toto-rak,observation-only; home/slot/respawn unresolved
519,459875b6-5343-4a04-a2d4-5ccf7bd01df6,2026-09-16T16:01:14.5535847Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,Misc,???,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1104.1756591796875,-44.12974166870117,880.7843627929688]",-1.4447917938232422,device used to unlock magitek fields in toto-rak,observation-only; home/slot/respawn unresolved
527,93778d85-6faf-4273-8704-629174b48952,2026-09-16T16:10:24.3219022Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,???,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1226.1488037109375,-53.60417175292969,719.615478515625]",-1.527987003326416,"Interactable note on wall that states ""5.) Encountered sheer drop several yalms down passage. Rock face looks treacherous but descent should be possible with ropes. Return climb may be troublesome-especially with the technologist slowing us down. Lancers seem uncertain. After consulting with second officer, have decided to proceed. will send scouts to find alternate route back to entrance.""",observation-only; home/slot/respawn unresolved
538,0f1d9d52-0a88-4e18-a711-9ab152087a3f,2026-09-16T16:22:38.7873971Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Loot Chest,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1104.68017578125,-48.069358825683594,765.8971557617188]",-0.7530016899108887,contains random loot but can also contain Warden's Barbut,observation-only; home/slot/respawn unresolved
539,1bb67e36-9de7-418d-bc97-4598d56d7365,2026-09-16T16:23:21.7467393Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Mun-Tuy Sapling,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1168.2132568359375,-49.06117630004883,780.8359985351562]",-3.107137441635132,Mun-Tuy Sapling spawn,observation-only; home/slot/respawn unresolved
540,878bb3ee-ac0c-4cde-b228-e6b5dfe0cc5b,2026-09-16T16:23:31.2262869Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Prison Pteroc,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1169.2119140625,-48.18080139160156,769.19189453125]",3.008077621459961,Prison Pteroc spawn,observation-only; home/slot/respawn unresolved
541,9c31c1e2-eb52-4f5a-807b-9506fb1a0281,2026-09-16T16:23:40.8900943Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Prison Pteroc,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1167.2552490234375,-49.16825485229492,787.6375122070312]",0.15735287964344025,Prison Pteroc spawn,observation-only; home/slot/respawn unresolved
560,d8624a03-55fb-43bf-be30-51ad56155ba7,2026-09-16T16:59:57.9951925Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_lancer'snote,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1315.98388671875,-56.37815475463867,688.81005859375]",-0.33273887634277344,"Interactable note on the wall that states ""6.) Discovered mangled bodies of the missing team beyond the drop. have lost linkpearl contact with the two scouts sent to find an alternate route out. Presumed lost or deserted. Will continue expedition for now. but must consider retreat if situation worsens.""",observation-only; home/slot/respawn unresolved
562,68d06e57-0917-4270-819a-4efb6bbe299e,2026-09-16T17:01:46.0749156Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell3,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1265.372314453125,-55.99349594116211,689.0284423828125]",0.5210145711898804,photocell 3 spawn loaction,observation-only; home/slot/respawn unresolved
563,49331ab6-9ec3-426d-8e7e-60d1f72d2030,2026-09-16T17:02:39.3073124Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell3,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1318.05859375,-56.0,710.1997680664062]",-2.9140827655792236,photocell 3 spawn location,observation-only; home/slot/respawn unresolved
577,ddeb7c4e-2f5f-4e35-ac11-c33bda6ed59b,2026-09-16T17:13:59.8112045Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_unlockingdevice,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1456.528564453125,-59.101844787597656,679.698974609375]",-2.954389810562134,requires 4 photocells to unlock,observation-only; home/slot/respawn unresolved
578,e9ab42c6-e07f-4bda-985e-1a77d69d6b6e,2026-09-16T17:17:11.1152751Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_Photocell3,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1385.16650390625,-56.51796340942383,745.8939819335938]",0.6007785797119141,Photocell 3 spawn location,observation-only; home/slot/respawn unresolved
586,5892144a-17f2-4f2b-bd38-b70ae361b04f,2026-09-16T17:20:07.7812808Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell3,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1327.0311279296875,-57.22445297241211,748.2470703125]",-1.6425981521606445,photocell 3 spawn location,observation-only; home/slot/respawn unresolved
591,5d025fd3-3db7-4b01-a2fa-987177c46342,2026-09-16T17:29:38.6036634Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,lootchest,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1286.015625,-56.99995422363281,646.0853881835938]",-1.629422664642334,4th dungeon chest contains Brigand's gloves and random loot,observation-only; home/slot/respawn unresolved
592,760ca3bb-eb33-438c-b00a-677026dbd527,2026-09-16T17:30:31.2197055Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell2,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1227.0260009765625,-54.947566986083984,747.3587036132812]",-1.841130256652832,photocell 2 spawn location,observation-only; home/slot/respawn unresolved
593,0a297b89-be69-4bba-af5a-792f9285ce12,2026-09-16T17:31:08.6279122Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell2,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1274.0029296875,-56.999996185302734,791.415771484375]",0.7512199282646179,Photocell 2 spawn location,observation-only; home/slot/respawn unresolved
594,1489e29e-243d-4617-8809-996e556dd677,2026-09-16T17:32:29.3958125Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell2,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1205.435791015625,-47.999996185302734,898.1414794921875]",-2.4598286151885986,photocell 2 spawn location,observation-only; home/slot/respawn unresolved
595,f7436566-9947-4ac3-b199-9bd95638909b,2026-09-16T17:33:30.6359815Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,lootchest,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1156.0380859375,-44.973960876464844,852.6769409179688]",-1.8851547241210938,3rd Dungeon loot chest contains random loot or birgand's acton,observation-only; home/slot/respawn unresolved
599,e71a42fc-6c9c-4752-9c9a-d83120fca66e,2026-09-16T17:35:52.5957887Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Gaoler's lantern,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1106.2962646484375,-51.797119140625,641.9666137695312]",2.958935260772705,Gaoler's lantern spawn,observation-only; home/slot/respawn unresolved
621,324eed94-8a68-45aa-b71a-07d8cadd81e7,2026-09-16T17:43:46.3720418Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell4,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1240.29052734375,-50.99424743652344,648.7776489257812]",2.519158363342285,Photocell4 spawn location,observation-only; home/slot/respawn unresolved
622,5c85d94c-f67c-4aa9-8d83-48293ddeb974,2026-09-16T17:44:10.3398401Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell4,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1234.4210205078125,-53.21933364868164,582.3253173828125]",-2.0471653938293457,photocell4 spawn location,observation-only; home/slot/respawn unresolved
623,6ed82e52-e974-4344-b1d8-1a678ecbe557,2026-09-16T17:45:41.8360516Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,lootchest,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1090.9498291015625,-50.9827880859375,653.5313720703125]",-1.18662691116333,5th dungeon loot chest contains random loot or Torturer's Duckbills,observation-only; home/slot/respawn unresolved
624,ce60ff51-d912-48b9-9923-51748f185387,2026-09-16T17:46:28.0758645Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell4,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1203.3262939453125,-53.09130096435547,620.6866455078125]",1.9421957731246948,photocell4 spawn location,observation-only; home/slot/respawn unresolved
625,85ab0c27-b119-455d-81da-44b5b771e63e,2026-09-16T17:47:06.0999578Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_photocell4,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1223.1842041015625,-53.024078369140625,621.6207885742188]",-2.3981120586395264,photocell4 spawn location,observation-only; home/slot/respawn unresolved
626,e3a9973d-61a9-4fb2-aa82-9ab043193de2,2026-09-16T17:47:48.5546532Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,lootchest,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1218.314208984375,-50.976104736328125,652.523681640625]",-0.9121551513671875,6th dungeon loot chest contains Warden's Gloves or random loot,observation-only; home/slot/respawn unresolved
627,7aaab367-1859-4ac5-9d36-398643508811,2026-09-16T17:48:35.4282766Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Cell Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1262.19775390625,-54.620086669921875,615.3167114257812]",1.2217674255371094,Cell Mite spawn,observation-only; home/slot/respawn unresolved
640,923a07bc-fbd0-4315-9e2a-16568b3df9e0,2026-09-16T17:55:04.3562235Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_unlockingdevice,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1301.0357666015625,-62.406620025634766,559.0545043945312]",1.411328673362732,requires 4 photocells to unlock,observation-only; home/slot/respawn unresolved
645,83b64e90-19fb-4299-b796-580476a15781,2026-09-16T18:00:27.9329574Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,qm_unlockingdevice,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1203.750244140625,-47.90559005737305,911.2518920898438]",1.5126680135726929,requires 4 photocells to unlock,observation-only; home/slot/respawn unresolved
646,69d2909c-d5cd-4966-a5e0-a17c5f41b3b2,2026-09-16T18:01:26.1963716Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Horde Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1253.134521484375,-46.85856628417969,921.594482421875]",-2.0868349075317383,Horde Mite spawns with boss,observation-only; home/slot/respawn unresolved
647,878464d0-aca7-4686-8ac9-b8806132528d,2026-09-16T18:01:38.364511Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Horde Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1246.8436279296875,-46.94636535644531,932.0]",-2.3761768341064453,Horde Mite spawns with boss,observation-only; home/slot/respawn unresolved
648,5caf9f54-a6c1-47cc-97c5-277f6e4c5144,2026-09-16T18:01:51.1167618Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Horde Mite,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1244.7047119140625,-46.94572448730469,925.8970947265625]",-2.2441797256469727,Horde Mite spawns with boss,observation-only; home/slot/respawn unresolved
649,60368e81-385f-4345-9f9e-444f0da30105,2026-09-16T18:02:22.44443Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,Antares,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1251.37109375,-46.9111328125,931.208251953125]",-2.1528120040893555,Dungeon diremite boss,observation-only; home/slot/respawn unresolved
650,905fae1c-8b7c-4d06-8ba8-0f3d49038aa5,2026-09-16T18:04:06.7485128Z,159,The Thousand Maws of Toto-Rak,fst0Dungeon03,resolved,misc,raw subject_type=misc,misc,lootchest,unresolved,profile-4bda7a4d87bab618,"[544.0,224.0,1824.0,1248.0]","[1008.906494140625,-40.90117645263672,645.2291259765625]",3.037909746170044,1st Dungeon chest contains random loot or Torturer's Monocle,observation-only; home/slot/respawn unresolved
685,7498c4f8-3c0b-44a8-8f56-5e1e30a1b718,2026-09-19T04:36:08.1952712Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Doestolg,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1260.6925048828125,264.00042724609375,-544.8277587890625]",-1.4813904762268066,Doestolg camp npc spawn,observation-only; home/slot/respawn unresolved
728,e8131b31-f55f-49bf-a829-62dd8b3244f3,2026-09-19T04:36:46.5873597Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Frediswitha,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1258.674560546875,264.00018310546875,-543.3764038085938]",-1.4519968032836914,Frediswitha camp npc spawn,observation-only; home/slot/respawn unresolved
687,77cf3f04-1562-45b8-8838-48162ff65b0e,2026-09-19T04:40:09.3553122Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Drybone Battlewarden,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1243.9344482421875,264.01751708984375,-559.9678955078125]",-2.7310259342193604,Drybone Battlewarden spawn,observation-only; home/slot/respawn unresolved
660,151c53b5-72df-4ee2-bb0a-d88ab2c74dcf,2026-09-19T04:42:15.9872188Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Z'Ilayan,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1239.207275390625,264.0037536621094,-538.5639038085938]",-1.4795303344726562,Z'Ilayan npc spawn,observation-only; home/slot/respawn unresolved
706,b852fe01-5007-4192-aebc-e261269a81bb,2026-09-19T04:52:25.9795389Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Camp Broken Water Atheryte,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1687.7353515625,296.00665283203125,1003.0166625976562]",-2.157113552093506,Camp Broken Water Atheryte spawn,observation-only; home/slot/respawn unresolved
704,b0ba3f0b-f709-4c0a-ab75-ffb9e9006ffd,2026-09-19T04:53:16.3633729Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Vanicie,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1701.1551513671875,296.0006408691406,992.4057006835938]",-1.535874366760254,Vanicie camp npc spawn,observation-only; home/slot/respawn unresolved
688,79d22030-5718-43de-aa2b-11ca843d6f0d,2026-09-19T04:53:45.3472707Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Caspar,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1703.1807861328125,296.0003662109375,991.4087524414062]",-1.5668492317199707,Caspar npc spawn,observation-only; home/slot/respawn unresolved
716,c88c45d8-25a8-4294-8a00-caa8044844af,2026-09-19T04:54:21.412358Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Papatori,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1706.8214111328125,296.0001525878906,995.151123046875]",-1.7624411582946775,Papatori npc spawn,observation-only; home/slot/respawn unresolved
683,6e0c730b-a6d1-485f-b8a0-b16f1feecce4,2026-09-19T04:55:16.2032967Z,170,unresolved,unresolved,unresolved,npc,raw subject_type=npc,npc,Flame Sergeant Fouillel,unresolved,profile-23c7c3b3ecee2203,"[-2687.0,-3072.0,2945.0,2560.0]","[1703.699951171875,296.0011291503906,998.6212158203124]",-1.084977626800537,Flame Sergeant Fouillel npc spawn,observation-only; home/slot/respawn unresolved
