region,marker_order,label_raw,parsed_candidates,level_text,level_min,level_max,amount_text,amount_min,amount_max,amount_approximation,map_x,map_y,coordinates,coordinate_x,coordinate_y,coordinate_note,aggression_marker,snapshot_url,original_url,shared_slot_verdict
Thanalan,12,Antling Digger,"[""Antling Digger""]",40-42,40,42,,,,unresolved,2125,-1525,"42,30",42,30,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,13,Antling Digger,"[""Antling Digger""]",43-46,43,46,8,8,8,exact,2225,-1475,"44,29",44,29,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,14,Antling Digger,"[""Antling Digger""]",47-49,47,49,8,8,8,exact,2325,-1475,"46,29",46,29,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,15,Amalj'aa Striker,"[""Amalj'aa Striker""]",32-34,32,34,7-8,7,8,exact,2325,-1375,"46,27",46,27,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,16,Amalj'aa Lancer/Divinator/Bowyer/Drubber,"[""Amalj'aa Lancer"",""Divinator"",""Bowyer"",""Drubber""]",48-49,48,49,8-10,8,10,exact,2375,-1375,"47,27",47,27,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,17,Amalj'aa Grunt,"[""Amalj'aa Grunt""]",30-30,30,30,7-8,7,8,exact,2375,-1375,"47,27",47,27,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,18,Deathstroke/Venomtongue Assassin,"[""Deathstroke"",""Venomtongue Assassin""]",47-49,47,49,12-14,12,14,exact,2200,-1300,"43.5,25.5",43.5,25.5,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,19,Dodo,"[""Dodo""]",10-12,10,12,10,10,10,exact,1925,-1175,"38,23",38,23,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,20,Dodo,"[""Dodo""]",17-19,17,19,12-14,12,14,exact,1800,-1425,"35.5,28",35.5,28,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,21,Dodo,"[""Dodo""]",10-12,10,12,10,10,10,exact,1925,-1325,"38,26",38,26,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,22,Dodo,"[""Dodo""]",10-12,10,12,12,12,12,exact,1975,-1175,"39,23",39,23,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,23,Drybone Shrew,"[""Drybone Shrew""]",10-12,10,12,9,9,9,exact,2025,-1175,"40,23",40,23,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,24,Drybone Shrew,"[""Drybone Shrew""]",13-16,13,16,8-10,8,10,exact,2100,-1025,"41.5,20",41.5,20,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,25,Drybone Shrew,"[""Drybone Shrew""]",17-18,17,18,12-15,12,15,exact,2050,-975,"40.5,19",40.5,19,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,26,Drybone Shrew,"[""Drybone Shrew""]",13-16,13,16,12,12,12,exact,1875,-1075,"37,21",37,21,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,27,Dodo,"[""Dodo""]",17-19,17,19,10-13,10,13,exact,2225,-1025,"44,20",44,20,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,28,Nightblade/Venomtongue Assassin,"[""Nightblade"",""Venomtongue Assassin""]",43-45,43,45,12-15,12,15,exact,2100,-1450,"41.5,28.5",41.5,28.5,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,29,Antling Digger,"[""Antling Digger""]",47-49,47,49,8,8,8,exact,1925,-1525,"38,30",38,30,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,30,Antling Digger,"[""Antling Digger""]",43-46,43,46,16-18,16,18,exact,2050,-1575,"40.5,31",40.5,31,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,31,Nightblade/Deathstroke Assassin,"[""Nightblade"",""Deathstroke Assassin""]",40-42,40,42,10-12,10,12,exact,2050,-1525,"40.5,30",40.5,30,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,32,Moiling Moles,"[""Moiling Moles""]",15-15,15,15,10-12,10,12,exact,1275,-1125,"25,22",25,22,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,33,Stuffed Dodo,"[""Stuffed Dodo""]",15-15,15,15,10,10,10,exact,1325,-1075,"26,21",26,21,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,34,Chigoe,"[""Chigoe""]",4-5,4,5,12-15,12,15,exact,1475,-1225,"29,24",29,24,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,35,Spriggan Collector,"[""Spriggan Collector""]",8-9,8,9,14-15,14,15,exact,1625,-1175,"32,23",32,23,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,36,Amalj'aa Stargazer/Bruser/Hunter/Javelineer,"[""Amalj'aa Stargazer"",""Bruser"",""Hunter"",""Javelineer""]",27-29,27,29,8-10,8,10,exact,925,-1475,"18,29",18,29,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,37,Aldgoat Billy/Nanny,"[""Aldgoat Billy"",""Nanny""]",20-22,20,22,12-15,12,15,exact,775,-1375,"15,27",15,27,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,38,Cactaur,"[""Cactaur""]",23-25,23,25,8-10,8,10,exact,875,-1600,"17,31.5",17,31.5,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,39,Molting Miteling,"[""Molting Miteling""]",30-32,30,32,8-10,8,10,exact,925,-1675,"18,33",18,33,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,40,Molting Miteling,"[""Molting Miteling""]",34-36,34,36,7-8,7,8,exact,975,-1675,"19,33",19,33,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,41,Amalj'aa Scout/Harpooner/Ranger/Seer,"[""Amalj'aa Scout"",""Harpooner"",""Ranger"",""Seer""]",30-31,30,31,6,6,6,exact,875,-1825,"17,36",17,36,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,42,Amalj'aa Scout/Harpooner/Ranger/Seer,"[""Amalj'aa Scout"",""Harpooner"",""Ranger"",""Seer""]",33-36,33,36,6,6,6,exact,775,-1725,"15,34",15,34,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,43,Molting Miteling,"[""Molting Miteling""]",37-39,37,39,8,8,8,exact,825,-1675,"16,33",16,33,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,44,Aldgoat Billy/Nanny,"[""Aldgoat Billy"",""Nanny""]",27-29,27,29,12,12,12,exact,775,-1675,"15,33",15,33,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,45,Cactaur,"[""Cactaur""]",23-26,23,26,12-15,12,15,exact,575,-1550,"11,30.5",11,30.5,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,46,Cactaur,"[""Cactaur""]",20-22,20,22,12-15,12,15,exact,625,-1450,"12,28.5",12,28.5,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,47,Cactaur,"[""Cactaur""]",28-29,28,29,12-15,12,15,exact,450,-1475,"8.5,29",8.5,29,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,48,Aldgoat Billy/Nanny,"[""Aldgoat Billy"",""Nanny""]",23-26,23,26,12-15,12,15,exact,575,-1275,"11,25",11,25,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,49,Aldgoat Billy/Nanny,"[""Aldgoat Billy"",""Nanny""]",28-29,28,29,12-15,12,15,exact,475,-1275,"9,25",9,25,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,50,Drifting Dud,"[""Drifting Dud""]",23-26,23,26,12-15,12,15,exact,425,-1125,"8,22",8,22,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,51,Amalj'aa Scout/Harpooner/Ranger/Seer,"[""Amalj'aa Scout"",""Harpooner"",""Ranger"",""Seer""]",23-26,23,26,6-8,6,8,exact,675,-1200,"13,23.5",13,23.5,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,52,Amalj'aa Scout/Harpooner/Ranger/Seer,"[""Amalj'aa Scout"",""Harpooner"",""Ranger"",""Seer""]",20-21,20,21,8-10,8,10,exact,750,-1075,"14.5,21",14.5,21,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,53,Pus Gnat,"[""Pus Gnat""]",45-47,45,47,8-10,8,10,exact,2025,-1875,"40,37",40,37,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,54,Pus Gnat,"[""Pus Gnat""]",47-49,47,49,8,8,8,exact,1900,-1925,"37.5,38",37.5,38,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,55,Pus Gnat,"[""Pus Gnat""]",47-49,47,49,8-10,8,10,exact,1875,-1825,"37,36",37,36,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,56,Pus Gnat,"[""Pus Gnat""]",40-42,40,42,5,5,5,exact,2175,-1925,"43,38",43,38,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,57,Pus Gnat,"[""Pus Gnat""]",43-44,43,44,7-10,7,10,exact,2025,-1975,"40,39",40,39,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,58,Qiqirn Mercenary,"[""Qiqirn Mercenary""]",66-69,66,69,5,5,5,exact,1875,-2075,"37,41",37,41,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,59,Pus Gnat,"[""Pus Gnat""]",40-42,40,42,9-10,9,10,exact,2125,-2075,"42,41",42,41,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,60,Amalj'aa Lancer/Divinator/Bowyer/Drubber,"[""Amalj'aa Lancer"",""Divinator"",""Bowyer"",""Drubber""]",40-42,40,42,8,8,8,exact,2275,-2075,"45,41",45,41,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,61,Amalj'aa Lancer/Divinator/Bowyer/Drubber,"[""Amalj'aa Lancer"",""Divinator"",""Bowyer"",""Drubber""]",43-46,43,46,8,8,8,exact,2275,-1975,"45,39",45,39,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,62,Amalj'aa Lancer/Divinator/Bowyer/Drubber,"[""Amalj'aa Lancer"",""Divinator"",""Bowyer"",""Drubber""]",47-49,47,49,8,8,8,exact,2325,-2025,"46,40",46,40,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,unresolved_shared_slot
Thanalan,63,Sphene Doblyn,"[""Sphene Doblyn""]",57-59,57,59,8,8,8,exact,2375,-2675,"47,53",47,53,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,64,Cockatrice,"[""Cockatrice""]",50-54,50,54,7,7,7,exact,1275,-675,"25,13",25,13,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,65,Cockatrice,"[""Cockatrice""]",50-54,50,54,8,8,8,exact,1225,-650,"24,12.5",24,12.5,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,66,Diremite,"[""Diremite""]",55-59,55,59,5,5,5,exact,1275,-650,"25,12.5",25,12.5,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,67,Diremite,"[""Diremite""]",55-59,55,59,8,8,8,exact,1225,-675,"24,13",24,13,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,68,Diremite,"[""Diremite""]",55-59,55,59,8,8,8,exact,1150,-750,"22.5,14.5",22.5,14.5,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,69,Diremite,"[""Diremite""]",55-59,55,59,8,8,8,exact,1100,-800,"21.5,15.5",21.5,15.5,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,70,Desert Peiste,"[""Desert Peiste""]",54-56,54,56,4,4,4,exact,1075,-825,"21,16",21,16,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,71,Cockatrice,"[""Cockatrice""]",50-54,50,54,8,8,8,exact,1325,-750,"26,14.5",26,14.5,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,72,Cockatrice,"[""Cockatrice""]",50-54,50,54,8,8,8,exact,1375,-750,"27,14.5",27,14.5,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,73,Cockatrice,"[""Cockatrice""]",50-54,50,54,15,15,15,exact,1450,-775,"28.5,15",28.5,15,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,74,Cockatrice,"[""Cockatrice""]",50-54,50,54,10,10,10,exact,1300,-825,"25.5,16",25.5,16,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,75,Cockatrice,"[""Cockatrice""]",50-54,50,54,10,10,10,exact,1225,-850,"24,16.5",24,16.5,,0,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,76,Mad Angler,"[""Mad Angler""]",30-32,30,32,~12,12,12,approximate,950,-1750,"18.5,34.5",18.5,34.5,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,77,Mad Angler,"[""Mad Angler""]",37-39,37,39,~12,12,12,approximate,925,-1800,"18,35.5",18,35.5,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
Thanalan,78,Mad Angler,"[""Mad Angler""]",33-36,33,36,~12,12,12,approximate,850,-1762.5,"16.5,34.75",16.5,34.75,,1,https://web.archive.org/web/20120605034042/http://mooglebox.com/thanalan/index.php,http://www.mooglebox.com/thanalan/index.php,single_label
