occurrence,capture,record_index,field_u32_00,field_u32_08,field_u32_0c,field_f32_14,field_f32_18,field_f32_1c,hypothesis_f32_20_unprojected
occurrence-417,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-418,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.102112,15.4277859,-433.201843,1.32194042
occurrence-418,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-419,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.102112,15.4277859,-433.201843,1.32194042
occurrence-419,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-420,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.102112,15.4277859,-433.201843,1.32194042
occurrence-420,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-421,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.102112,15.4277859,-433.201843,1.32194042
occurrence-421,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-422,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.102112,15.4277859,-433.201843,1.32194042
occurrence-422,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-423,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.102112,15.4277859,-433.201843,1.32194042
occurrence-423,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-424,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.102112,15.4277859,-433.201843,1.32194042
occurrence-424,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-425,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.472153,15.4277859,-433.06723,1.22194207
occurrence-425,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-426,party_battle_leve.pcapng,0,value-001,value-005,value-006,135.733337,15.4546108,-433.52475,1.22193348
occurrence-426,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-427,party_battle_leve.pcapng,0,value-001,value-005,value-006,137.096939,15.6420794,-427.559814,-0.348851115
occurrence-427,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.879242,15.4619122,-429.289032,2.02550673
occurrence-428,party_battle_leve.pcapng,0,value-001,value-005,value-006,133.126709,15.4053364,-431.387268,2.79273987
occurrence-428,party_battle_leve.pcapng,1,value-007,value-008,value-006,134.907898,15.4619122,-429.317047,2.33262944
occurrence-429,party_battle_leve.pcapng,0,value-001,value-005,value-006,134.327515,15.4053364,-433.098694,1.83194149
occurrence-429,party_battle_leve.pcapng,1,value-007,value-008,value-006,139.898148,15.7468424,-433.150787,2.29434061
occurrence-430,party_battle_leve.pcapng,0,value-001,value-005,value-006,139.732025,15.8965578,-437.373932,1.13379097
occurrence-430,party_battle_leve.pcapng,1,value-007,value-008,value-006,139.95108,16.1843433,-439.233002,0.132730544
occurrence-431,party_battle_leve.pcapng,0,value-001,value-005,value-006,140.456238,16.1357498,-438.836884,0.552556217
occurrence-431,party_battle_leve.pcapng,1,value-007,value-008,value-006,139.714859,16.1843433,-439.115479,0.463587284
occurrence-432,party_battle_leve.pcapng,0,value-001,value-005,value-006,140.147552,16.1357498,-438.700073,0.426906824
occurrence-432,party_battle_leve.pcapng,1,value-007,value-008,value-006,139.714401,16.1124363,-439.11615,0.463587284
occurrence-433,party_battle_leve.pcapng,0,value-001,value-005,value-006,140.147552,16.1357498,-438.700073,0.426906824
occurrence-433,party_battle_leve.pcapng,1,value-007,value-008,value-006,139.714401,16.1124363,-439.11615,0.463587284
occurrence-434,party_battle_leve.pcapng,0,value-001,value-005,value-006,140.239441,16.1357498,-438.545319,0.535647869
occurrence-434,party_battle_leve.pcapng,1,value-007,value-008,value-006,140.147186,16.1124363,-438.475677,0.594097376
occurrence-435,party_battle_leve.pcapng,0,value-001,value-005,value-006,140.068695,16.1357498,-438.566772,0.186462536
occurrence-435,party_battle_leve.pcapng,1,value-007,value-008,value-006,140.147186,16.1124363,-438.475677,-0.103956215
occurrence-436,party_battle_leve.pcapng,0,value-001,value-005,value-006,139.965256,16.1357498,-438.579132,-0.0753407404
occurrence-436,party_battle_leve.pcapng,1,value-007,value-008,value-006,140.063568,16.0156898,-437.674194,-0.103956215
occurrence-437,party_battle_leve.pcapng,0,value-001,value-005,value-006,139.940155,16.0608902,-437.894653,-0.0366482623
occurrence-437,party_battle_leve.pcapng,1,value-007,value-008,value-006,140.147812,16.0713863,-438.481354,-0.103956215
occurrence-438,party_battle_leve.pcapng,0,value-001,value-005,value-006,139.940186,16.0499554,-437.894775,-0.0366468392
occurrence-438,party_battle_leve.pcapng,1,value-007,value-008,value-006,140.147812,16.0713863,-438.481354,-0.103956215
occurrence-439,party_battle_leve.pcapng,0,value-001,value-005,value-006,139.690231,16.0499554,-437.898041,-0.00779294781
occurrence-439,party_battle_leve.pcapng,1,value-007,value-008,value-006,140.147812,16.0713863,-438.481354,-0.103956215
occurrence-440,party_battle_leve.pcapng,0,value-001,value-005,value-006,139.86174,16.0499554,-437.909485,0.0641833693
occurrence-440,party_battle_leve.pcapng,1,value-007,value-008,value-006,140.147812,16.0713863,-438.481354,-0.167927265
occurrence-441,party_battle_leve.pcapng,0,value-001,value-005,value-006,139.821243,16.0819187,-438.778503,-3.09498763
occurrence-441,party_battle_leve.pcapng,1,value-007,value-008,value-006,154.117004,16.2700157,-443.661285,1.74297321
occurrence-442,party_battle_leve.pcapng,0,value-001,value-005,value-006,148.1129,16.2516613,-441.69104,1.90860438
occurrence-442,party_battle_leve.pcapng,1,value-007,value-008,value-006,175.933762,14.5872965,-435.408386,0.77685833
occurrence-443,party_battle_leve.pcapng,0,value-001,value-005,value-006,170.552551,15.1423292,-439.924591,0.838605642
occurrence-443,party_battle_leve.pcapng,1,value-007,value-008,value-006,185.594193,14.8745594,-427.670532,0.896767616
occurrence-444,party_battle_leve.pcapng,0,value-001,value-005,value-006,179.211319,14.4734097,-434.67099,-2.21457934
occurrence-444,party_battle_leve.pcapng,1,value-007,value-008,value-006,177.583923,14.4062262,-437.365448,-1.78005672
occurrence-445,party_battle_leve.pcapng,0,value-001,value-005,value-006,173.917923,14.6360512,-438.653076,-1.58816898
occurrence-445,party_battle_leve.pcapng,1,value-007,value-008,value-006,177.583923,14.4062262,-437.365448,-1.78005672
occurrence-446,party_battle_leve.pcapng,0,value-001,value-005,value-006,170.960251,14.8916264,-440.881073,-2.2165792
occurrence-446,party_battle_leve.pcapng,1,value-007,value-008,value-006,160.083679,16.0700016,-445.759949,-1.41660655
occurrence-447,party_battle_leve.pcapng,0,value-001,value-005,value-006,146.659561,16.193924,-440.492432,-1.54657876
occurrence-447,party_battle_leve.pcapng,1,value-007,value-008,value-006,136.282547,15.9618092,-442.967743,-1.68866122
occurrence-448,party_battle_leve.pcapng,0,value-001,value-005,value-006,124.509918,15.7574158,-449.128113,-2.26857924
occurrence-448,party_battle_leve.pcapng,1,value-007,value-008,value-006,117.8256,15.6637487,-459.101532,-2.48873448
occurrence-449,party_battle_leve.pcapng,0,value-001,value-005,value-006,108.60717,16,-469.584869,-2.98057866
occurrence-449,party_battle_leve.pcapng,1,value-007,value-008,value-006,106.889175,15.7500019,-481.841431,-2.95794415
occurrence-450,party_battle_leve.pcapng,0,value-001,value-005,value-006,103.817871,16,-493.881317,-2.99457812
occurrence-450,party_battle_leve.pcapng,1,value-007,value-008,value-006,104.878059,15.6250601,-506.322052,-3.12453985
occurrence-451,party_battle_leve.pcapng,0,value-001,value-005,value-006,97.6033707,15.8929148,-510.52771,-0.936580002
occurrence-451,party_battle_leve.pcapng,1,value-007,value-008,value-006,88.4826813,15.7689333,-510.300568,-1.6290319
occurrence-452,party_battle_leve.pcapng,0,value-001,value-005,value-006,73.3055801,15.5369358,-510.82019,-1.83257878
occurrence-452,party_battle_leve.pcapng,1,value-007,value-008,value-006,65.6190567,15.4443312,-517.29718,-2.29856205
occurrence-453,party_battle_leve.pcapng,0,value-001,value-005,value-006,65.1235809,15.5697899,-516.477295,-2.9694581
occurrence-453,party_battle_leve.pcapng,1,value-007,value-008,value-006,65.5627823,15.4450569,-517.347351,-2.29856205
occurrence-454,party_battle_leve.pcapng,0,value-001,value-005,value-006,65.017189,15.5697899,-516.796631,-2.82022977
occurrence-454,party_battle_leve.pcapng,1,value-007,value-008,value-006,65.5627823,15.4450569,-517.347351,-2.29856205
occurrence-455,party_battle_leve.pcapng,0,value-001,value-005,value-006,65.4722672,15.4895811,-517.002319,-2.67967057
occurrence-455,party_battle_leve.pcapng,1,value-007,value-008,value-006,65.5627823,15.4450569,-517.347351,-2.29856205
occurrence-456,party_battle_leve.pcapng,0,value-001,value-005,value-006,65.4722672,15.4895811,-517.002319,-2.50106406
occurrence-456,party_battle_leve.pcapng,1,value-007,value-008,value-006,65.5627823,15.4450569,-517.347351,-2.29856205
occurrence-457,party_battle_leve.pcapng,0,value-001,value-005,value-006,62.9765854,15.7238073,-515.828247,-1.64520884
occurrence-457,party_battle_leve.pcapng,1,value-007,value-008,value-006,65.5627823,15.4450569,-517.347351,-2.29856205
occurrence-458,party_battle_leve.pcapng,0,value-001,value-005,value-006,63.0407486,15.6836405,-516.688965,3.06717896
occurrence-458,party_battle_leve.pcapng,1,value-007,value-008,value-006,65.5627823,15.4450569,-517.347351,-2.29856205
occurrence-459,party_battle_leve.pcapng,0,value-001,value-005,value-006,61.6049461,15.5267467,-518.390686,-2.46000433
occurrence-459,party_battle_leve.pcapng,1,value-007,value-008,value-006,59.5102348,15.375104,-527.469421,-2.64925146
occurrence-460,party_battle_leve.pcapng,0,value-001,value-005,value-006,57.6089249,15.4859648,-525.284424,-2.68800378
occurrence-460,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.9537926,15.3750067,-526.851807,-2.45771003
occurrence-461,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.1599274,15.4125662,-527.777527,-2.33808947
occurrence-461,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.9569893,15.3750067,-526.854553,-2.45771003
occurrence-462,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.4235802,15.4125662,-527.58667,-2.20950341
occurrence-462,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.9569893,15.3750067,-526.854553,-2.45771003
occurrence-463,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.4235802,15.4125662,-527.58667,-2.20950341
occurrence-463,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.4141388,15.3750067,-527.328186,-2.28805041
occurrence-464,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.4235802,15.4125662,-527.58667,-2.20950341
occurrence-464,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.4141388,15.3750067,-527.328186,-2.28805041
occurrence-465,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.2243843,15.4125662,-527.324097,-2.37626529
occurrence-465,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.4141388,15.3750067,-527.328186,-2.28805041
occurrence-466,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.2243843,15.4125662,-527.324097,-2.37626529
occurrence-466,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.4141388,15.3750067,-527.328186,-2.28805041
occurrence-467,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.6852188,15.405426,-528.970642,3.13171029
occurrence-467,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.5999222,15.3875961,-528.400024,2.97180963
occurrence-468,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.6852188,15.405426,-528.970642,3.13171029
occurrence-468,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.6874466,15.5703564,-533.627502,-0.153268799
occurrence-469,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.6852188,15.405426,-528.970642,3.13171029
occurrence-469,party_battle_leve.pcapng,1,value-007,value-008,value-006,57.8950653,15.6213236,-533.91333,0.0618288666
occurrence-470,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.7492828,15.4350185,-529.643921,-2.92135715
occurrence-470,party_battle_leve.pcapng,1,value-007,value-008,value-006,57.8950653,15.6213236,-533.91333,0.0618288666
occurrence-471,party_battle_leve.pcapng,0,value-001,value-005,value-006,57.676918,15.5406265,-532.971252,0.41550532
occurrence-471,party_battle_leve.pcapng,1,value-007,value-008,value-006,58.9436531,15.8538904,-536.188782,-0.194928169
occurrence-472,party_battle_leve.pcapng,0,value-001,value-005,value-006,57.398777,15.5406265,-532.805664,0.790636241
occurrence-472,party_battle_leve.pcapng,1,value-007,value-008,value-006,59.3765945,15.8226309,-535.760925,-0.239878669
occurrence-473,party_battle_leve.pcapng,0,value-001,value-005,value-006,57.4380455,15.6005688,-533.550049,0.649417579
occurrence-473,party_battle_leve.pcapng,1,value-007,value-008,value-006,59.3765945,15.8226309,-535.760925,-0.239878669
occurrence-474,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.3576698,15.6107063,-533.918701,0.159666553
occurrence-474,party_battle_leve.pcapng,1,value-007,value-008,value-006,59.3765945,15.8226309,-535.760925,-0.239878669
occurrence-475,party_battle_leve.pcapng,0,value-001,value-005,value-006,57.6998825,15.6107063,-533.380798,-0.885427237
occurrence-475,party_battle_leve.pcapng,1,value-007,value-008,value-006,60.6432571,15.8678169,-536.805908,2.29622316
occurrence-476,party_battle_leve.pcapng,0,value-001,value-005,value-006,58.372963,15.6107063,-533.93103,2.25614548
occurrence-476,party_battle_leve.pcapng,1,value-007,value-008,value-006,60.6432571,15.8678169,-536.805908,2.29622316
occurrence-477,party_battle_leve.pcapng,0,value-001,value-005,value-006,57.8132782,15.4433603,-531.156738,-0.864641488
occurrence-477,party_battle_leve.pcapng,1,value-007,value-008,value-006,46.5848236,16.16996,-520.533447,-0.835530281
occurrence-478,party_battle_leve.pcapng,0,value-001,value-005,value-006,43.2843018,16.365284,-515.620117,-0.918641388
occurrence-478,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.5620842,16.248312,-516.415161,-1.23437834
occurrence-479,party_battle_leve.pcapng,0,value-001,value-005,value-006,42.1472206,16.3527412,-515.767151,-1.02129722
occurrence-479,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.0131035,16.248312,-515.801208,-0.77617836
occurrence-480,party_battle_leve.pcapng,0,value-001,value-005,value-006,42.0701561,16.3643436,-516.018372,-0.823762715
occurrence-480,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.0131035,16.248312,-515.801208,-0.77617836
occurrence-481,party_battle_leve.pcapng,0,value-001,value-005,value-006,41.5258904,16.3643436,-515.43634,-0.751903892
occurrence-481,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.0131035,16.248312,-515.801208,-0.616024077
occurrence-482,party_battle_leve.pcapng,0,value-001,value-005,value-006,41.6900864,16.2504444,-516.342712,-0.624389112
occurrence-482,party_battle_leve.pcapng,1,value-007,value-008,value-006,40.864193,16.248312,-515.5578,-0.549218178
occurrence-483,party_battle_leve.pcapng,0,value-001,value-005,value-006,41.029026,16.258419,-515.425293,-0.624373317
occurrence-483,party_battle_leve.pcapng,1,value-007,value-008,value-006,40.864193,16.248312,-515.5578,-0.549218178
occurrence-484,party_battle_leve.pcapng,0,value-001,value-005,value-006,41.3459587,16.187561,-516.934692,-1.09176624
occurrence-484,party_battle_leve.pcapng,1,value-007,value-008,value-006,40.864193,16.248312,-515.5578,-0.549218178
occurrence-485,party_battle_leve.pcapng,0,value-001,value-005,value-006,38.7000809,16.5077477,-517.829529,-0.736375749
occurrence-485,party_battle_leve.pcapng,1,value-007,value-008,value-006,40.4265938,16.248312,-516.09491,-1.39358485
occurrence-486,party_battle_leve.pcapng,0,value-001,value-005,value-006,39.3422089,16.4975891,-517.554932,-0.81058538
occurrence-486,party_battle_leve.pcapng,1,value-007,value-008,value-006,36.0549202,16.0802994,-513.708069,2.68360877
occurrence-487,party_battle_leve.pcapng,0,value-001,value-005,value-006,39.3422089,16.4975891,-517.554932,-0.81058538
occurrence-487,party_battle_leve.pcapng,1,value-007,value-008,value-006,35.65979,16.0802994,-513.969055,2.53483939
occurrence-488,party_battle_leve.pcapng,0,value-001,value-005,value-006,39.2702751,16.4975891,-517.63031,-0.808590293
occurrence-488,party_battle_leve.pcapng,1,value-007,value-008,value-006,35.65979,16.0802994,-513.969055,2.53483939
occurrence-489,party_battle_leve.pcapng,0,value-001,value-005,value-006,40.5979462,16.5570011,-519.2677,-0.77967912
occurrence-489,party_battle_leve.pcapng,1,value-007,value-008,value-006,39.9941406,16.2112579,-515.363953,-2.11099911
occurrence-490,party_battle_leve.pcapng,0,value-001,value-005,value-006,40.3928719,16.2480488,-516.238098,-2.50549984
occurrence-490,party_battle_leve.pcapng,1,value-007,value-008,value-006,39.3829117,16.5788174,-518.567078,-0.648897231
occurrence-491,party_battle_leve.pcapng,0,value-001,value-005,value-006,42.0293465,16.2480488,-516.851562,-2.75895929
occurrence-491,party_battle_leve.pcapng,1,value-007,value-008,value-006,42.9944572,16.1555214,-518.773071,-2.12398148
occurrence-492,party_battle_leve.pcapng,0,value-001,value-005,value-006,45.5264168,16.910717,-512.502563,-2.75895929
occurrence-492,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.7859535,16.8116169,-522.756775,-0.347467452
occurrence-493,party_battle_leve.pcapng,0,value-001,value-005,value-006,42.2398033,16.2440834,-517.6521,-2.59279275
occurrence-493,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.7852173,16.8116169,-522.754822,-0.347467452
occurrence-494,party_battle_leve.pcapng,0,value-001,value-005,value-006,42.2118301,16.2440834,-517.695984,-2.59279275
occurrence-494,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.7852173,16.8116169,-522.754822,-0.347467452
occurrence-495,party_battle_leve.pcapng,0,value-001,value-005,value-006,40.1554718,16.6631889,-518.862915,0.568077683
occurrence-495,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.7852173,16.8116169,-522.754822,-0.347467452
occurrence-496,party_battle_leve.pcapng,0,value-001,value-005,value-006,40.1554718,16.6631889,-518.862915,0.568077683
occurrence-496,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.7852173,16.8116169,-522.754822,-0.347467452
occurrence-497,party_battle_leve.pcapng,0,value-001,value-005,value-006,40.1554718,16.6631889,-518.862915,0.568077683
occurrence-497,party_battle_leve.pcapng,1,value-007,value-008,value-006,41.7852173,16.8116169,-522.754822,-0.347467452
occurrence-498,party_battle_leve.pcapng,0,value-001,value-005,value-006,42.5138626,16.2302761,-517.735535,1.12487769
occurrence-498,party_battle_leve.pcapng,1,value-007,value-008,value-006,43.9694405,16.2268562,-520.779175,0.286260098
occurrence-499,party_battle_leve.pcapng,0,value-001,value-005,value-006,42.5138626,16.2302761,-517.735535,1.12487769
occurrence-499,party_battle_leve.pcapng,1,value-007,value-008,value-006,-92.7683563,4.03999996,-548.967834,-0.430000007
occurrence-500,party_battle_leve.pcapng,0,value-001,value-005,value-006,-93.8806534,4.03999996,-549.095154,-0.430000007
occurrence-500,party_battle_leve.pcapng,1,value-007,value-008,value-006,-92.7683563,4.03999996,-548.967834,-0.429999828
occurrence-501,quest_update.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-502,quest_update.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-503,quest_update.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-504,quest_update.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-505,quest_update.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-506,quest_update.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-507,quest_update.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-508,quest_update.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-509,repair_items.pcapng,0,value-001,value-005,value-006,1703.43384,20.5118065,-852.46875,0.243498117
occurrence-510,repair_items.pcapng,0,value-001,value-005,value-006,1703.43384,20.5118065,-852.46875,0.243498117
occurrence-511,repair_items.pcapng,0,value-001,value-005,value-006,1703.43384,20.5118065,-852.46875,0.243498117
occurrence-512,repair_items.pcapng,0,value-001,value-005,value-006,1703.43384,20.5118065,-852.46875,0.243498117
occurrence-513,repair_items.pcapng,0,value-001,value-005,value-006,1703.43384,20.5118065,-852.46875,0.243498117
occurrence-514,repair_items.pcapng,0,value-001,value-005,value-006,1703.43384,20.5118065,-852.46875,0.243498117
occurrence-515,return_to_inn.pcapng,0,value-001,value-005,value-006,8.44252777,22.0000019,-1570.31702,-2.07751298
occurrence-516,return_to_inn.pcapng,0,value-001,value-005,value-006,8.44252777,22.0000019,-1570.31702,-2.07751298
occurrence-517,return_to_inn.pcapng,0,value-001,value-005,value-006,8.44252777,22.0000019,-1570.31702,-2.07751298
occurrence-518,sell_item.pcapng,0,value-001,value-005,value-006,58.1691322,4,-1209.35168,-2.66340685
occurrence-519,sell_item.pcapng,0,value-001,value-005,value-006,58.1691322,4,-1209.35168,-2.66340685
occurrence-520,sell_item.pcapng,0,value-001,value-005,value-006,58.1691322,4,-1209.35168,-2.66340685
occurrence-521,sell_item.pcapng,0,value-001,value-005,value-006,58.1691322,4,-1209.35168,-2.66340685
occurrence-522,sell_item.pcapng,0,value-001,value-005,value-006,58.1691322,4,-1209.35168,-2.66340685
occurrence-523,sell_item.pcapng,0,value-001,value-005,value-006,58.1691322,4,-1209.35168,-2.66340685
occurrence-524,small_talk_louisoix.pcapng,0,value-001,value-005,value-006,11.4812841,22.0001812,-1563.72607,1.62098753
occurrence-525,small_talk_louisoix.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-526,small_talk_louisoix.pcapng,0,value-001,value-005,value-006,15.3386936,22.0933113,-1562.31885,1.15197897
occurrence-527,switch_to_weaver.pcapng,0,value-001,value-005,value-006,68.6244659,4,-1204.06799,-3.12533283
occurrence-528,switch_to_weaver.pcapng,0,value-001,value-005,value-006,68.6244659,4,-1204.06799,-3.12533283
occurrence-529,switch_to_weaver.pcapng,0,value-001,value-005,value-006,68.6244659,4,-1204.06799,-3.12533283
occurrence-530,switch_to_weaver.pcapng,0,value-001,value-005,value-006,68.6244659,4,-1204.06799,-3.12533283
occurrence-531,teleport_to_camp_nine_ivies.pcapng,0,value-001,value-005,value-006,1828.76526,149.012756,1731.32703,-2.14040232
occurrence-532,teleport_to_camp_nine_ivies.pcapng,0,value-001,value-005,value-006,1828.76526,149.012756,1731.32703,-2.14040232
occurrence-533,teleport_to_camp_nine_ivies.pcapng,0,value-001,value-005,value-006,1828.76526,149.012756,1731.32703,-2.14040232
occurrence-534,teleport_to_camp_nine_ivies.pcapng,0,value-001,value-005,value-006,1828.76526,149.012756,1731.32703,-2.14040232
occurrence-535,teleport_to_camp_nine_ivies.pcapng,0,value-001,value-005,value-006,1828.76526,149.012756,1731.32703,-2.14040232
occurrence-536,teleport_to_camp_nine_ivies.pcapng,0,value-001,value-005,value-006,1828.76526,149.012756,1731.32703,-2.14040232
occurrence-537,teleport_to_camp_nine_ivies.pcapng,0,value-001,value-005,value-006,1709.37537,20.2900009,-864.942322,-1.48000002
occurrence-538,teleport_to_camp_nine_ivies.pcapng,0,value-001,value-005,value-006,1709.37537,20.2929802,-864.942322,-1.47999954
occurrence-539,teleport_to_camp_tranquil.pcapng,0,value-001,value-005,value-006,391.48703,6.63366842,-888.470886,1.28560889
occurrence-540,teleport_to_camp_tranquil.pcapng,0,value-001,value-005,value-006,391.48703,6.63366842,-888.470886,1.28560889
occurrence-541,teleport_to_camp_tranquil.pcapng,0,value-001,value-005,value-006,391.48703,6.63366842,-888.470886,1.28560889
occurrence-542,teleport_to_camp_tranquil.pcapng,0,value-001,value-005,value-006,391.48703,6.63366842,-888.470886,1.28560889
occurrence-543,teleport_to_camp_tranquil.pcapng,0,value-001,value-005,value-006,391.48703,6.63366842,-888.470886,1.28560889
occurrence-544,teleport_to_camp_tranquil.pcapng,0,value-001,value-005,value-006,737.595886,-12,1119.10645,-0.49000001
occurrence-545,teleport_to_camp_tranquil.pcapng,0,value-001,value-005,value-006,737.595886,-12,1119.10645,-0.489999771
occurrence-546,teleport_to_gridania.pcapng,0,value-001,value-005,value-006,830.286133,0.169223815,1124.46875,0.143624917
occurrence-547,teleport_to_gridania.pcapng,0,value-001,value-005,value-006,830.286133,0.169223815,1124.46875,0.143624917
occurrence-548,teleport_to_gridania.pcapng,0,value-001,value-005,value-006,830.286133,0.169223815,1124.46875,0.143624917
occurrence-549,teleport_to_gridania.pcapng,0,value-001,value-005,value-006,830.286133,0.169223815,1124.46875,0.143624917
occurrence-550,teleport_to_gridania.pcapng,0,value-001,value-005,value-006,-120.316643,16.0200005,-1333.43005,-0.49000001
occurrence-551,teleport_to_gridania.pcapng,0,value-001,value-005,value-006,-120.316643,16.054224,-1333.43005,-0.489998698
occurrence-552,teleport_to_gridania.pcapng,0,value-001,value-005,value-006,-120.316643,16.054224,-1333.43005,-0.489998698
occurrence-553,war_quest_update1.pcapng,0,value-001,value-005,value-006,-1119.45093,52.9466438,284.541565,1.66386402
occurrence-553,war_quest_update1.pcapng,1,value-007,value-008,value-006,-1119.12085,52.8724022,287.05426,1.30485523
occurrence-554,war_quest_update1.pcapng,0,value-001,value-005,value-006,-1119.45093,52.9466438,284.541565,1.66386402
occurrence-554,war_quest_update1.pcapng,1,value-007,value-008,value-006,-1119.12085,52.8724022,287.05426,1.30485523
occurrence-555,war_quest_update1.pcapng,0,value-001,value-005,value-006,-1119.45093,52.9466438,284.541565,1.66386402
occurrence-555,war_quest_update1.pcapng,1,value-007,value-008,value-006,-1119.12085,52.8724022,287.05426,2.04059339
occurrence-556,war_quest_update1.pcapng,0,value-001,value-005,value-006,-1119.45093,52.9466438,284.541565,1.66386402
occurrence-556,war_quest_update1.pcapng,1,value-007,value-008,value-006,-1119.12085,52.8724022,287.05426,2.04059339
occurrence-557,war_quest_update1.pcapng,0,value-001,value-005,value-006,-1119.45093,52.9466438,284.541565,1.66386402
occurrence-557,war_quest_update1.pcapng,1,value-007,value-008,value-006,-1119.12085,52.8724022,287.05426,2.04059339
occurrence-558,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1089.82007,56.6599998,41.8099976,-3.08999991
occurrence-558,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1089.02002,56.6599998,41.0099983,-3.08999991
occurrence-559,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1089.82007,56.6599998,41.8099976,-3.08999991
occurrence-559,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1089.02002,56.6599998,41.0099983,-3.08999991
occurrence-560,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1091.41333,56.3960953,38.6088753,-2.98800373
occurrence-560,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1089.87036,55.8788834,35.101593,-3.02596521
occurrence-561,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1091.92603,55.8673897,33.9895935,-3.03599644
occurrence-561,war_quest_update2.pcapng,1,value-007,value-008,value-006,-1090.30347,55.8082428,31.793808,-2.96535206
occurrence-562,war_quest_update2.pcapng,0,value-001,value-005,value-006,-1091.92603,55.8673897,33.9895935,-3.03599644
