scope_jp,scope_en,client_actor_id,is_nm,group_jp,group_en,skill_name_jp,skill_name_en,client_command_id,cast_effect_color,cast_effect_color_en,aoe_range,aoe_range_en,deals_damage,deals_damage_en,interruptible,interruptible_en,status_effect,status_effect_en,remarks,source
ジャッカネイプス,Jackanapes,3100512,y,黒衣森地方,Black Shroud,かっぱらい,Deep Scratch,23075,,,単体,single target,○,Yes,,,強化ステータスを吸収,absorbs target's buffs,,monster/nm/BlackShroud.html
ジャッカネイプス,Jackanapes,3100512,y,黒衣森地方,Black Shroud,毒手,Soil Smear,23076,,,単体,single target,○,Yes,,,弱体ステータスを移す,transfers its debuffs to target,,monster/nm/BlackShroud.html
ジャッカネイプス,Jackanapes,3100512,y,黒衣森地方,Black Shroud,ドロップキック,Drop Kick,23074,,,近接単体,melee single,○,Yes,,,ノックバック,Knockback,,monster/nm/BlackShroud.html
シロッコ,Sirocco,3100311,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
シロッコ,Sirocco,3100311,y,黒衣森地方,Black Shroud,スタンピード,Stampede,23078;23166,,,単体,single target,○,Yes,,,ノックバック,Knockback,,monster/nm/BlackShroud.html
シロッコ,Sirocco,3100311,y,黒衣森地方,Black Shroud,フーフキック,Hoofkick,23079,,,近接単体,melee single,○,Yes,,,ノックバック,Knockback,後方から攻撃時,monster/nm/BlackShroud.html
スパイトフル,Spiteful,3106221,y,黒衣森地方,Black Shroud,非天拳,Frenetic Flurry,23122,赤,Red (damage),単体,single target,○,Yes,,,,,,monster/nm/BlackShroud.html
スピンディグル,Spindiggle,3106222,y,黒衣森地方,Black Shroud,非天拳,Frenetic Flurry,23122,赤,Red (damage),単体,single target,○,Yes,,,,,,monster/nm/BlackShroud.html
パイア,Phaia,3101511,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
パイア,Phaia,3101511,y,黒衣森地方,Black Shroud,叫喚,Bellowing Grunt,23157,,,敵範囲,area (enemies),-,no,,,スタン,Stun,,monster/nm/BlackShroud.html
パイア,Phaia,3101511,y,黒衣森地方,Black Shroud,猪突猛進,Reckless Charge,23155,,,前方直線,frontal line,○,Yes,,,ノックバック,Knockback,回り込み回避可能,monster/nm/BlackShroud.html
パイア,Phaia,3101511,y,黒衣森地方,Black Shroud,怒髪天,Bristle,23156,,,敵単体,single target,-,no,,,,,,monster/nm/BlackShroud.html
ブアタ,Buata,3101513,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
ブアタ,Buata,3101513,y,黒衣森地方,Black Shroud,猪突猛進,Reckless Charge,23155,赤,Red (damage),前方直線,frontal line,○,Yes,○,Yes,ノックバック,Knockback,回り込み回避可能,monster/nm/BlackShroud.html
太っ腹のホットポックス,Haughtpox Bloatbelly,3110312,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
太っ腹のホットポックス,Haughtpox Bloatbelly,3110312,y,黒衣森地方,Black Shroud,爆弾投げ,Bomb Toss,23311;23312,,,敵範囲,area (enemies),○,Yes,,,,,,monster/nm/BlackShroud.html
太っ腹のホットポックス,Haughtpox Bloatbelly,3110312,y,黒衣森地方,Black Shroud,ファイアクラッカーシャワー,Firecracker Shower,23315,,,敵範囲,area (enemies),-,no,,,スタン,Stun,,monster/nm/BlackShroud.html
太っ腹のホットポックス,Haughtpox Bloatbelly,3110312,y,黒衣森地方,Black Shroud,ヘイルメアリー,Hail Mary,23313;23314,,,敵範囲,area (enemies),○,Yes,,,,,,monster/nm/BlackShroud.html
プリンスオブペスト,Prince of Pestilence,3100612,y,黒衣森地方,Black Shroud,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/BlackShroud.html
プリンスオブペスト,Prince of Pestilence,3100612,y,黒衣森地方,Black Shroud,サンダーウォール,Thunderwall,23067,,,,,○,Yes,,,,,,monster/nm/BlackShroud.html
プリンスオブペスト,Prince of Pestilence,3100612,y,黒衣森地方,Black Shroud,サンダーストーム,Thunderstorm,23068,,,敵範囲,area (enemies),○,Yes,,,,,,monster/nm/BlackShroud.html
プリンスオブペスト,Prince of Pestilence,3100612,y,黒衣森地方,Black Shroud,サンダーストライク,Thunderstrike,23066,,,前方直線,frontal line,○,Yes,,,,,回り込み回避可能,monster/nm/BlackShroud.html
プリンスオブペスト,Prince of Pestilence,3100612,y,黒衣森地方,Black Shroud,溶空,Brundleflight,23064,,,,,,,,,（ターゲット解除）,(target released),ワープ移動,monster/nm/BlackShroud.html
プリンスオブペスト,Prince of Pestilence,3100612,y,黒衣森地方,Black Shroud,（魔法）,(magic),,,,サンダーII / ショックII,magic: Thunder II / Shock II,,,,,,,,monster/nm/BlackShroud.html
異言のアザブ・チャー,Voidtongue Ahzabb Chah,3106563,y,ザナラーン地方,Thanalan,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Thanalan.html
エルダーモスホーン,Elder Mosshorn,3102311,y,ザナラーン地方,Thanalan,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Thanalan.html
エルダーモスホーン,Elder Mosshorn,3102311,y,ザナラーン地方,Thanalan,アルパインフューリー,Alpine Fury,23092,,,敵単体,single target,-,no,,,バーサク,Berserk,,monster/nm/Thanalan.html
エルダーモスホーン,Elder Mosshorn,3102311,y,ザナラーン地方,Thanalan,ヘッドバット,Head Butt,23091;23167,,,近接単体,melee single,○,Yes,,,ノックバック,Knockback,,monster/nm/Thanalan.html
カクタージャック,Cactuar Jack,3100913,y,ザナラーン地方,Thanalan,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Thanalan.html
カクタージャック,Cactuar Jack,3100913,y,ザナラーン地方,Thanalan,太陽針,Sun Spines,23149,,,敵範囲,area (enemies),○,Yes,○,Yes,バインド,Bind,,monster/nm/Thanalan.html
カクタージャック,Cactuar Jack,3100913,y,ザナラーン地方,Thanalan,テンダースラスト,Tender Thrust,23148,,,単体,single target,○,Yes,,,ヘイトリセット / ノックバック,enmity reset / Knockback,,monster/nm/Thanalan.html
カクタージャック,Cactuar Jack,3100913,y,ザナラーン地方,Thanalan,針百本,100 Needles,23413,赤,Red (damage),敵範囲,area (enemies),○,Yes,,,合計100ダメージ,100 damage total,,monster/nm/Thanalan.html
ダディーロングレッグ,Daddy Longlegs,3105515,y,ザナラーン地方,Thanalan,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Thanalan.html
ダディーロングレッグ,Daddy Longlegs,3105515,y,ザナラーン地方,Thanalan,コロシヴスピット,Corrosive Spit,23139;23348,,,,,○,Yes,○,Yes,バインド,Bind,,monster/nm/Thanalan.html
ダディーロングレッグ,Daddy Longlegs,3105515,y,ザナラーン地方,Thanalan,ブレインスパイク,Brain Spike,23140,,,単体,single target,-,no,,,ＴＰ吸収,TP drain,,monster/nm/Thanalan.html
弾指のココルン,Kokoroon Quickfingers,3106312,y,ザナラーン地方,Thanalan,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Thanalan.html
弾指のココルン,Kokoroon Quickfingers,3106312,y,ザナラーン地方,Thanalan,カイボッシュ,Kibosh,23204,,,,,-,no,,,アビリティ不可,Amnesia,,monster/nm/Thanalan.html
弾指のココルン,Kokoroon Quickfingers,3106312,y,ザナラーン地方,Thanalan,サンドスプレー,Sandspray,23205,,,前方範囲,frontal cone,-,no,,,暗闇,Blind,,monster/nm/Thanalan.html
弾指のココルン,Kokoroon Quickfingers,3106312,y,ザナラーン地方,Thanalan,ミスディレクション,Misdirection,23206,,,,,-,no,,,スタン,Stun,,monster/nm/Thanalan.html
ネストコマンダー,Nest Commander,3103009,y,ザナラーン地方,Thanalan,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Thanalan.html
ネストコマンダー,Nest Commander,3103009,y,ザナラーン地方,Thanalan,トラップジョーズ,Trap Jaws,23226,,,,,○,Yes,,,,,,monster/nm/Thanalan.html
バルディ,Bardi,3101415,y,ザナラーン地方,Thanalan,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Thanalan.html
バルディ,Bardi,3101415,y,ザナラーン地方,Thanalan,サングインバイト,Sanguine Bite,23145,,,単体,single target,○,Yes,,,ＨＰ吸収,HP drain,,monster/nm/Thanalan.html
バルディ,Bardi,3101415,y,ザナラーン地方,Thanalan,沈唸,Threatening Growl,23143,,,敵単体,single target,-,no,,,,,,monster/nm/Thanalan.html
ピュラウスタ,Pyrausta,3100117,y,ザナラーン地方,Thanalan,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/Thanalan.html
ピュラウスタ,Pyrausta,3100117,y,ザナラーン地方,Thanalan,テイルチェイス,Tail Chase,23059,,,敵範囲,area (enemies),○,Yes,,,,,,monster/nm/Thanalan.html
ピュラウスタ,Pyrausta,3100117,y,ザナラーン地方,Thanalan,バックフリップ,Backflip,23058,,,前方直線,frontal line,○,Yes,○,Yes,ノックバック,Knockback,回り込み回避可能,monster/nm/Thanalan.html
ドドレ,Dodore,3101710,y,モードゥナ地方,Mor Dhona,（遠隔攻撃）,(ranged attack),,-,none,遠隔単体,ranged single,○,Yes,-,n/a,,,,monster/nm/MorDhona.html
ドドレ,Dodore,3101710,y,モードゥナ地方,Mor Dhona,オーラルバキューム,Tail Whip,23096,,,目視中前方範囲,frontal gaze cone (while in sight),○,Yes,○,Yes,ステータスエフェクト1～3つの効果（アビリティ不可/WS不可/沈黙）,1-3 status effects (Amnesia / Pacification / Mute),,monster/nm/MorDhona.html
ドドレ,Dodore,3101710,y,モードゥナ地方,Mor Dhona,カタウォール,Caterwaul,23097,,,敵範囲,area (enemies),-,no,,,,,,monster/nm/MorDhona.html
ドドレ,Dodore,3101710,y,モードゥナ地方,Mor Dhona,テールホイップ,Aural Vacuum,23095,,,後方範囲,rear cone,○,Yes,,,ノックバック,Knockback,後方から攻撃時,monster/nm/MorDhona.html
ドドレ,Dodore,3101710,y,モードゥナ地方,Mor Dhona,レベル5石化,Level 5 Petrify,23094,,,目視中前方範囲,frontal gaze cone (while in sight),-,no,○,Yes,レベルが5の倍数の場合石化,Petrify if level is a multiple of 5,,monster/nm/MorDhona.html
ドドレ,Dodore,3101710,y,モードゥナ地方,Mor Dhona,（魔法/ドドレズミニオン）,(magic / Dodore's minions),,,,シャドーシアー / スカージII / ブライン,magic: Shadowsear / Scourge II / Blind,,,,,,,,monster/nm/MorDhona.html
