record_index,capture,scenario_id,lane_index,frame_index,subevent_index,packet_index,record_in_packet,stream_offset,source_actor_id,destination_actor_id,target_marker,property_hash,value_width,value_hex,value_u_le,value_f32
5731,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,17,46,0,1,1158676505,43723073,,0xe14b0ca8,1,01,1,
5732,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,17,46,1,7,1158676505,43723073,,0x2138fd71,1,01,1,
5733,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,17,46,2,13,1158676505,43723073,,0x03cf5b58,2,214e,20001,
5734,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,17,46,3,20,1158676505,43723073,,0x40e25304,1,06,6,
5735,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,0,1,1158677808,43723073,,0xc0f66df7,4,0bd7c340,1086576395,6.12000036
5736,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,1,10,1158677808,43723073,,0xe14b0ca8,1,01,1,
5737,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,2,16,1158677808,43723073,,0x2138fd71,1,01,1,
5738,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,3,22,1158677808,43723073,,0x7b675313,1,01,1,
5739,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,4,28,1158677808,43723073,,0xfbfbcfb1,1,01,1,
5740,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,5,34,1158677808,43723073,,0x4232bcaa,2,df02,735,
5741,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,6,41,1158677808,43723073,,0x7bcdfb69,2,df02,735,
5742,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,7,48,1158677808,43723073,,0x13f89710,2,f802,760,
5743,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,8,55,1158677808,43723073,,0x3c95d5c5,2,f802,760,
5744,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,9,62,1158677808,43723073,,0x7532ce24,1,03,3,
5745,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,10,68,1158677808,43723073,,0x584fcfe3,1,03,3,
5746,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,11,74,1158677808,43723073,,0x96063588,2,1d00,29,
5747,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,276,35,47,12,81,1158677808,43723073,,0x8e9c05be,1,01,1,
5748,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,0,1,1158679472,43723073,,0xc0f66df7,4,f628d440,1087645942,6.63000011
5749,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,1,10,1158679472,43723073,,0xe14b0ca8,1,01,1,
5750,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,2,16,1158679472,43723073,,0x2138fd71,1,01,1,
5751,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,3,22,1158679472,43723073,,0x7b675313,1,01,1,
5752,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,4,28,1158679472,43723073,,0xfbfbcfb1,1,01,1,
5753,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,5,34,1158679472,43723073,,0x4232bcaa,2,3504,1077,
5754,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,6,41,1158679472,43723073,,0x7bcdfb69,2,3504,1077,
5755,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,7,48,1158679472,43723073,,0x13f89710,2,ac03,940,
5756,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,8,55,1158679472,43723073,,0x3c95d5c5,2,ac03,940,
5757,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,9,62,1158679472,43723073,,0x7532ce24,1,03,3,
5758,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,10,68,1158679472,43723073,,0x584fcfe3,1,03,3,
5759,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,11,74,1158679472,43723073,,0x96063588,2,2000,32,
5760,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,277,14,48,12,81,1158679472,43723073,,0x8e9c05be,1,01,1,
5761,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,283,0,49,0,1,43722707,43723073,,0x0b99c876,2,ba06,1722,
5762,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,292,0,50,0,1,43722707,43723073,,0x0b99c876,2,6006,1632,
5763,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,307,0,51,0,1,43722707,43723073,,0x0b99c876,2,0606,1542,
5764,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,0,1,1158679876,43723073,,0x586b94f7,1,01,1,
5765,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,1,34,1158679876,43723073,guildleveWork/infoVariable,0x1467992e,4,01003041,1093664769,11.000001
5766,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,2,43,1158679876,43723073,guildleveWork/infoVariable,0xce187dfb,4,00000743,1124532224,135
5767,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,3,52,1158679876,43723073,guildleveWork/infoVariable,0x55fe7021,4,00001442,1108606976,37
5768,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,4,61,1158679876,43723073,guildleveWork/infoVariable,0xd04a9224,4,3a588740,1082611770,4.22951984
5769,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,5,70,1158679876,43723073,guildleveWork/infoVariable,0x4503c8c3,4,1e428341,1099121182,16.4072838
5770,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,6,79,1158679876,43723073,guildleveWork/infoVariable,0x6081e88a,4,0d1b8841,1099438861,17.0132084
5771,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,7,88,1158679876,43723073,guildleveWork/infoVariable,0x5aec8736,4,0080d9c3,3285811200,-435
5772,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,0,52,8,97,1158679876,43723073,guildleveWork/infoVariable,0xdf624d49,4,0080d6c3,3285614592,-429
5773,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,310,1,53,0,1,1158679876,43723073,,0x1b3205e3,4,004000c4,3288350720,-513
5774,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,0,1,1158677808,43723073,,0xc0f66df7,4,0bd7c340,1086576395,6.12000036
5775,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,1,10,1158677808,43723073,,0xe14b0ca8,1,01,1,
5776,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,2,16,1158677808,43723073,,0x2138fd71,1,01,1,
5777,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,3,22,1158677808,43723073,,0x7b675313,1,01,1,
5778,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,4,28,1158677808,43723073,,0xfbfbcfb1,1,01,1,
5779,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,5,34,1158677808,43723073,,0x4232bcaa,2,df02,735,
5780,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,6,41,1158677808,43723073,,0x7bcdfb69,2,df02,735,
5781,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,7,48,1158677808,43723073,,0x13f89710,2,f802,760,
5782,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,8,55,1158677808,43723073,,0x3c95d5c5,2,f802,760,
5783,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,9,62,1158677808,43723073,,0x7532ce24,1,03,3,
5784,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,10,68,1158677808,43723073,,0x584fcfe3,1,03,3,
5785,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,11,74,1158677808,43723073,,0x96063588,2,1d00,29,
5786,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,312,17,54,12,81,1158677808,43723073,,0x8e9c05be,1,01,1,
5787,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,0,1,1158679472,43723073,,0xc0f66df7,4,f628d440,1087645942,6.63000011
5788,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,1,10,1158679472,43723073,,0xe14b0ca8,1,01,1,
5789,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,2,16,1158679472,43723073,,0x2138fd71,1,01,1,
5790,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,3,22,1158679472,43723073,,0x7b675313,1,01,1,
5791,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,4,28,1158679472,43723073,,0xfbfbcfb1,1,01,1,
5792,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,5,34,1158679472,43723073,,0x4232bcaa,2,3504,1077,
5793,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,6,41,1158679472,43723073,,0x7bcdfb69,2,3504,1077,
5794,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,7,48,1158679472,43723073,,0x13f89710,2,ac03,940,
5795,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,8,55,1158679472,43723073,,0x3c95d5c5,2,ac03,940,
5796,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,9,62,1158679472,43723073,,0x7532ce24,1,03,3,
5797,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,10,68,1158679472,43723073,,0x584fcfe3,1,03,3,
5798,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,11,74,1158679472,43723073,,0x96063588,2,2000,32,
5799,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,17,55,12,81,1158679472,43723073,,0x8e9c05be,1,01,1,
5800,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,35,56,0,1,1158676505,43723073,,0xe14b0ca8,1,01,1,
5801,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,35,56,1,7,1158676505,43723073,,0x2138fd71,1,01,1,
5802,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,35,56,2,13,1158676505,43723073,,0x03cf5b58,2,214e,20001,
5803,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,319,35,56,3,20,1158676505,43723073,,0x40e25304,1,06,6,
5804,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,327,0,57,0,1,43722707,43723073,,0x0b99c876,2,ac05,1452,
5805,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,342,17,58,0,1,1158676513,43723073,,0xe14b0ca8,1,01,1,
5806,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,342,17,58,1,7,1158676513,43723073,,0x2138fd71,1,01,1,
5807,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,342,17,58,2,13,1158676513,43723073,,0x03cf5b58,2,224e,20002,
5808,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,342,17,58,3,20,1158676513,43723073,,0x40e25304,1,06,6,
5809,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,348,0,59,0,1,1158679876,43723073,,0x4f1c2de0,1,01,1,
5810,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,348,0,59,1,34,1158679876,43723073,guildleveWork/infoVariable,0x1467992e,4,2b108b3e,1049301035,0.271607727
5811,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,348,0,59,2,43,1158679876,43723073,guildleveWork/infoVariable,0xd04a9224,4,1a48a040,1084246042,5.00880146
5812,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,348,0,59,3,52,1158679876,43723073,guildleveWork/infoVariable,0x5aec8736,4,1886cec3,3285091864,-413.047607
5813,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,349,0,60,0,1,43722707,43723073,,0x0b99c876,2,5205,1362,
5814,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,364,0,61,0,1,43722707,43723073,,0x0b99c876,2,f804,1272,
5815,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,0,1,1158679889,43723073,,0xc0f66df7,4,77beff3f,1073725047,1.99800003
5816,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,1,10,1158679889,43723073,,0xe14b0ca8,1,01,1,
5817,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,2,16,1158679889,43723073,,0x2138fd71,1,01,1,
5818,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,3,22,1158679889,43723073,,0x7b675313,1,01,1,
5819,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,4,28,1158679889,43723073,,0xfbfbcfb1,1,01,1,
5820,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,5,34,1158679889,43723073,,0x4232bcaa,2,2602,550,
5821,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,6,41,1158679889,43723073,,0x7bcdfb69,2,2602,550,
5822,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,7,48,1158679889,43723073,,0x13f89710,2,2003,800,
5823,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,8,55,1158679889,43723073,,0x3c95d5c5,2,2003,800,
5824,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,9,62,1158679889,43723073,,0x7532ce24,1,03,3,
5825,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,10,68,1158679889,43723073,,0x584fcfe3,1,03,3,
5826,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,374,23,62,11,74,1158679889,43723073,,0x96063588,2,1e00,30,
5827,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,0,1,1158679890,43723073,,0xc0f66df7,4,77beff3f,1073725047,1.99800003
5828,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,1,10,1158679890,43723073,,0xe14b0ca8,1,01,1,
5829,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,2,16,1158679890,43723073,,0x2138fd71,1,01,1,
5830,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,3,22,1158679890,43723073,,0x7b675313,1,01,1,
5831,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,4,28,1158679890,43723073,,0xfbfbcfb1,1,01,1,
5832,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,5,34,1158679890,43723073,,0x4232bcaa,2,2602,550,
5833,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,6,41,1158679890,43723073,,0x7bcdfb69,2,2602,550,
5834,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,7,48,1158679890,43723073,,0x13f89710,2,2003,800,
5835,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,8,55,1158679890,43723073,,0x3c95d5c5,2,2003,800,
5836,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,9,62,1158679890,43723073,,0x7532ce24,1,03,3,
5837,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,10,68,1158679890,43723073,,0x584fcfe3,1,03,3,
5838,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,383,14,63,11,74,1158679890,43723073,,0x96063588,2,1e00,30,
5839,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,0,64,0,1,1158679889,43723073,,0xc0f66df7,4,77beff3f,1073725047,1.99800003
5840,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,0,64,1,30,1158679889,43723073,charaWork/potencial,0xe14b0ca8,1,01,1,
5841,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,0,64,2,36,1158679889,43723073,charaWork/potencial,0x2138fd71,1,01,1,
5842,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,0,64,3,42,1158679889,43723073,charaWork/potencial,0x7b675313,1,01,1,
5843,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,0,64,4,48,1158679889,43723073,charaWork/potencial,0xfbfbcfb1,1,01,1,
5844,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,0,64,5,73,1158679889,43723073,charaWork/property,0x4232bcaa,2,2602,550,
5845,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,0,64,6,80,1158679889,43723073,charaWork/property,0x7bcdfb69,2,2602,550,
5846,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,0,64,7,87,1158679889,43723073,charaWork/property,0x13f89710,2,2003,800,
5847,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,1,65,0,1,1158679889,43723073,,0x3c95d5c5,2,2003,800,
5848,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,1,65,1,39,1158679889,43723073,charaWork/stateAtQuicklyForAll,0x7532ce24,1,03,3,
5849,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,1,65,2,45,1158679889,43723073,charaWork/stateAtQuicklyForAll,0x584fcfe3,1,03,3,
5850,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,385,1,65,3,51,1158679889,43723073,charaWork/stateAtQuicklyForAll,0x96063588,2,1e00,30,
5851,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,0,66,0,1,1158679890,43723073,,0xc0f66df7,4,77beff3f,1073725047,1.99800003
5852,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,0,66,1,30,1158679890,43723073,charaWork/potencial,0xe14b0ca8,1,01,1,
5853,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,0,66,2,36,1158679890,43723073,charaWork/potencial,0x2138fd71,1,01,1,
5854,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,0,66,3,42,1158679890,43723073,charaWork/potencial,0x7b675313,1,01,1,
5855,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,0,66,4,48,1158679890,43723073,charaWork/potencial,0xfbfbcfb1,1,01,1,
5856,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,0,66,5,73,1158679890,43723073,charaWork/property,0x4232bcaa,2,2602,550,
5857,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,0,66,6,80,1158679890,43723073,charaWork/property,0x7bcdfb69,2,2602,550,
5858,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,0,66,7,87,1158679890,43723073,charaWork/property,0x13f89710,2,2003,800,
5859,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,1,67,0,1,1158679890,43723073,,0x3c95d5c5,2,2003,800,
5860,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,1,67,1,39,1158679890,43723073,charaWork/stateAtQuicklyForAll,0x7532ce24,1,03,3,
5861,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,1,67,2,45,1158679890,43723073,charaWork/stateAtQuicklyForAll,0x584fcfe3,1,03,3,
5862,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,389,1,67,3,51,1158679890,43723073,charaWork/stateAtQuicklyForAll,0x96063588,2,1e00,30,
5863,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,395,1,68,0,1,43722707,43723073,,0x0b99c876,2,2405,1316,
5864,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,395,1,68,1,8,43722707,43723073,,0x4232bcaa,2,b602,694,
5865,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,396,2,69,0,1,1158679889,43723073,,0x0b99c876,2,2c01,300,
5866,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,396,2,69,1,39,1158679889,43723073,charaWork/stateAtQuicklyForAll,0x8e9c05be,1,03,3,
5867,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,399,0,70,0,1,43722707,43723073,,0x0b99c876,2,5105,1361,
5868,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,399,0,70,1,8,43722707,43723073,,0x4232bcaa,2,7d02,637,
5869,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,401,0,71,0,1,1158679890,43723073,,0x0b99c876,2,2c01,300,
5870,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,401,0,71,1,39,1158679890,43723073,charaWork/stateAtQuicklyForAll,0x8e9c05be,1,03,3,
5871,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,419,0,72,0,1,43722707,43723073,,0x0b99c876,2,4b06,1611,
5872,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,423,0,73,0,1,1158679890,43723073,,0x0b99c876,2,7501,373,
5873,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,423,0,73,1,8,1158679890,43723073,,0x4232bcaa,2,0f02,527,
5874,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,428,0,74,0,1,43722707,43723073,,0x0b99c876,2,5105,1361,
5875,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,436,0,75,0,1,43722707,43723073,,0x0b99c876,2,6f05,1391,
5876,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,436,0,75,1,8,43722707,43723073,,0x4232bcaa,2,5702,599,
5877,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,436,1,76,0,1,1158679890,43723073,,0x0b99c876,2,1c02,540,
5878,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,436,1,76,1,8,1158679890,43723073,,0x4232bcaa,2,da01,474,
5879,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,436,1,76,2,46,1158679890,43723073,charaWork/stateAtQuicklyForAll,0x8c44e56b,4,9b1be150,1356929947,3.0213462e+10
5880,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,438,0,77,0,1,1158679889,43723073,,0x0b99c876,2,5802,600,
5881,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,445,0,78,0,1,43722707,43723073,,0x0b99c876,2,7504,1141,
5882,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,450,0,79,0,1,1158679890,43723073,,0x0b99c876,2,cc02,716,
5883,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,450,0,79,1,8,1158679890,43723073,,0x4232bcaa,2,a201,418,
5884,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,455,1,80,0,1,43722707,43723073,,0x8c336da3,4,b91be150,1356929977,3.02135235e+10
5885,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,461,0,81,0,1,43722707,43723073,,0x4232bcaa,2,df02,735,
5886,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,461,0,81,1,39,43722707,43723073,charaWork/stateAtQuicklyForAll,0x8c336da3,4,ffffffff,4294967295,nan
5887,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,470,1,82,0,1,43723073,43723073,,0x0b99c876,2,a401,420,
5888,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,473,10,83,0,1,1158679890,43723073,,0x0b99c876,2,6603,870,
5889,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,473,10,83,1,8,1158679890,43723073,,0x4232bcaa,2,7101,369,
5890,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,473,10,83,2,46,1158679890,43723073,charaWork/stateAtQuicklyForAll,0x8c44e56b,4,ffffffff,4294967295,nan
5891,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,476,0,84,0,1,43722707,43723073,,0x0b99c876,2,6f05,1391,
5892,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,477,0,85,0,1,43722707,43723073,,0x0b99c876,2,7504,1141,
5893,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,480,0,86,0,1,1158679890,43723073,,0x0b99c876,2,a203,930,
5894,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,480,0,86,1,8,1158679890,43723073,,0x4232bcaa,2,5e01,350,
5895,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,488,0,87,0,1,43722707,43723073,,0x0b99c876,2,9104,1169,
5896,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,488,0,87,1,8,43722707,43723073,,0x4232bcaa,2,bc02,700,
5897,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,489,0,88,0,1,1158679890,43723073,,0x0b99c876,2,ce04,1230,
5898,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,490,0,89,0,1,43723073,43723073,,0x6d5633b9,4,bf1be150,1356929983,3.02135357e+10
5899,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,490,1,90,0,1,43723073,43723073,,0x2dfbc13a,2,5300,83,
5900,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,490,1,90,1,8,43723073,43723073,,0x91cd44e7,2,a500,165,
5901,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,490,1,90,2,15,43723073,43723073,,0x8cae90db,2,af00,175,
5902,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,490,1,90,3,22,43723073,43723073,,0x1f3dacc5,2,aa00,170,
5903,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,490,1,90,4,55,43723073,43723073,charaWork/battleParameter,0xfa5e83e4,2,5a00,90,
5904,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,490,1,90,5,62,43723073,43723073,charaWork/battleParameter,0x1662a1bf,4,fb1be150,1356930043,3.02136586e+10
5905,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,496,0,91,0,1,43723073,43723073,,0x0b99c876,2,2902,553,
5906,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,508,0,92,0,1,43722707,43723073,,0x0b99c876,2,c104,1217,
5907,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,508,0,92,1,8,43722707,43723073,,0x4232bcaa,2,7f02,639,
5908,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,508,1,93,0,1,43723073,43723073,,0x0b99c876,2,cd03,973,
5909,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,509,10,94,0,1,1158679889,43723073,,0x0b99c876,2,8403,900,
5910,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,511,0,95,0,1,1158679890,43723073,,0x0b99c876,2,a405,1444,
5911,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,511,0,95,1,8,1158679890,43723073,,0x4232bcaa,2,1a01,282,
5912,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,512,0,96,0,1,43722707,43723073,,0x0b99c876,2,bb05,1467,
5913,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,513,0,97,0,1,43723073,43723073,,0x0b99c876,2,3104,1073,
5914,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,519,0,98,0,1,43722707,43723073,,0x0b99c876,2,eb05,1515,
5915,party_battle_leve.pcapng,battlecraft-leve-accept-and-complete,0,519,0,98,1,8,43722707,43723073,,0x4232bcaa,2,4202,578,
